193.110.235.252;000000090300009e1e5d870e;1;155096163
0;6;4237075;
193.107.247.129;80000009030000a5bf9c9100;20;4426284
193.110.235.235;000000090300706e6dd6a43a;1;155096184
193.110.235.240;000000090300009e1e5d870e;1;155096200
193.151.185.209;80003a8c04;0;0
193.151.185.225;80003a8c04;0;0
193.160.135.206;80000009030000df1da91101;15;31585055
193.172.166.124;800000090300802dbf7ba980;7;102233708
193.172.187.159;800000090300a8b456470368;2;55643331
193.172.194.127;800000090300e8eb34aa3080;10;31878122
193.173.103.135;800000090300683b78a75c80;5;102666729
193.173.113.114;800000090300e8eb34ca6b80;10;102058555
193.173.153.128;80000009030000f28bb50e1e;2;105174440
193.173.157.223;800000090300707db9de7e00;12;31707501
193.173.249.127;8000000903007cad74908b00;3;198916522
193.176.136.252;800000090300ccd34297d080;8;826387
193.176.139.125;800000090300ccd342983a80;12;827511
193.176.143.254;800000090300ccd34297d080;8;826653
193.176.206.255;800000090300188b9d74c0f0;2;19680388
193.176.207.252;800000090300188b9d74c0f0;2;19680416
193.177.140.250;800000090300bce712b71d00;7;31724702
193.177.160.135;800007c703002438635b00;122;8629633
193.177.160.222;80000009030034ed1bdffa80;11;60964103
193.187.189.131;80000634b29e2000101470d8f7;5;10810426
193.187.189.203;80000634b20400001014ccd196;2;122959436
193.187.189.211;80000634b20400001014ccd196;2;122959180
193.187.191.129;80000634b20400001014ccd196;2;122959476
193.187.191.226;80000634b22db4001014e8f756;6;70126879
193.238.241.208;8000000903000476b0850980;8;68900402
193.239.116.111;8000000903006026aafd9d00;10;5611123
193.239.116.112;80000009030078bc1ae01700;29;8299455
193.239.116.188;80000a4c012d953406;9;6070272
193.239.116.245;00000009030040ce243ce0a0;2;131406296
193.239.117.147;800000090300ecbd1d43b700;5;51657101
193.239.118.189;490001010189028003002d20;8;38529649
193.239.118.225;00000009030000a2ee3f74a0;14;4611259
193.239.186.233;80001f8880fe7be216902da75c00000000;13;36636972
193.242.210.109;f5717fc0d682ab4f5a00;7;8615389
193.242.210.113;f5717fc0d682ab4f5a00;7;8615388
193.242.210.141;f5717fc0d682ab4f5a00;7;8615355
193.242.210.142;f5717f7483ef51ba5b00;8;8615415
193.242.210.254;f5717f7483ef51ba5b00;8;8615104
193.254.214.137;800000090300001e7a585da8;16;16347554
193.254.214.233;800000090300e05fb94751f9;18;4916194
193.254.214.238;80000009030070ca9b8f6780;19;193429546
194.102.239.171;80001f88800a41eb0a3415ad64;25;16001160
194.102.239.184;8000000903005488de488a80;17;3083444
194.102.239.205;8000000903005c64f132a300;6;28583854
194.102.239.207;8000000903005c64f132a300;6;28583835
194.102.239.215;8000000903002436da44d900;27;28583737
194.122.162.124;80001f8880734db23c000000005cb83075;123;527380
194.122.168.186;80003a8c04;0;0
194.122.176.123;80001cc7031449bc6d4218;0;0
194.122.180.251;80001f88801bae4a5600000000683d3eeb;1;17273
194.126.241.100;80001f8880acc0be2424869a5f00000000;5;144898957
194.145.247.209;800000090300001e4a9f6ca8;4;200336388
194.151.101.249;800000090300b83861d42200;2;8046102
194.151.192.128;800000090300e4aa5db00236;4;102040515
194.171.108.193;800063a280d89403e2a07b00000094;1;255208984
194.171.148.255;80000009030000425a5dee00;3;1728159
194.178.109.128;8000000903006c310ec24280;8;3783752
194.196.112.144;00000009030080a23598f800;7;9546234
194.196.123.199;00000009030080a23513f800;8;1593634
194.196.123.241;00000009030080a23513f800;8;1593605
194.196.190.191;00000009030080a2355c2000;9;5052862
194.196.192.120;00000009030080a2355df000;8;1858446
194.196.192.127;00000009030080a2355df000;8;1858185
194.196.220.215;00000009030080a235145800;10;1859665
194.196.222.105;00000009030080a2355e0800;7;1507919
194.196.226.185;8000000903004403a7dcda00;3;2958438
195.114.237.210;80003a8c04;0;0
195.121.105.136;800000090300706bb99aab92;5;209613950
195.121.105.138;800000090300706bb99aab92;5;209613982
195.121.105.139;800000090300706bb99aadc7;12;16803184
195.121.105.160;800000090300706bb99aab92;5;209613976
195.121.105.171;800000090300706bb99aadc7;12;16803198
195.121.105.185;800000090300706bb99aadc7;12;16803211
195.121.105.211;800000090300706bb99aadc7;12;16803436
195.121.105.234;800000090300706bb99aab92;5;209614233
195.121.105.243;800000090300706bb99aab92;5;209613981
195.121.109.105;800000090300706bb99aab92;5;209613949
195.121.109.139;800000090300706bb99aadc7;12;16803198
195.123.217.160;80003a8c046d6b745f3139352e3132332e3231372e313630;0;0
195.134.168.185;8000000903006c310ecc7600;8;35583275
195.134.175.117;8000000903002c542d1a6f20;1;16586256
195.183.141.103;800000090300f4cfe2d06000;3;2989811
195.183.141.136;800000090300fc9947d16d00;4;3017446
195.191.120.112;800000090300006bf1740ed4;1;13868090
195.191.120.143;800000090300f80f6f0b8770;19;39633347
195.191.153.239;80000009030058f39cb68a00;6;201574950
195.212.122.120;00000009030080a2355e0800;7;1507936
195.212.122.143;00000009030080a2355e0800;7;1507915
195.212.136.136;00000009030080a23598f800;7;9546011
195.212.136.137;00000009030080a23598f800;7;9546271
195.212.136.209;00000009030080a23598f800;7;9546237
195.212.136.232;00000009030080a23598f800;7;9545978
195.212.179.205;800000090300acbcd95b9a00;4;41629304
195.212.206.103;00000009030080a2355ac800;7;74595828
195.212.206.137;00000009030080a2355c0800;6;2896512
195.212.206.225;00000009030080a2355c0800;6;2896809
195.212.228.128;00000009030080a2355ca800;9;2113929
195.212.228.136;00000009030080a2355ca800;9;2114184
195.212.228.143;00000009030080a2355ca800;9;2114190
195.212.228.160;00000009030080a2355ca800;9;2114181
195.212.231.145;00000009030080a235984800;7;5225014
195.212.231.151;00000009030080a235984800;7;5225006
195.212.246.120;00000009030080a2355e0800;7;1507912
195.212.247.161;0000000903001cea0b67e000;12;1684021
195.212.248.128;00000009030080a2355ac800;7;74595814
195.219.136.112;3,8303E+49;1784;20506475
195.219.150.145;3,8303E+49;1298;5712883
195.222.118.221;80001f888006ab904997f60761;19;23973121
195.238.244.102;800000090300a4887356a101;8;46037126
195.238.244.142;800000090300a49bcdd9fa01;5;19953012
198.211.122.104;80003a8c04;0;0
192.145.24.113;800000090300d47798d27680;2;104540531
192.145.25.137;8000000903002c4f5274e700;6;4772187
192.145.25.253;800000090300a00f37ea3100;8;10451590
192.145.25.41;8000000903000019e7ae7e81;19;31202713
192.145.26.120;800000090300bc26c7414b80;20;9934008
192.145.26.31;800000090300a00f37ea3100;8;10451596
192.145.27.229;80000009030000eeab237e80;20;22301636
192.145.27.33;8000000903005c64f1323600;6;38104362
192.145.27.37;800000090300bcd29584b900;4;83277616
192.145.27.38;8000000903002cf89b9ac780;4;123494309
192.145.27.45;80000009030028affdf1c380;16;14516123
192.145.27.56;8000000903002cf89b9ac780;4;123494306
192.159.103.1;800000090300a410b663e600;14;2755984
193.0.178.123;80003a8c04;0;0
193.0.179.1;800000090300641225ceb1c0;10;28344267
193.105.50.117;8000000903004891d59cbfd0;11;31718068
193.107.247.1;80000009030000aa6ef5c580;30;11739246
193.107.247.17;80000009030000aa6ef5c580;30;11739270
193.107.247.73;800000090300a4b239d6c100;4;9256621
193.110.235.9;00000009030000a3d1224bb4;1;135815462
193.141.170.41;80000009030000351a254f50;3;46727949
193.141.170.47;80000009030000351a254f50;3;46727963
193.148.20.82;80000009030074a02f6e88ec;1;24201657
