ip.src_host,snmp.msgAuthoritativeEngineID,snmp.msgAuthoritativeEngineBoots,snmp.msgAuthoritativeEngineTime,Enterprise code,Mac
144.178.250.97,800000090300588b1c9d1600,44,1884740,9,00588b1c9d1600
87.195.27.10,80001f8880206f8d40c96e1e4d,18,2300536,8072,No Mac indication (0x03)
95.99.56.0,502660000000010030000085,6,49985702,1344692224,not_set
92.70.241.129,80000009030000fcba99f270,13,2613111,9,0000fcba99f270
89.99.190.162,80000b2f05e0885dbf800933,1,2574029,2863,No Mac indication (0x03)
92.67.114.89,800000090300002a103c0b34,2,74537267,9,00002a103c0b34
89.20.94.147,800000090300c44d84f2f480,14,92195403,9,00c44d84f2f480
93.117.218.103,800007db03d8109fc2ead4,14,24115769,2011,d8109fc2ead4
154.14.44.9,800000090300000000000000,1,31116986,9,00000000000000
95.168.161.22,80001f88808a47656c5213a56400000000,9,58102,8072,No Mac indication (0x03)
94.103.145.29,8000000903000005740fb2bc,8,191951696,9,000005740fb2bc
145.128.243.120,80000009ee005c5ac76e63cf,7,41564618,9,No Mac indication (0x03)
92.70.22.225,800000090300d4789b7cab96,2,1677016,9,00d4789b7cab96
149.143.58.139,80001f88031056ca17d8e0,1,602120,8072,1056ca17d8e0
145.131.159.183,80000009ee000008e3fffc08,3,52589976,9,No Mac indication (0x03)
94.210.23.1,800000090300285261fabc00,12,29512947,9,00285261fabc00
93.190.140.148,80001f88803d1eb24ff36fb46600000000,2,25250908,8072,No Mac indication (0x03)
109.109.117.36,80000009030028affd10b000,16,11123824,9,0028affd10b000
89.38.97.46,80001f8880ef500a7464c1456700000000,11,949283,8072,No Mac indication (0x03)
92.48.192.87,80001f888080634e58b79b596300000000,20,15183120,8072,No Mac indication (0x03)
87.238.170.23,8000000903000845d1b3a300,4,67582103,9,000845d1b3a300
145.102.244.112,8000000903005006ab639200,31,24650248,9,005006ab639200
145.128.241.126,80000009ee000008e3fffc2c,1,39225986,9,No Mac indication (0x03)
92.67.231.153,80003a8c04,0,0,invalid,invalid
89.207.25.68,800000090300f86bd92aba00,10,1231134,9,00f86bd92aba00
109.109.108.89,800000090300e8eb34c9fd00,13,36348897,9,00e8eb34c9fd00
94.213.198.1,800000090300f4bd9ee39c00,11,29078021,9,00f4bd9ee39c00
89.146.44.208,800000090300a0ecf94c0070,11,73150275,9,00a0ecf94c0070
92.64.213.87,800000090300003a7d790400,3,134114385,9,00003a7d790400
93.92.25.180,80000009030040017a51a460,1,83909321,9,0040017a51a460
149.143.19.208,80000009030064e9501911c4,3,27666798,9,0064e9501911c4
89.149.201.32,80001f8880a72cf9442924ad6400000000,15,58101,8072,No Mac indication (0x03)
149.143.23.116,800000090300e4d3f18bfc94,1,35451396,9,00e4d3f18bfc94
92.109.228.1,80000009030000ebd5ed3c00,8,28303374,9,0000ebd5ed3c00
87.209.239.255,502660000000010030000013,7,49469059,1344692224,not_set
92.65.126.17,8000000903004c776d699caa,1,18602806,9,004c776d699caa
95.142.41.1,800000090330f70d9ee0e0,0,0,9,30f70d9ee0e0
92.68.61.124,80000009030080248f157c80,15,1194832,9,0080248f157c80
144.178.109.23,8000000903009c57ad95b001,16,7256203,9,009c57ad95b001
145.131.176.102,800000090300fc5b394bdea4,3,3721300,9,00fc5b394bdea4
145.222.49.81,8000000903003a9c403145,0,0,9,003a9c403145
92.110.99.0,8000000903000029c2017000,8,30807450,9,000029c2017000
87.208.60.1,502660000000010030000054,6,48863401,1344692224,not_set
93.117.212.141,8000000903003891b7b61480,12,26356530,9,003891b7b61480
89.146.50.41,800000090300a0ecf94c0070,11,73150277,9,00a0ecf94c0070
145.131.151.5,80001f8880891bf75475168c66,5,12165847,8072,No Mac indication (0x03)
93.184.99.115,800000090300b08bcf3aae80,7,4978660,9,00b08bcf3aae80
89.146.51.174,80000009ee005c5ac76e63cf,7,41564621,9,No Mac indication (0x03)
92.65.136.25,80001f88031056ca114c58,1,63259305,8072,1056ca114c58
92.65.134.217,8000000903003c510e680230,2,1640413,9,003c510e680230
145.220.141.1,80001f8880261889700e3bf35f00000000,17,4007267,8072,No Mac indication (0x03)
94.213.12.121,80000b2f05802994f608f133,1,2341421,2863,No Mac indication (0x03)
91.103.23.70,800000090300d4eb683da000,11,93633102,9,00d4eb683da000
145.128.195.46,00000009020000024b7d8d6f,16,9501152,9,not_set
88.208.11.14,80001f8880f3dee52323fc4d6600000000,12,30143056,8072,No Mac indication (0x03)
93.117.220.185,8000000903007411b2a71700,12,974256,9,007411b2a71700
88.208.11.117,80001f8880f3dee52323fc4d6600000000,12,30143056,8072,No Mac indication (0x03)
89.207.24.255,800000090300dc8c373c1000,8,72627748,9,00dc8c373c1000
93.117.244.17,800033870370fc8c16156e,0,0,13191,70fc8c16156e
93.117.236.145,8000000903007411b2a96e80,24,2868876,9,007411b2a96e80
145.131.191.24,800000090300a0ecf94c0070,11,73150278,9,00a0ecf94c0070
143.178.12.1,502660000000031201007167,2,50163649,1344692224,not_set
94.213.39.0,8000000903006c410e8fd000,15,30204103,9,006c410e8fd000
93.117.197.141,8000000903006c13d5e34d00,38,10899244,9,006c13d5e34d00
93.92.25.10,800000090300fc9947b45808,24,13581347,9,00fc9947b45808
144.178.248.194,8000000903005c710db2e211,5,6600588,9,005c710db2e211
145.222.106.94,80001bea03005056ba5922,2,6239993,7146,005056ba5922
145.102.240.200,8000000903005006ab638100,33,1311810,9,005006ab638100
93.186.187.241,80000634b22db4001014e8f756,6,69617691,1588,No Mac indication (0x03)
94.213.4.93,80000b2f05802994f30b9133,1,738405,2863,No Mac indication (0x03)
145.128.244.246,80000009ee000008e3fffc2c,1,39225990,9,No Mac indication (0x03)
89.146.49.80,80000009030030f70d6ee336,3,71376859,9,0030f70d6ee336
144.178.229.142,8000000903007079b39628e7,2,5349495,9,007079b39628e7
93.117.227.177,800000090300889caddb0c80,17,5099724,9,00889caddb0c80
149.143.23.182,0000000903005c3e06c2abe6,9,24585645,9,not_set
89.20.82.40,80001f8880d5af8e2d0f751e66,13,7663412,8072,No Mac indication (0x03)
89.146.58.88,80001f88806ddbcc3fd66eea67,1,4935309,8072,No Mac indication (0x03)
93.117.249.177,800033870370fc8c161a98,0,0,13191,70fc8c161a98
95.129.121.149,8000000903000021d7a73c81,3,289749071,9,000021d7a73c81
92.109.253.0,8000000903000029c2017000,8,30807452,9,000029c2017000
91.189.211.39,800000090300d4e880f60e00,33,59222930,9,00d4e880f60e00
94.214.40.240,8000124c0570188b2290b933,128,1739303,4684,No Mac indication (0x03)
87.213.96.174,800000090300003a7d369a00,7,103352224,9,00003a7d369a00
145.128.243.68,80000009ee005c5ac76e63cf,7,41564624,9,No Mac indication (0x03)
92.65.233.240,800000090300ac3a6768ce00,34,6991726,9,00ac3a6768ce00
87.215.147.242,80001f88031056ca6d1a50,1,2866456,8072,1056ca6d1a50
92.67.28.37,80001f88808b77183dd4098167,2,6153704,8072,No Mac indication (0x03)
93.117.254.25,800033870370fc8c634e40,0,0,13191,70fc8c634e40
95.211.66.219,8000000903000021a1d0dc01,1,31947326,9,000021a1d0dc01
93.117.211.47,8000000903002cf89bd70380,49,10858212,9,002cf89bd70380
147.123.48.8,0000197f0000e0cb196e5370,3,15829839,6527,not_set
94.209.201.255,800000090300285261293c00,9,30117952,9,00285261293c00
94.213.207.255,8000000903006c410e51c800,53,9106936,9,006c410e51c800
94.247.4.143,80001f888084b4be407367dd60,15,17959674,8072,No Mac indication (0x03)
93.117.202.41,80000009030024169d753300,16,6310335,9,0024169d753300
87.212.28.0,502660000000010030000015,6,49036544,1344692224,not_set
94.210.0.217,80000b2f05b0c287e2f22433,1,2786665,2863,No Mac indication (0x03)
94.103.155.191,8000000903000005740fb2bc,8,191951716,9,000005740fb2bc
94.124.92.222,80001f88806c8ef6608ca9415e00000000,32,91148,8072,No Mac indication (0x03)
91.198.123.186,80001f8880a70db16d48f6016400000000,6,8201494,8072,No Mac indication (0x03)
92.69.75.2,8000304404464754343046544b3230303739353132,1739642092,8709987,12356,No Mac indication (0x03)
92.110.108.0,8000000903000029c2017000,8,30807466,9,000029c2017000
94.46.218.2,80000a4c01b9ab3008,3,15220471,2636,No Mac indication (0x03)
109.109.101.65,800000090300b0c53ce4b580,22,14525269,9,00b0c53ce4b580
152.89.5.1,80000009030018e72874e900,27,34285889,9,0018e72874e900
94.211.130.160,80000b2f05d0b2c42672e133,1,1765517,2863,No Mac indication (0x03)
109.34.160.98,80001f8880e468436903473568,1,30324,8072,No Mac indication (0x03)
145.131.131.127,800000090300bcd2958d0700,16,7184915,9,00bcd2958d0700
89.20.89.31,80000009030070ca9b581f1c,5,195610662,9,0070ca9b581f1c
145.131.102.211,8000000903007c0ecebcf5b4,4,4751702,9,007c0ecebcf5b4
91.221.151.15,80001f8880d35ec342e91d365800000000,63,3991905,8072,No Mac indication (0x03)
91.189.211.100,80000009030058ac78268c80,16,4561961,9,0058ac78268c80
95.98.32.1,502660000000010030000046,8,49467191,1344692224,not_set
94.142.211.8,800000090300d4e880f64700,18,5954903,9,00d4e880f64700
109.206.176.4,80001f8880fd4d4123d908206300000000,18,11297256,8072,No Mac indication (0x03)
91.232.115.152,800000090300b0aa7727b000,21,89161130,9,00b0aa7727b000
90.145.64.18,80002225030017c5e0bbc8,5,6197148,8741,0017c5e0bbc8
109.109.109.216,800000090300b0c53ce4ad80,34,31932816,9,00b0c53ce4ad80
144.178.71.135,80001f8880ae971c5100032066,2,34976097,8072,No Mac indication (0x03)
145.102.241.68,80001f88806aa50679797fb865,1,41762296,8072,No Mac indication (0x03)
145.222.223.3,8000000903d4789bd35270,0,0,9,d4789bd35270
92.66.185.120,80000009030000f28bb55550,3,25579733,9,0000f28bb55550
94.211.112.1,800000090300285261fa5000,8,28994560,9,00285261fa5000
93.117.229.175,8000000903005c3e06b9e000,11,22920635,9,005c3e06b9e000
149.143.2.169,800000090300845a3e9ecd80,20,2527738,9,00845a3e9ecd80
94.209.28.68,8000124c05906ebbd6972833,127,1712881,4684,No Mac indication (0x03)
109.34.160.75,80001f8880961a220430440a68,1,2849086,8072,No Mac indication (0x03)
145.128.183.1,80000009030000a6ca031f2c,2,12228216,9,0000a6ca031f2c
93.191.1.153,8000000903002c33119eaf80,8,119808774,9,002c33119eaf80
131.174.245.5,80000009030058569f5e27e0,8,29731501,9,0058569f5e27e0
94.103.146.25,8000000903000005740fb2bc,8,191951720,9,000005740fb2bc
93.92.30.177,0000000903005c3e06c2abe6,9,24585664,9,not_set
89.255.222.31,80000009030004bd97a1f590,12,32499132,9,0004bd97a1f590
93.117.208.193,800033870370fc8c161498,0,0,13191,70fc8c161498
93.117.204.185,800033870370fc8c160768,0,0,13191,70fc8c160768
87.233.78.186,0000000b00002c59e58d4da0,10,130120054,11,not_set
88.218.152.98,80000634b29e2000101471d8f7,4,10302826,1588,No Mac indication (0x03)
94.213.19.1,800000090300d4ad710d4400,23,27175481,9,00d4ad710d4400
109.235.34.180,8000000903007c210e24a867,6,39389364,9,007c210e24a867
92.70.183.105,80000009030024161ba50b80,6,36782316,9,0024161ba50b80
95.97.61.197,80001f8880e69f391d7eda6154,114,2826793,8072,No Mac indication (0x03)
89.149.203.75,8000000903f02572a8eb80,0,0,9,f02572a8eb80
92.67.4.68,800000090300286f7f5f8554,2,113600215,9,00286f7f5f8554
94.210.182.161,8000124c058056f2425a6733,395,584620,4684,No Mac indication (0x03)
93.117.196.241,800033870370fc8c676a80,0,0,13191,70fc8c676a80
145.128.206.179,800000090300005d73e976f0,17,4070005,9,00005d73e976f0
94.209.105.1,8000000903006c410e152c00,9,32103167,9,006c410e152c00
109.109.103.92,800000090300482e72fe6980,16,11821950,9,00482e72fe6980
145.102.243.112,8000000903005006ab639200,31,24650274,9,005006ab639200
93.117.212.201,800000090300b8a3777c0c80,14,55889041,9,00b8a3777c0c80
151.236.147.58,800000090300286f7f37e22b,1,10386639,9,00286f7f37e22b
92.66.239.5,80003a8c04,0,0,invalid,invalid
137.174.4.73,800000090300fa163ef29c04,6,10686653,9,00fa163ef29c04
87.195.48.195,80001f888060e5994799db465c00000000,44,2503317,8072,No Mac indication (0x03)
109.109.102.151,8000000903007c210e058c80,20,36337125,9,007c210e058c80
87.195.3.33,80000009ee0028940ffeac40,2,45644838,9,No Mac indication (0x03)
147.28.207.193,3fb6c557809407d35e1a6fe1d155a5a434f50886083988eb955c6bd7351356b1,18,19307940,1068942679,not_set
92.66.24.34,80001f88031056ca1b2a34,1,602168,8072,1056ca1b2a34
87.215.44.73,800000090300442b035deb00,3,124932390,9,00442b035deb00
141.101.129.1,f5717f001c73b3981100,11,110775860,1970372352,No Mac indication (0x03)
145.224.80.230,80001cc703001daa55bfd0,0,0,7367,001daa55bfd0
90.145.94.51,80000009030044643ca16a80,13,22703730,9,0044643ca16a80
145.131.66.96,8000000903000081c48ad7cc,1,711798,9,000081c48ad7cc
109.109.96.85,800000090300b0c53ce4ad80,34,31932824,9,00b0c53ce4ad80
93.117.208.157,800033870370fc8c1611e4,0,0,13191,70fc8c1611e4
92.64.29.184,800000090300508789ea8d9d,4,54271329,9,00508789ea8d9d
93.117.211.77,80000009030044b6bee26280,16,29049904,9,0044b6bee26280
87.210.245.255,502660000000010030000120,6,49467522,1344692224,not_set
89.255.4.69,80000009030000a2eeaa7a20,1,3975196,9,0000a2eeaa7a20
109.109.119.129,80000009030028affd0e6300,11,10688279,9,0028affd0e6300
92.109.72.1,80000009030000ebd5ec4400,18,14388271,9,0000ebd5ec4400
89.99.211.0,8000000903006c410e50ac00,12,33228384,9,006c410e50ac00
145.131.215.20,80000009030024169d5aa800,3,26369621,9,0024169d5aa800
109.109.98.113,00000009030074ad9863cdbc,8,45884569,9,not_set
95.129.123.137,8000000903000023acdb2881,4,289747529,9,000023acdb2881
145.131.252.202,80001cc7031449bc068e68,0,0,7367,1449bc068e68
92.108.71.0,80000009030094d469541400,9,27698583,9,0094d469541400
89.20.89.209,80000009030084b802df6430,12,36728065,9,0084b802df6430
144.178.127.82,800000090300502fa8c370f3,3,71116869,9,00502fa8c370f3
95.215.185.33,80001f88805ce56a059bb3ba4d00000000,108,17270607,8072,No Mac indication (0x03)
92.68.46.185,800000090300ec01d5e20d00,6,19423336,9,00ec01d5e20d00
92.68.181.76,800000090300881dfc90509c,2,3273524,9,00881dfc90509c
145.94.52.0,80000009030020cfae843340,17,36938554,9,0020cfae843340
87.215.64.94,8000000903005c3192fb3780,2,15128911,9,005c3192fb3780
145.128.221.152,800000090300649ef3da7de0,11,9078267,9,00649ef3da7de0
89.20.87.132,80001f888029617360d72ee167,3,5453086,8072,No Mac indication (0x03)
145.128.223.185,00000009020000024b7d8d6f,6,89653080,9,not_set
94.142.209.184,80000009030058ac78268c80,16,4561980,9,0058ac78268c80
92.64.2.85,800000090300b4de31a28378,2,23681430,9,00b4de31a28378
87.212.194.154,80001f88031056ca6b63b0,1,2875609,8072,1056ca6b63b0
145.102.241.78,80001f88806aa50679797fb865,1,41762315,8072,No Mac indication (0x03)
87.236.6.63,8000000903000845d1b22d00,14,25488625,9,000845d1b22d00
89.20.94.192,800000090300f40f1b886342,1,106011539,9,00f40f1b886342
92.65.151.245,8000000903002cf89b4c6e5c,1,77427904,9,002cf89b4c6e5c
109.109.105.21,800000090300b0c53ce4ac80,10,30732099,9,00b0c53ce4ac80
143.179.224.1,502660000000031201007174,2,50075159,1344692224,not_set
91.232.114.97,800000090300b0aa7727b000,21,89161150,9,00b0aa7727b000
92.66.49.101,800000090300bc26c76a9dcc,1,41841340,9,00bc26c76a9dcc
89.146.63.122,80000009ee000008e3fffc14,1,112946555,9,No Mac indication (0x03)
89.146.62.103,80003a8c04,0,0,invalid,invalid
93.184.99.122,8000000903008c1e8097ab00,6,30333497,9,008c1e8097ab00
87.210.243.255,502660000000010030000005,7,57248649,1344692224,not_set
93.117.220.251,8000000903005cb12ef7a180,5,16775690,9,005cb12ef7a180
95.142.49.98,8000000903000462736d7994,1,520405,9,000462736d7994
95.97.61.198,80001f8880e69f391d7eda6154,114,2826812,8072,No Mac indication (0x03)
90.145.98.109,80001f8880778f0973ba6e1e4d,1367,25771,8072,No Mac indication (0x03)
87.210.68.1,502660000000010030001003,4,16294397,1344692224,not_set
92.65.208.209,800022250318b169faa904,22,7773401,8741,18b169faa904
92.109.253.1,8000000903000029c2017000,8,30807490,9,000029c2017000
93.92.31.217,0000000903005c3e06c2abe6,9,24585684,9,not_set
89.20.65.55,8000000903005c838fdfba64,3,4584650,9,005c838fdfba64
87.213.111.232,80000009030044d3caa0bc00,3,146105691,9,0044d3caa0bc00
91.192.36.27,80001f888042ec500e38116d5100000000,13,111768380,8072,No Mac indication (0x03)
92.71.209.125,00000009020000024b7d8d6f,12,56952437,9,not_set
94.209.123.154,8000124c0538b1db82058a33,75,1487467,4684,No Mac indication (0x03)
92.65.246.255,800000090300f44e055c3936,8,11915510,9,00f44e055c3936
87.208.225.255,502660000000010030000079,6,49984372,1344692224,not_set
109.109.96.71,80000009030028affd10b000,16,11123868,9,0028affd10b000
92.108.56.255,80000009030000ebd5ed6800,13,28299842,9,0000ebd5ed6800
94.213.25.0,800000090300d4ad710d4400,23,27175501,9,00d4ad710d4400
145.131.233.98,800000090300b0c53c7adf80,12,5926811,9,00b0c53c7adf80
93.117.236.39,800007db03446a2e59126f,33,367740,2011,446a2e59126f
95.155.190.25,800000090300a411bb249880,6,27265737,9,00a411bb249880
93.117.208.49,800000090300bcd295ff1b80,6,391578,9,00bcd295ff1b80
147.78.237.250,80001f8880cc8f4f196cc4426000000000,1,133355079,8072,No Mac indication (0x03)
152.89.6.161,80000009030018e72874e900,27,34285915,9,0018e72874e900
145.131.158.171,800000090300c44d84e60b00,9,83867413,9,00c44d84e60b00
92.110.98.255,8000000903000029c2017000,8,30807492,9,000029c2017000
145.131.237.145,80000a4c01c0a801fe,18,116660516,2636,No Mac indication (0x03)
109.109.105.20,800000090300b0c53ce4ac80,10,30732104,9,00b0c53ce4ac80
89.20.93.251,80001f88807227a26117c93e63,7,42310476,8072,No Mac indication (0x03)
93.190.140.175,80001f8880a505a91bf3a7436600000000,2,32641908,8072,No Mac indication (0x03)
152.89.6.64,80000009030018e72874e900,27,34285915,9,0018e72874e900
90.145.159.1,800000090300706d15f00c80,24,22702595,9,00706d15f00c80
95.97.213.76,8000000903004c710d059bd0,1,31290088,9,004c710d059bd0
87.213.226.206,800000090300442b035da600,3,121997781,9,00442b035da600
94.75.237.53,80001f8880a08e0d5cb2c7026600000000,3,13976454,8072,No Mac indication (0x03)
149.143.62.68,80001f8880e79757215b1c0664,1148,2070111,8072,No Mac indication (0x03)
93.117.220.213,8000000903004ce175f9b200,58,92973,9,004ce175f9b200
91.230.46.193,80000634b29c6000101463de9f,6,92013916,1588,No Mac indication (0x03)
88.80.167.182,80001f88807798bd2617ded023,2,1083853,8072,No Mac indication (0x03)
89.146.41.168,800000090300a0ecf94c0070,11,73150322,9,00a0ecf94c0070
145.89.194.14,80000009030000235d75a281,4,7763428,9,0000235d75a281
89.20.86.197,80000009030040ce495a00a4,9,11412178,9,0040ce495a00a4
92.66.227.65,80000009030034732d34d700,14,14541546,9,0034732d34d700
93.184.99.189,800000090300b08bcf3ac300,8,6357242,9,00b08bcf3ac300
93.117.235.54,800000090300889caddbdf80,12,22198740,9,00889caddbdf80
93.117.192.97,800033870370fc8c16187e,0,0,13191,70fc8c16187e
139.122.215.244,80000009030000876444ba80,20,23378632,9,0000876444ba80
94.209.147.255,80000009030028526128e400,12,5893497,9,0028526128e400
89.98.235.0,80000009030028526128e000,10,4142885,9,0028526128e000
93.117.240.65,80000009030074ad98582d00,14,64081040,9,0074ad98582d00
95.129.122.0,8000000903000023acdb2881,4,289747546,9,000023acdb2881
151.236.146.134,800000090300f80f6fc6e949,4,19375196,9,00f80f6fc6e949
109.200.196.74,80001f88806867ca461800000000000000,1,3179978,8072,No Mac indication (0x03)
94.142.208.30,800000090300004268665880,34,40002965,9,00004268665880
145.128.221.223,800000090300f866f2311080,6,60979625,9,00f866f2311080
94.142.211.78,80001f88805e94d70f66053817,1,36730685,8072,No Mac indication (0x03)
94.213.225.0,800000090300002790ff2800,35,30114669,9,00002790ff2800
93.117.255.29,80000009030044b6be5e9600,26,11228384,9,0044b6be5e9600
93.117.218.237,800033870370fc8c50ddf0,0,0,13191,70fc8c50ddf0
95.142.48.230,80000009030000260b199b18,3,130524098,9,0000260b199b18
109.37.162.70,80001f88807ccafa111d440a68,1,2849137,8072,No Mac indication (0x03)
87.210.192.1,502660000000010030001002,3,63552450,1344692224,not_set
94.209.1.113,8000124c05689423e8505433,122,2802578,4684,No Mac indication (0x03)
92.68.91.95,800000090300549fc68c6a80,15,10366823,9,00549fc68c6a80
131.174.245.1,80000009030058569f5ddd80,8,29730659,9,0058569f5ddd80
91.238.154.137,8000000903780cf0264540,0,0,9,780cf0264540
92.70.15.80,80000009030024161bb12180,12,17686044,9,0024161bb12180
92.66.154.39,800000090300707db98941f4,2,16076627,9,00707db98941f4
93.117.231.25,80000009030034b883765500,6,30258918,9,0034b883765500
109.109.105.127,800000090300b0c53ce4ac80,10,30732116,9,00b0c53ce4ac80
89.146.56.172,80000009ee000008e3fffc2c,1,39226043,9,No Mac indication (0x03)
93.117.240.73,80000009030074ad98583d00,10,64081036,9,0074ad98583d00
89.99.57.255,80000009030000ebd5ed6800,13,28299856,9,0000ebd5ed6800
151.236.151.254,800000090300c828e5cb2681,3,5801090,9,00c828e5cb2681
146.190.239.29,80003a8c04,0,0,invalid,invalid
92.65.58.109,800000090300502fa891f604,3,2316213,9,00502fa891f604
89.20.74.32,80000009030064f69d1301c4,4,14015945,9,0064f69d1301c4
109.109.116.225,00000009030034732d4b322c,23,38671351,9,not_set
93.184.104.201,8000000903007c310eff2480,10,13967388,9,007c310eff2480
89.20.89.224,800000090300d4c93cc48a66,2,5450689,9,00d4c93cc48a66
94.142.212.117,800000090300500f8054cd80,15,5955077,9,00500f8054cd80
87.215.147.183,80001f88031056ca6d3270,1,27464,8072,1056ca6d3270
109.109.119.24,80000009030028affd0e6300,11,10688309,9,0028affd0e6300
87.98.39.34,80003a8c04,0,0,invalid,invalid
89.20.65.2,80001f8880d8137a6d016bf065,10,14274087,8072,No Mac indication (0x03)
92.65.182.249,800000090300f86bd99c1380,24,5600322,9,00f86bd99c1380
92.68.37.103,80000009030000a6cad271a4,2,5346545,9,0000a6cad271a4
92.64.4.31,80000009030070b31794e780,59,708195,9,0070b31794e780
91.215.7.192,80000009030058ac787ba400,18,59022033,9,0058ac787ba400
151.236.148.128,8000000903006879098dac01,2,6664687,9,006879098dac01
145.102.245.24,8000000903005006ab638100,33,1311869,9,005006ab638100
92.67.172.220,80000009030080248f15c200,16,18689653,9,0080248f15c200
94.211.9.12,8000124c05906ebbbe337c33,143,395791,4684,No Mac indication (0x03)
92.67.93.103,800000090300d4779875b600,23,1735467,9,00d4779875b600
94.142.211.231,800000090300f47470e3f500,9,5439474,9,00f47470e3f500
145.102.245.27,8000000903005006ab638100,33,1311870,9,005006ab638100
93.95.5.105,800000090300286f7f436080,31,19634051,9,00286f7f436080
144.178.226.168,80000009030054a27463e25b,3,12541732,9,0054a27463e25b
144.178.235.227,800000090300881dfc36ef74,3,4079479,9,00881dfc36ef74
92.66.122.21,800000090300a0ecf946a114,1,54845263,9,00a0ecf946a114
95.155.190.40,800000090300a411bb249700,2,26453623,9,00a411bb249700
93.184.99.192,800000090300f80f6f458100,10,405924,9,00f80f6f458100
94.208.128.1,800000090300002790fe1000,10,30202217,9,00002790fe1000
89.20.93.81,80003a8c04,0,0,invalid,invalid
92.71.195.14,80001f88031056ca1b3df0,1,602204,8072,1056ca1b3df0
145.128.208.95,00000009020000024b7d8d6f,4,99472681,9,not_set
91.189.211.189,80000009030058ac78269080,11,99155080,9,0058ac78269080
151.236.150.40,8000000903006cab0514e623,4,3672041,9,006cab0514e623
87.213.36.98,800000090300ccef489c8e40,3,61314432,9,00ccef489c8e40
151.248.51.187,800000090300a8b4563e2054,2,777009,9,00a8b4563e2054
93.95.144.218,80001f88809221897b85000000,1,5448408,8072,No Mac indication (0x03)
94.209.71.255,80000009030094d469545c00,12,30807639,9,0094d469545c00
89.146.51.134,80000009ee000008e3fffc4c,25,59631435,9,No Mac indication (0x03)
89.149.222.214,80001f88802749287728148a6700000000,9,58147,8072,No Mac indication (0x03)
92.67.175.39,80000009030074ad98e84580,19,6907335,9,0074ad98e84580
145.128.202.156,00000009020000024b7d8d6f,9,3553884,9,not_set
92.68.210.49,80001f8804353534376462633162316238,14,8870981,8072,No Mac indication (0x03)
94.215.136.0,800000090300002790ff7000,35,26661401,9,00002790ff7000
87.195.2.193,800000090300b4de31aa62a0,4,57502276,9,00b4de31aa62a0
90.145.146.131,800000090300bc16657e0400,195,116775398,9,00bc16657e0400
89.20.78.164,800000090300b838619b7fb6,10,22978710,9,00b838619b7fb6
94.210.143.255,8000000903000029c2018000,8,32706730,9,000029c2018000
145.131.159.56,80000009ee000008e3fffc04,4,96099754,9,No Mac indication (0x03)
89.38.99.91,80001f888024a75670e20e2d6700000000,3,4600250,8072,No Mac indication (0x03)
109.109.101.127,800000090300b0c53ce4b580,22,14525318,9,00b0c53ce4b580
95.97.2.250,80001f88036c98eb007144,1,1022709,8072,6c98eb007144
87.210.116.1,502660000000031201007176,10,50076407,1344692224,not_set
91.215.6.3,800000090300286f7f43b600,6,50404382,9,00286f7f43b600
93.184.99.185,800000090300b08bcf3ac300,8,6357262,9,00b08bcf3ac300
89.20.94.27,80000009030028ac9e5a0f70,4,28606465,9,0028ac9e5a0f70
151.236.144.182,800000090300c828e5cd3e01,4,29383207,9,00c828e5cd3e01
91.223.124.131,800000090300005056be1487,6,31483327,9,00005056be1487
95.98.143.0,502660000000010030000079,6,49984398,1344692224,not_set
91.189.208.103,800000090300500f807e2d00,11,99148189,9,00500f807e2d00
93.158.213.143,80001f8880fbc2f52cdd65a45e00000000,24,3631185,8072,No Mac indication (0x03)
92.71.250.58,80001f8880dc10b269fc4dd06700000000,1,6647714,8072,No Mac indication (0x03)
93.117.209.5,800007db03446a2ee20b61,14,65684924,2011,446a2ee20b61
144.178.239.78,80000009030000b7715f82f5,3,13982688,9,0000b7715f82f5
145.15.245.4,8000000903007426ac7ce900,9,270063194,9,007426ac7ce900
92.108.58.1,80000009030000ebd5ed6800,13,28299870,9,0000ebd5ed6800
92.48.196.3,8000000903c08c603d6580,0,0,9,c08c603d6580
92.66.236.85,80001f88801fe3bd58feb6cd61,10,5847753,8072,No Mac indication (0x03)
91.220.28.21,8000000903009077eee16480,24,9002579,9,009077eee16480
87.210.156.255,502660000000010030000092,7,49638010,1344692224,not_set
94.103.154.191,8000000903000005740fb2bc,8,191951771,9,000005740fb2bc
89.20.94.224,80000009030000351a07daf4,7,52027351,9,0000351a07daf4
93.190.139.31,80001f88806f39ed594a1ac56400000000,5,4462831,8072,No Mac indication (0x03)
136.144.142.114,80001f8880fa8595764542c85800000000,95,359539,8072,No Mac indication (0x03)
109.109.104.248,800000090300b0c53ce4ac80,10,30732135,9,00b0c53ce4ac80
94.124.121.255,8000000903000005740fb2bc,8,191951774,9,000005740fb2bc
145.220.141.16,80001f8880261889700e3bf35f00000000,17,4007341,8072,No Mac indication (0x03)
149.143.28.78,800000090300588b1c9c6700,10,6476218,9,00588b1c9c6700
145.222.49.169,8000000903003a9c403145,0,0,9,003a9c403145
95.98.172.1,502660000000010030000086,6,48776339,1344692224,not_set
109.236.94.58,80001f8880ff6c4e12f46fb46600000000,2,25250832,8072,No Mac indication (0x03)
151.248.52.30,800000090300c067af3c9e08,1,247777956,9,00c067af3c9e08
151.248.53.157,8000000903004c776d6fd3bd,7,59194496,9,004c776d6fd3bd
