IP,Enterprise Code,MAC,Engine Time,Engine Boots,Vendor,Scan Date,Reboot Date
185.52.53.97,1991.0,609c9f20d300,97711502,67.0,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_03_17_41_23,04_29_22_19_36_21
178.20.175.124,1970372352.0,No Mac indication (0x03),58789911,16.0,unknown,06_03_17_41_23,07_24_23_07_09_32
185.190.65.17,25506.0,No Mac indication (0x03),193975785,2.0,H3C,06_03_17_41_23,04_11_19_15_31_38
185.51.57.214,1588.0,No Mac indication (0x03),70228776,3.0,"Brocade Communications Systems, Inc.",06_03_17_41_23,03_13_23_21_41_47
185.64.121.21,25506.0,No Mac indication (0x03),193975789,2.0,H3C,06_03_17_41_23,04_11_19_15_31_34
185.224.130.65,1970372420.0,No Mac indication (0x03),21103578,4.0,unknown,06_03_17_41_23,10_02_24_11_35_05
185.173.12.249,1970372352.0,No Mac indication (0x03),175043729,1.0,unknown,06_03_17_41_23,11_16_19_18_25_54
185.190.64.133,25506.0,No Mac indication (0x03),193975790,2.0,H3C,06_03_17_41_23,04_11_19_15_31_33
185.90.199.119,1970372456.0,No Mac indication (0x03),15129980,6.0,unknown,06_03_17_41_23,12_10_24_14_55_03
185.51.56.57,1588.0,No Mac indication (0x03),123062659,2.0,"Brocade Communications Systems, Inc.",06_03_17_41_23,07_10_21_09_37_04
185.52.54.177,1970372392.0,No Mac indication (0x03),103401836,7.0,unknown,06_03_17_41_23,02_22_22_22_57_27
185.107.190.126,1991.0,80f0cf166ab2,34833255,14.0,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_03_17_41_23,04_26_24_13_47_08
185.209.39.244,232.0,No Mac indication (0x03),1748964836,15.0,Compaq,06_03_17_41_23,01_01_70_02_07_27
185.173.234.65,1970372420.0,No Mac indication (0x03),21103583,4.0,unknown,06_03_17_41_23,10_02_24_11_35_00
188.90.233.1,1344692224.0,not_set,49648430,9.0,unknown,06_03_17_41_23,11_07_23_02_27_33
185.113.84.223,1588.0,No Mac indication (0x03),40509306,0.0,"Brocade Communications Systems, Inc.",06_03_17_41_23,02_20_24_21_06_17
185.54.160.2,1970372352.0,No Mac indication (0x03),99131200,1.0,unknown,06_03_17_41_23,04_13_22_09_14_43
178.20.175.78,1970372352.0,No Mac indication (0x03),37060000,18.0,unknown,06_03_17_41_23,03_31_24_19_14_43
185.29.201.153,1970372352.0,No Mac indication (0x03),175043740,1.0,unknown,06_03_17_41_23,11_16_19_18_25_43
185.29.200.121,1970372352.0,No Mac indication (0x03),175043776,1.0,unknown,06_03_17_41_23,11_16_19_18_25_07
159.100.127.66,3224.0,No Mac indication (0x03),12200701,1.0,"NetScreen Technologies, Inc.",06_03_17_41_23,01_13_25_12_36_22
185.216.143.102,232.0,No Mac indication (0x03),1748964544,11.0,Compaq,06_03_17_41_23,01_01_70_02_12_19
185.107.102.253,25506.0,No Mac indication (0x03),34656617,1.0,H3C,06_03_17_41_23,04_28_24_14_51_06
185.90.199.223,1991.0,748ef88cdc60,1700438557,0.0,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_03_17_41_23,07_16_71_17_38_46
188.72.66.45,12356.0,No Mac indication (0x03),9756475,1739207804.0,"Fortinet, Inc.",06_03_17_41_23,02_10_25_19_33_28
185.127.104.1,1991.0,609c9f5c13c0,86492274,154.0,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_03_17_41_23,09_06_22_16_03_29
185.209.39.200,232.0,No Mac indication (0x03),1748964893,18.0,Compaq,06_03_17_41_23,01_01_70_02_06_30
185.187.12.97,1991.0,000cdbf9cf00,158367326,634.0,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_03_17_41_23,05_27_20_18_45_57
185.64.123.64,25506.0,No Mac indication (0x03),193975810,2.0,H3C,06_03_17_41_23,04_11_19_15_31_13
185.91.28.3,1970372420.0,No Mac indication (0x03),82711735,21.0,unknown,06_03_17_41_23,10_20_22_10_12_28
173.199.113.148,1991.0,cc4e24cf0380,54175744,16.0,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_03_17_41_23,09_15_23_16_52_19
188.90.202.0,1344692224.0,not_set,55374832,7.0,unknown,06_03_17_41_23,09_01_23_19_47_31
185.202.253.1,1588.0,No Mac indication (0x03),123062684,2.0,"Brocade Communications Systems, Inc.",06_03_17_41_23,07_10_21_09_36_39
185.52.60.3,1588.0,No Mac indication (0x03),10913892,5.0,"Brocade Communications Systems, Inc.",06_03_17_41_23,01_28_25_10_03_11
185.110.113.193,25506.0,No Mac indication (0x03),72246885,1.0,H3C,06_03_17_41_23,02_18_23_13_06_38
185.7.96.141,1970372504.0,No Mac indication (0x03),98003963,3.0,unknown,06_03_17_41_23,04_26_22_10_22_00
185.209.39.96,232.0,No Mac indication (0x03),1748964820,20.0,Compaq,06_03_17_41_23,01_01_70_02_07_43
185.94.247.97,1588.0,No Mac indication (0x03),114112541,1.0,"Brocade Communications Systems, Inc.",06_03_17_41_23,10_21_21_23_45_42
188.90.208.0,1344692224.0,not_set,50600926,6.0,unknown,06_03_17_41_23,10_27_23_01_52_37
159.100.108.185,13191.0,70fc8c09a756,14287807,18.0,OneAccess,06_03_17_41_23,12_20_24_08_51_16
185.127.104.33,1991.0,609c9f5c13c0,86492296,154.0,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_03_17_41_23,09_06_22_16_03_07
185.51.56.237,1588.0,No Mac indication (0x03),44323069,0.0,"Brocade Communications Systems, Inc.",06_03_17_41_23,01_07_24_17_43_34
176.126.232.201,25506.0,No Mac indication (0x03),40334556,5.0,H3C,06_03_17_41_23,02_22_24_21_38_47
185.90.199.218,1991.0,748ef88d0800,1578627481,0.0,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_03_17_41_23,05_26_75_14_03_22
185.209.39.165,232.0,No Mac indication (0x03),1748964847,7.0,Compaq,06_03_17_41_23,01_01_70_02_07_16
185.190.64.73,25506.0,No Mac indication (0x03),193975832,2.0,H3C,06_03_17_41_23,04_11_19_15_30_51
185.51.56.48,1588.0,No Mac indication (0x03),70230361,6.0,"Brocade Communications Systems, Inc.",06_03_17_41_23,03_13_23_21_15_22
185.52.53.201,1970372392.0,No Mac indication (0x03),103401876,7.0,unknown,06_03_17_41_23,02_22_22_22_56_47
178.251.29.221,1970372352.0,No Mac indication (0x03),9209196,13.0,unknown,06_03_17_41_23,02_17_25_03_34_47
185.64.121.193,25506.0,No Mac indication (0x03),193975834,2.0,H3C,06_03_17_41_23,04_11_19_15_30_49
185.190.64.17,25506.0,No Mac indication (0x03),193975834,2.0,H3C,06_03_17_41_23,04_11_19_15_30_49
185.113.84.43,1588.0,No Mac indication (0x03),44319454,0.0,"Brocade Communications Systems, Inc.",06_03_17_41_23,01_07_24_18_43_49
185.64.123.81,25506.0,No Mac indication (0x03),193975836,2.0,H3C,06_03_17_41_23,04_11_19_15_30_47
188.90.54.1,1344692224.0,not_set,16907032,4.0,unknown,06_03_17_41_23,11_20_24_01_17_31
185.209.39.13,232.0,No Mac indication (0x03),1748964145,11.0,Compaq,06_03_17_41_23,01_01_70_02_18_58
176.126.233.49,25506.0,443192fb4c17,54844003,5.0,H3C,06_03_17_41_23,09_07_23_23_14_40
185.1.203.176,1970372396.0,No Mac indication (0x03),22133814,9.0,unknown,06_03_17_41_23,09_20_24_13_24_29
188.207.52.36,12356.0,No Mac indication (0x03),9637450,1739327571.0,"Fortinet, Inc.",06_03_17_41_23,02_12_25_04_37_13
185.191.240.1,1991.0,609c9f0833e0,83680999,11.0,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_03_17_41_23,10_09_22_04_58_04
185.90.197.66,1970372420.0,No Mac indication (0x03),81508799,30.0,unknown,06_03_17_41_23,11_03_22_08_21_24
185.223.32.17,25506.0,No Mac indication (0x03),205551067,5.0,H3C,06_03_17_41_23,11_28_18_16_10_16
185.107.215.175,1970372352.0,No Mac indication (0x03),160415454,7.0,unknown,06_03_17_41_23,05_04_20_01_50_29
171.33.131.253,1991.0,002438635b00,8733119,122.0,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_03_17_41_23,02_22_25_15_49_24
185.119.88.2,1970372352.0,No Mac indication (0x03),99131242,1.0,unknown,06_03_17_41_23,04_13_22_09_14_01
188.90.214.1,1344692224.0,not_set,50599264,6.0,unknown,06_03_17_41_23,10_27_23_02_20_19
188.90.74.0,1344692224.0,not_set,49561096,6.0,unknown,06_03_17_41_23,11_08_23_02_43_07
185.107.100.217,25506.0,No Mac indication (0x03),39047934,1.0,H3C,06_03_17_41_23,03_08_24_19_02_29
185.10.157.69,1970372352.0,No Mac indication (0x03),9209208,13.0,unknown,06_03_17_41_23,02_17_25_03_34_35
185.64.120.49,25506.0,No Mac indication (0x03),193975846,2.0,H3C,06_03_17_41_23,04_11_19_15_30_37
185.64.121.1,25506.0,No Mac indication (0x03),193975846,2.0,H3C,06_03_17_41_23,04_11_19_15_30_37
185.113.84.210,1588.0,No Mac indication (0x03),44319466,0.0,"Brocade Communications Systems, Inc.",06_03_17_41_23,01_07_24_18_43_37
185.64.122.201,25506.0,No Mac indication (0x03),193975847,2.0,H3C,06_03_17_41_23,04_11_19_15_30_36
185.113.87.35,1588.0,No Mac indication (0x03),44319467,0.0,"Brocade Communications Systems, Inc.",06_03_17_41_23,01_07_24_18_43_36
185.190.66.249,25506.0,No Mac indication (0x03),193975848,2.0,H3C,06_03_17_41_23,04_11_19_15_30_35
185.29.202.49,1970372352.0,No Mac indication (0x03),175043824,1.0,unknown,06_03_17_41_23,11_16_19_18_24_19
185.146.106.209,1588.0,No Mac indication (0x03),69400910,4.0,"Brocade Communications Systems, Inc.",06_03_17_41_23,03_23_23_11_39_33
185.64.121.141,25506.0,No Mac indication (0x03),193975857,2.0,H3C,06_03_17_41_23,04_11_19_15_30_26
188.90.224.1,1344692224.0,not_set,50080191,6.0,unknown,06_03_17_41_23,11_02_23_02_31_32
185.51.57.0,1588.0,No Mac indication (0x03),44323101,0.0,"Brocade Communications Systems, Inc.",06_03_17_41_23,01_07_24_17_43_02
185.29.203.157,1970372352.0,No Mac indication (0x03),193605427,6.0,unknown,06_03_17_41_23,04_15_19_22_24_16
178.20.169.14,1970372352.0,No Mac indication (0x03),54760100,9.0,unknown,06_03_17_41_23,09_08_23_22_33_03
185.51.56.6,1588.0,No Mac indication (0x03),70228855,3.0,"Brocade Communications Systems, Inc.",06_03_17_41_23,03_13_23_21_40_28
185.51.56.209,1588.0,No Mac indication (0x03),40511399,0.0,"Brocade Communications Systems, Inc.",06_03_17_41_23,02_20_24_20_31_24
185.107.102.93,11.0,3ce5a63b208a,117684365,11.0,Hewlett-Packard,06_03_17_41_23,09_10_21_15_35_18
188.90.49.255,1344692224.0,not_set,50597039,6.0,unknown,06_03_17_41_23,10_27_23_02_57_24
188.90.210.255,1344692224.0,not_set,60224016,3.0,unknown,06_03_17_41_23,07_07_23_16_47_47
167.99.45.234,2238.0,No Mac indication (0x03),89596190,1.0,The FreeBSD Project,06_03_17_41_23,08_01_22_17_51_33
178.170.154.187,12356.0,No Mac indication (0x03),9755383,1739208923.0,"Fortinet, Inc.",06_03_17_41_23,02_10_25_19_51_40
176.126.232.33,25506.0,No Mac indication (0x03),34656689,1.0,H3C,06_03_17_41_23,04_28_24_14_49_54
178.20.174.126,1970372352.0,No Mac indication (0x03),37060074,18.0,unknown,06_03_17_41_23,03_31_24_19_13_29
188.90.70.1,1344692224.0,not_set,50252896,5.0,unknown,06_03_17_41_23,10_31_23_02_33_07
185.52.52.137,1991.0,cc4e241602f8,32376434,15.0,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_03_17_41_23,05_25_24_00_14_09
178.251.29.121,1970372352.0,No Mac indication (0x03),9209244,13.0,unknown,06_03_17_41_23,02_17_25_03_33_59
185.113.84.222,1588.0,No Mac indication (0x03),40511415,0.0,"Brocade Communications Systems, Inc.",06_03_17_41_23,02_20_24_20_31_08
185.209.39.71,232.0,No Mac indication (0x03),1748964525,11.0,Compaq,06_03_17_41_23,01_01_70_02_12_38
185.7.99.174,1970372504.0,No Mac indication (0x03),98004572,3.0,unknown,06_03_17_41_23,04_26_22_10_11_51
185.54.160.253,1970372352.0,No Mac indication (0x03),98596980,4.0,unknown,06_03_17_41_23,04_19_22_13_38_23
185.7.99.53,1970372504.0,No Mac indication (0x03),98004028,3.0,unknown,06_03_17_41_23,04_26_22_10_20_55
185.209.39.193,232.0,No Mac indication (0x03),1748968465,5.0,Compaq,06_03_17_41_23,01_01_70_01_06_58
185.1.203.94,1970372420.0,No Mac indication (0x03),8645300,9.0,unknown,06_03_17_41_23,02_23_25_16_13_03
185.52.54.41,1991.0,609c9f20d300,97711609,67.0,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_03_17_41_23,04_29_22_19_34_34
185.209.39.217,232.0,No Mac indication (0x03),1748964945,12.0,Compaq,06_03_17_41_23,01_01_70_02_05_38
188.90.166.1,1344692224.0,not_set,50596730,3.0,unknown,06_03_17_41_23,10_27_23_03_02_33
185.190.66.113,25506.0,No Mac indication (0x03),193975892,2.0,H3C,06_03_17_41_23,04_11_19_15_29_51
185.51.57.28,1588.0,No Mac indication (0x03),123062819,2.0,"Brocade Communications Systems, Inc.",06_03_17_41_23,07_10_21_09_34_24
185.146.106.81,1588.0,No Mac indication (0x03),69400954,4.0,"Brocade Communications Systems, Inc.",06_03_17_41_23,03_23_23_11_38_49
185.90.199.115,1970372580.0,No Mac indication (0x03),15130343,5.0,unknown,06_03_17_41_23,12_10_24_14_49_00
185.190.64.229,25506.0,No Mac indication (0x03),193975897,2.0,H3C,06_03_17_41_23,04_11_19_15_29_46
185.6.160.161,1991.0,609c9f45e233,65633805,16.0,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_03_17_41_23,05_06_23_02_04_38
185.1.203.210,1588.0,No Mac indication (0x03),68798705,2.0,"Brocade Communications Systems, Inc.",06_03_17_41_23,03_30_23_10_56_18
185.190.65.121,25506.0,No Mac indication (0x03),193975900,2.0,H3C,06_03_17_41_23,04_11_19_15_29_43
185.7.96.238,1970372504.0,No Mac indication (0x03),98004588,3.0,unknown,06_03_17_41_23,04_26_22_10_11_35
188.90.26.1,1344692224.0,not_set,49993245,8.0,unknown,06_03_17_41_23,11_03_23_02_40_38
185.113.84.153,1588.0,No Mac indication (0x03),44319525,0.0,"Brocade Communications Systems, Inc.",06_03_17_41_23,01_07_24_18_42_38
178.251.27.73,1970372352.0,No Mac indication (0x03),9209269,13.0,unknown,06_03_17_41_23,02_17_25_03_33_34
188.90.230.255,1344692224.0,not_set,50600061,6.0,unknown,06_03_17_41_23,10_27_23_02_07_02
178.20.173.65,1970372352.0,No Mac indication (0x03),158207438,22.0,unknown,06_03_17_41_23,05_29_20_15_10_45
185.223.32.18,25506.0,No Mac indication (0x03),205551138,5.0,H3C,06_03_17_41_23,11_28_18_16_09_05
185.122.116.2,1588.0,No Mac indication (0x03),44323154,0.0,"Brocade Communications Systems, Inc.",06_03_17_41_23,01_07_24_17_42_09
185.107.100.189,25506.0,No Mac indication (0x03),39048008,1.0,H3C,06_03_17_41_23,03_08_24_19_01_15
185.7.97.109,1970372504.0,No Mac indication (0x03),98004064,3.0,unknown,06_03_17_41_23,04_26_22_10_20_19
185.29.201.9,1970372352.0,No Mac indication (0x03),175043897,1.0,unknown,06_03_17_41_23,11_16_19_18_23_06
185.190.64.141,25506.0,No Mac indication (0x03),193975922,2.0,H3C,06_03_17_41_23,04_11_19_15_29_21
185.10.156.9,1970372352.0,No Mac indication (0x03),9209286,13.0,unknown,06_03_17_41_23,02_17_25_03_33_17
185.190.64.201,25506.0,No Mac indication (0x03),193975924,2.0,H3C,06_03_17_41_23,04_11_19_15_29_19
185.107.191.224,1991.0,d4bd4f374f96,35319757,11.0,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_03_17_41_23,04_20_24_22_38_46
185.29.202.61,1970372352.0,No Mac indication (0x03),175043867,1.0,unknown,06_03_17_41_23,11_16_19_18_23_36
178.238.13.81,20858.0,0017100bd18000,117080622,12.0,"Casa Systems, Inc.",06_03_17_41_23,09_17_21_15_17_41
185.190.64.125,25506.0,No Mac indication (0x03),193975928,2.0,H3C,06_03_17_41_23,04_11_19_15_29_15
188.91.3.0,1344692224.0,not_set,49385935,6.0,unknown,06_03_17_41_23,11_10_23_03_22_28
185.51.57.140,1588.0,No Mac indication (0x03),70230461,6.0,"Brocade Communications Systems, Inc.",06_03_17_41_23,03_13_23_21_13_42
185.78.250.201,674.0,b04f1336c140,25914130,10.0,Dell Inc.,06_03_17_41_23,08_07_24_19_19_13
185.78.251.65,674.0,8c47bea2f28f,26087624,10.0,Dell Inc.,06_03_17_41_23,08_05_24_19_07_39
185.107.188.139,1991.0,d4bd4f3742d4,40445134,10.0,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_03_17_41_23,02_21_24_14_55_49
188.90.122.0,1344692224.0,not_set,57862287,6.0,unknown,06_03_17_41_23,08_04_23_00_49_56
185.52.53.89,1991.0,609c9f20d300,97711659,67.0,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_03_17_41_23,04_29_22_19_33_44
185.51.57.216,1588.0,No Mac indication (0x03),70230469,6.0,"Brocade Communications Systems, Inc.",06_03_17_41_23,03_13_23_21_13_34
185.29.203.221,1970372352.0,No Mac indication (0x03),193605481,6.0,unknown,06_03_17_41_23,04_15_19_22_23_22
185.6.161.115,1991.0,609c9f45e303,65634516,26.0,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_03_17_41_23,05_06_23_01_52_47
185.209.39.44,232.0,No Mac indication (0x03),1748965015,58.0,Compaq,06_03_17_41_23,01_01_70_02_04_28
178.251.29.152,1970372352.0,No Mac indication (0x03),9209307,13.0,unknown,06_03_17_41_23,02_17_25_03_32_56
185.209.39.207,232.0,No Mac indication (0x03),14950696,24.0,Compaq,06_03_17_41_23,12_12_24_16_43_07
185.107.102.5,11.0,3ce5a63b208a,117684444,11.0,Hewlett-Packard,06_03_17_41_23,09_10_21_15_33_59
188.91.12.0,1344692224.0,not_set,50600100,6.0,unknown,06_03_17_41_23,10_27_23_02_06_23
185.7.99.157,1970372504.0,No Mac indication (0x03),98004090,3.0,unknown,06_03_17_41_23,04_26_22_10_19_53
185.107.95.132,232.0,No Mac indication (0x03),98522990,6.0,Compaq,06_03_17_41_23,04_20_22_10_11_33
185.64.123.113,25506.0,No Mac indication (0x03),193975949,2.0,H3C,06_03_17_41_23,04_11_19_15_28_54
178.20.175.245,1970372352.0,No Mac indication (0x03),54756906,18.0,unknown,06_03_17_41_23,09_08_23_23_26_17
188.89.96.1,1344692224.0,not_set,50689122,2.0,unknown,06_03_17_41_23,10_26_23_01_22_41
188.89.192.1,1344692224.0,not_set,50776440,2.0,unknown,06_03_17_41_23,10_25_23_01_07_23
185.209.39.26,232.0,No Mac indication (0x03),1748964946,136.0,Compaq,06_03_17_41_23,01_01_70_02_05_37
185.29.203.243,1970372352.0,No Mac indication (0x03),193605494,6.0,unknown,06_03_17_41_23,04_15_19_22_23_09
185.7.99.173,1970372504.0,No Mac indication (0x03),98004098,3.0,unknown,06_03_17_41_23,04_26_22_10_19_45
178.20.175.229,1970372352.0,No Mac indication (0x03),58790083,16.0,unknown,06_03_17_41_23,07_24_23_07_06_40
185.107.102.97,11.0,3ce5a63b208a,117684455,11.0,Hewlett-Packard,06_03_17_41_23,09_10_21_15_33_48
185.173.232.1,1970372420.0,No Mac indication (0x03),21103745,4.0,unknown,06_03_17_41_23,10_02_24_11_32_18
185.90.199.131,1970372420.0,No Mac indication (0x03),81508917,30.0,unknown,06_03_17_41_23,11_03_22_08_19_26
185.209.39.55,232.0,No Mac indication (0x03),1748964535,21.0,Compaq,06_03_17_41_23,01_01_70_02_12_28
178.20.175.1,1970372352.0,No Mac indication (0x03),54756915,18.0,unknown,06_03_17_41_23,09_08_23_23_26_08
188.91.10.255,1344692224.0,not_set,49386511,6.0,unknown,06_03_17_41_23,11_10_23_03_12_52
185.51.56.245,1588.0,No Mac indication (0x03),40597398,0.0,"Brocade Communications Systems, Inc.",06_03_17_41_23,02_19_24_20_38_05
185.107.102.137,11.0,3ce5a63b208a,117684460,11.0,Hewlett-Packard,06_03_17_41_23,09_10_21_15_33_43
188.90.211.1,1344692224.0,not_set,49993012,6.0,unknown,06_03_17_41_23,11_03_23_02_44_31
188.90.118.1,1344692224.0,not_set,49386513,6.0,unknown,06_03_17_41_23,11_10_23_03_12_50
185.209.39.171,232.0,No Mac indication (0x03),1748964994,14.0,Compaq,06_03_17_41_23,01_01_70_02_04_49
176.126.234.81,25506.0,443192fb4c17,54844131,5.0,H3C,06_03_17_41_23,09_07_23_23_12_32
185.10.156.1,1970372352.0,No Mac indication (0x03),9209329,13.0,unknown,06_03_17_41_23,02_17_25_03_32_34
185.113.84.49,1588.0,No Mac indication (0x03),70230495,6.0,"Brocade Communications Systems, Inc.",06_03_17_41_23,03_13_23_21_13_08
188.91.8.255,1344692224.0,not_set,50080300,6.0,unknown,06_03_17_41_23,11_02_23_02_29_43
185.51.57.70,1588.0,No Mac indication (0x03),123062838,2.0,"Brocade Communications Systems, Inc.",06_03_17_41_23,07_10_21_09_34_05
185.190.65.161,25506.0,No Mac indication (0x03),193975970,2.0,H3C,06_03_17_41_23,04_11_19_15_28_33
188.90.122.1,1344692224.0,not_set,57862319,6.0,unknown,06_03_17_41_23,08_04_23_00_49_24
185.51.56.93,1588.0,No Mac indication (0x03),10915615,4.0,"Brocade Communications Systems, Inc.",06_03_17_41_23,01_28_25_09_34_28
185.64.121.17,25506.0,No Mac indication (0x03),193975973,2.0,H3C,06_03_17_41_23,04_11_19_15_28_30
185.94.247.169,1588.0,No Mac indication (0x03),114112690,1.0,"Brocade Communications Systems, Inc.",06_03_17_41_23,10_21_21_23_43_13
185.51.57.104,1588.0,No Mac indication (0x03),70230503,6.0,"Brocade Communications Systems, Inc.",06_03_17_41_23,03_13_23_21_13_00
185.52.52.49,1970372392.0,No Mac indication (0x03),103402019,7.0,unknown,06_03_17_41_23,02_22_22_22_54_24
185.51.56.168,1588.0,No Mac indication (0x03),123062902,2.0,"Brocade Communications Systems, Inc.",06_03_17_41_23,07_10_21_09_33_01
185.191.241.1,1991.0,cc4e24e42f1e,65747257,29.0,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_03_17_41_23,05_04_23_18_33_46
178.20.175.221,1970372352.0,No Mac indication (0x03),54756935,18.0,unknown,06_03_17_41_23,09_08_23_23_25_48
185.52.52.153,1991.0,609c9f20d300,97711698,67.0,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_03_17_41_23,04_29_22_19_33_05
185.225.227.7,8741.0,c0eae45c4786,21446389,18.0,"SonicWALL, Inc.",06_03_17_41_23,09_28_24_12_21_34
185.113.84.193,1588.0,No Mac indication (0x03),70230508,6.0,"Brocade Communications Systems, Inc.",06_03_17_41_23,03_13_23_21_12_55
185.7.97.254,1970372504.0,No Mac indication (0x03),98004668,3.0,unknown,06_03_17_41_23,04_26_22_10_10_15
185.209.39.196,232.0,No Mac indication (0x03),1748964975,7.0,Compaq,06_03_17_41_23,01_01_70_02_05_08
185.29.200.49,1970372352.0,No Mac indication (0x03),175043957,1.0,unknown,06_03_17_41_23,11_16_19_18_22_06
185.137.35.33,1991.0,cc4e24980100,71715296,24.0,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_03_17_41_23,02_24_23_16_46_27
178.20.175.222,1970372352.0,No Mac indication (0x03),54760223,9.0,unknown,06_03_17_41_23,09_08_23_22_31_00
185.51.56.108,1588.0,No Mac indication (0x03),44323231,0.0,"Brocade Communications Systems, Inc.",06_03_17_41_23,01_07_24_17_40_52
185.94.239.129,1970372468.0,No Mac indication (0x03),98004424,3.0,unknown,06_03_17_41_23,04_26_22_10_14_19
188.90.118.0,1344692224.0,not_set,49386548,6.0,unknown,06_03_17_41_23,11_10_23_03_12_15
178.18.22.196,674.0,f8b1560254af,24044374,9.0,Dell Inc.,06_03_17_41_23,08_29_24_10_41_49
185.24.240.2,41112.0,fcecda04da06,20010868,1.0,"Ubiquiti Networks, Inc.",06_03_17_41_23,10_15_24_03_06_55
188.90.220.0,1344692224.0,not_set,50253888,7.0,unknown,06_03_17_41_23,10_31_23_02_16_35
188.90.211.0,1344692224.0,not_set,49993049,6.0,unknown,06_03_17_41_23,11_03_23_02_43_54
185.190.66.89,25506.0,No Mac indication (0x03),193976000,2.0,H3C,06_03_17_41_23,04_11_19_15_28_03
185.190.66.161,25506.0,No Mac indication (0x03),193976000,2.0,H3C,06_03_17_41_23,04_11_19_15_28_03
185.29.200.35,1970372352.0,No Mac indication (0x03),193605539,6.0,unknown,06_03_17_41_23,04_15_19_22_22_24
178.251.29.52,1970372352.0,No Mac indication (0x03),9209363,13.0,unknown,06_03_17_41_23,02_17_25_03_32_00
185.64.121.149,25506.0,No Mac indication (0x03),193976001,2.0,H3C,06_03_17_41_23,04_11_19_15_28_02
192.87.49.241,25506.0,No Mac indication (0x03),107567445,4.0,H3C,06_03_17_41_23,01_05_22_17_50_38
185.51.57.78,1588.0,No Mac indication (0x03),123062872,2.0,"Brocade Communications Systems, Inc.",06_03_17_41_23,07_10_21_09_33_31
185.52.52.129,1970372392.0,No Mac indication (0x03),103402048,7.0,unknown,06_03_17_41_23,02_22_22_22_53_55
185.91.29.3,1970372420.0,No Mac indication (0x03),81592755,14.0,unknown,06_03_17_41_23,11_02_22_09_02_08
185.102.44.101,99.0,not_set,30954854,13.0,SNMP Research,06_03_17_41_23,06_10_24_11_07_09
173.199.113.1,1991.0,609c9f80be80,40846336,13.0,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_03_17_41_23,02_16_24_23_29_07
185.90.199.220,1991.0,001bed058940,1747082341,0.0,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_03_17_41_23,01_22_70_21_02_22
185.94.237.62,1970372504.0,No Mac indication (0x03),98004697,3.0,unknown,06_03_17_41_23,04_26_22_10_09_46
185.51.56.120,1588.0,No Mac indication (0x03),70230538,6.0,"Brocade Communications Systems, Inc.",06_03_17_41_23,03_13_23_21_12_25
185.6.160.153,1991.0,609c9f45e233,65633919,16.0,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_03_17_41_23,05_06_23_02_02_44
185.117.226.243,942682160.0,not_set,79283822,5.0,unknown,06_03_17_41_23,11_29_22_02_24_21
185.209.39.85,232.0,No Mac indication (0x03),1748964834,13.0,Compaq,06_03_17_41_23,01_01_70_02_07_29
188.90.36.0,1344692224.0,not_set,50600166,6.0,unknown,06_03_17_41_23,10_27_23_02_05_17
185.6.160.193,1991.0,609c9f45e303,65634587,26.0,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_03_17_41_23,05_06_23_01_51_36
188.90.140.1,1344692224.0,not_set,34258667,4.0,unknown,06_03_17_41_23,05_03_24_05_23_36
185.190.64.149,25506.0,No Mac indication (0x03),193976014,2.0,H3C,06_03_17_41_23,04_11_19_15_27_49
185.113.84.163,1588.0,No Mac indication (0x03),123062883,2.0,"Brocade Communications Systems, Inc.",06_03_17_41_23,07_10_21_09_33_20
178.20.168.62,1970372352.0,No Mac indication (0x03),54756972,18.0,unknown,06_03_17_41_23,09_08_23_23_25_11
185.51.56.151,1588.0,No Mac indication (0x03),70229006,3.0,"Brocade Communications Systems, Inc.",06_03_17_41_23,03_13_23_21_37_57
