IP,Enterprise Code,MAC,Engine Time,Engine Boots,Vendor,Scan Date,Reboot Date
217.123.82.2,2863.0,No Mac indication (0x03),2258832.0,1.0,Thomson Inc.,06_02_10_44_34,05_07_2025_07_17_22
212.187.39.216,4684.0,No Mac indication (0x03),1438147.0,20.0,Ambit Microsystems Corporation,06_02_10_44_34,05_16_2025_19_15_27
217.122.142.74,4684.0,No Mac indication (0x03),621502.0,294.0,Ambit Microsystems Corporation,06_02_10_44_34,05_26_2025_06_06_12
217.104.20.19,4684.0,No Mac indication (0x03),1329160.0,135.0,Ambit Microsystems Corporation,06_02_10_44_34,05_18_2025_01_31_54
217.104.49.227,2863.0,No Mac indication (0x03),181094.0,1.0,Thomson Inc.,06_02_10_44_34,05_31_2025_08_26_20
213.73.170.106,4684.0,No Mac indication (0x03),2719234.0,226.0,Ambit Microsystems Corporation,06_02_10_44_34,05_01_2025_23_24_00
217.122.3.187,2863.0,No Mac indication (0x03),3848474.0,1.0,Thomson Inc.,06_02_10_44_34,04_18_2025_21_43_20
217.62.168.135,2863.0,No Mac indication (0x03),878054.0,1.0,Thomson Inc.,06_02_10_44_34,05_23_2025_06_50_20
217.121.28.74,2863.0,No Mac indication (0x03),184190.0,1.0,Thomson Inc.,06_02_10_44_34,05_31_2025_07_34_44
217.62.76.210,4684.0,No Mac indication (0x03),1831081.0,178.0,Ambit Microsystems Corporation,06_02_10_44_34,05_12_2025_06_06_33
213.93.28.200,2863.0,No Mac indication (0x03),2522775.0,1.0,Thomson Inc.,06_02_10_44_34,05_04_2025_05_58_19
217.104.101.252,4684.0,No Mac indication (0x03),4281982.0,90.0,Ambit Microsystems Corporation,06_02_10_44_34,04_13_2025_21_18_12
217.104.23.47,2863.0,No Mac indication (0x03),3080806.0,1.0,Thomson Inc.,06_02_10_44_34,04_27_2025_18_57_48
212.204.158.52,2863.0,No Mac indication (0x03),2719364.0,1.0,Thomson Inc.,06_02_10_44_34,05_01_2025_23_21_50
213.208.215.132,35251.0,00125f196a1c,75715.0,1.0,AWIND Inc,06_02_10_44_34,06_01_2025_13_42_39
213.124.134.210,14823.0,not_set,2677354.0,33.0,"Aruba, a Hewlett Packard Enterprise company",06_02_10_44_34,05_02_2025_11_02_00
217.121.11.251,4684.0,No Mac indication (0x03),283205.0,347.0,Ambit Microsystems Corporation,06_02_10_44_34,05_30_2025_04_04_29
217.122.221.79,4684.0,No Mac indication (0x03),201152.0,43.0,Ambit Microsystems Corporation,06_02_10_44_34,05_31_2025_02_52_02
217.62.229.63,4684.0,No Mac indication (0x03),203577.0,63.0,Ambit Microsystems Corporation,06_02_10_44_34,05_31_2025_02_11_37
213.184.113.129,12356.0,No Mac indication (0x03),111070.0,1748737323.0,"Fortinet, Inc.",06_02_10_44_34,06_01_2025_03_53_24
213.73.144.128,4684.0,No Mac indication (0x03),251192.0,152.0,Ambit Microsystems Corporation,06_02_10_44_34,05_30_2025_12_58_02
217.63.32.13,4684.0,No Mac indication (0x03),2653387.0,105.0,Ambit Microsystems Corporation,06_02_10_44_34,05_02_2025_17_41_27
217.119.132.74,1970372420.0,No Mac indication (0x03),1428609.0,40.0,unknown,06_02_10_44_34,05_16_2025_21_54_25
217.100.53.106,12356.0,No Mac indication (0x03),3569362.0,1745279119.0,"Fortinet, Inc.",06_02_10_44_34,04_22_2025_03_15_12
217.102.184.209,2863.0,No Mac indication (0x03),21211.0,1.0,Thomson Inc.,06_02_10_44_34,06_02_2025_04_51_03
217.62.254.62,2863.0,No Mac indication (0x03),3867753.0,1.0,Thomson Inc.,06_02_10_44_34,04_18_2025_16_22_01
213.124.134.178,14823.0,not_set,5255633.0,32.0,"Aruba, a Hewlett Packard Enterprise company",06_02_10_44_34,04_02_2025_14_50_41
217.120.130.146,2863.0,No Mac indication (0x03),250338.0,1.0,Thomson Inc.,06_02_10_44_34,05_30_2025_13_12_16
217.122.223.243,2863.0,No Mac indication (0x03),817240.0,1.0,Thomson Inc.,06_02_10_44_34,05_23_2025_23_43_54
217.104.13.220,4684.0,No Mac indication (0x03),66284.0,157.0,Ambit Microsystems Corporation,06_02_10_44_34,06_01_2025_16_19_50
217.104.84.63,4684.0,No Mac indication (0x03),860607.0,120.0,Ambit Microsystems Corporation,06_02_10_44_34,05_23_2025_11_41_07
217.120.95.241,2863.0,No Mac indication (0x03),2696315.0,1.0,Thomson Inc.,06_02_10_44_34,05_02_2025_05_45_59
217.63.200.2,4684.0,No Mac indication (0x03),2715479.0,71.0,Ambit Microsystems Corporation,06_02_10_44_34,05_02_2025_00_26_35
217.22.19.62,1970372504.0,No Mac indication (0x03),97887976.0,3.0,unknown,06_02_10_44_34,04_26_2022_11_38_18
213.73.163.194,4684.0,No Mac indication (0x03),1087085.0,230.0,Ambit Microsystems Corporation,06_02_10_44_34,05_20_2025_20_46_29
217.122.10.250,4684.0,No Mac indication (0x03),1688346.0,111.0,Ambit Microsystems Corporation,06_02_10_44_34,05_13_2025_21_45_28
217.119.233.225,1991.0,609c9f45e233,65517200.0,16.0,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_02_10_44_34,05_06_2023_03_31_14
213.125.110.18,11.0,not_set,37487433.0,158.0,Hewlett-Packard,06_02_10_44_34,03_25_2024_13_34_01
217.63.249.209,2863.0,No Mac indication (0x03),2066399.0,1.0,Thomson Inc.,06_02_10_44_34,05_09_2025_12_44_35
212.120.93.57,4684.0,No Mac indication (0x03),1262381.0,115.0,Ambit Microsystems Corporation,06_02_10_44_34,05_18_2025_20_04_53
212.61.142.214,1970372500.0,No Mac indication (0x03),46425487.0,6.0,unknown,06_02_10_44_34,12_13_2023_02_46_27
212.204.144.183,4684.0,No Mac indication (0x03),458927.0,45.0,Ambit Microsystems Corporation,06_02_10_44_34,05_28_2025_03_15_47
217.100.223.197,27282.0,1449bc485f4a,6586205.0,1.0,Realtek Semiconductor corp.,06_02_10_44_34,03_18_2025_05_14_29
217.121.238.7,4684.0,No Mac indication (0x03),296665.0,395.0,Ambit Microsystems Corporation,06_02_10_44_34,05_30_2025_00_20_09
217.62.76.245,2863.0,No Mac indication (0x03),2156780.0,1.0,Thomson Inc.,06_02_10_44_34,05_08_2025_11_38_14
213.34.122.72,2863.0,No Mac indication (0x03),2238352.0,1.0,Thomson Inc.,06_02_10_44_34,05_07_2025_12_58_42
217.123.52.72,2863.0,No Mac indication (0x03),486460.0,1.0,Thomson Inc.,06_02_10_44_34,05_27_2025_19_36_54
217.123.158.89,4684.0,No Mac indication (0x03),3558527.0,15.0,Ambit Microsystems Corporation,06_02_10_44_34,04_22_2025_06_15_47
217.123.66.74,4684.0,No Mac indication (0x03),878148.0,281.0,Ambit Microsystems Corporation,06_02_10_44_34,05_23_2025_06_48_46
213.124.134.226,14823.0,not_set,5852622.0,36.0,"Aruba, a Hewlett Packard Enterprise company",06_02_10_44_34,03_26_2025_17_00_52
212.120.120.148,2863.0,No Mac indication (0x03),469422.0,1.0,Thomson Inc.,06_02_10_44_34,05_28_2025_00_20_52
212.127.205.245,2863.0,No Mac indication (0x03),4058760.0,1.0,Thomson Inc.,06_02_10_44_34,04_16_2025_11_18_34
212.204.157.147,4684.0,No Mac indication (0x03),1251468.0,93.0,Ambit Microsystems Corporation,06_02_10_44_34,05_18_2025_23_06_46
217.123.104.16,2863.0,No Mac indication (0x03),1509025.0,1.0,Thomson Inc.,06_02_10_44_34,05_15_2025_23_34_09
217.123.38.149,2863.0,No Mac indication (0x03),2318299.0,1.0,Thomson Inc.,06_02_10_44_34,05_06_2025_14_46_15
217.63.16.130,4684.0,No Mac indication (0x03),310420.0,148.0,Ambit Microsystems Corporation,06_02_10_44_34,05_29_2025_20_30_54
217.105.150.233,2863.0,No Mac indication (0x03),2002804.0,1.0,Thomson Inc.,06_02_10_44_34,05_10_2025_06_24_30
217.104.127.166,2863.0,No Mac indication (0x03),2839921.0,1.0,Thomson Inc.,06_02_10_44_34,04_30_2025_13_52_33
217.104.108.77,4684.0,No Mac indication (0x03),201279.0,68.0,Ambit Microsystems Corporation,06_02_10_44_34,05_31_2025_02_49_55
217.103.167.125,4684.0,No Mac indication (0x03),1681982.0,565.0,Ambit Microsystems Corporation,06_02_10_44_34,05_13_2025_23_31_32
217.119.230.134,1991.0,609c9f45e233,65517212.0,16.0,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_02_10_44_34,05_06_2023_03_31_02
217.122.27.213,2863.0,No Mac indication (0x03),2347002.0,1.0,Thomson Inc.,06_02_10_44_34,05_06_2025_06_47_52
217.123.9.99,4684.0,No Mac indication (0x03),976662.0,205.0,Ambit Microsystems Corporation,06_02_10_44_34,05_22_2025_03_26_52
217.119.224.21,1991.0,609c9f45e233,65517213.0,16.0,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_02_10_44_34,05_06_2023_03_31_01
213.73.161.52,4684.0,No Mac indication (0x03),201050.0,90.0,Ambit Microsystems Corporation,06_02_10_44_34,05_31_2025_02_53_44
212.114.117.187,4413.0,10da43f790c5,4633295.0,2.0,Broadcom Limited,06_02_10_44_34,04_09_2025_19_42_59
217.119.224.243,1991.0,609c9f45e303,65517883.0,26.0,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_02_10_44_34,05_06_2023_03_19_51
217.120.183.154,2863.0,No Mac indication (0x03),3094094.0,1.0,Thomson Inc.,06_02_10_44_34,04_27_2025_15_16_20
217.62.226.188,4684.0,No Mac indication (0x03),1036934.0,4944.0,Ambit Microsystems Corporation,06_02_10_44_34,05_21_2025_10_42_20
217.120.122.8,4684.0,No Mac indication (0x03),1514601.0,59.0,Ambit Microsystems Corporation,06_02_10_44_34,05_15_2025_22_01_13
217.120.108.219,4684.0,No Mac indication (0x03),4169022.0,342.0,Ambit Microsystems Corporation,06_02_10_44_34,04_15_2025_04_40_52
217.104.80.50,2863.0,No Mac indication (0x03),1487332.0,1.0,Thomson Inc.,06_02_10_44_34,05_16_2025_05_35_42
213.163.93.145,52642.0,649d99d1ece1,4876373.0,26.0,FS.COM INC,06_02_10_44_34,04_07_2025_00_11_41
212.123.195.186,13191.0,70fc8c1404a9,30796604.0,13.0,OneAccess,06_02_10_44_34,06_11_2024_00_07_50
217.121.146.80,4684.0,No Mac indication (0x03),2842386.0,102.0,Ambit Microsystems Corporation,06_02_10_44_34,04_30_2025_13_11_28
213.73.209.254,2863.0,No Mac indication (0x03),1531923.0,1.0,Thomson Inc.,06_02_10_44_34,05_15_2025_17_12_31
217.62.254.195,2863.0,No Mac indication (0x03),508975.0,1.0,Thomson Inc.,06_02_10_44_34,05_27_2025_13_21_39
217.122.50.158,2863.0,No Mac indication (0x03),1874768.0,1.0,Thomson Inc.,06_02_10_44_34,05_11_2025_17_58_26
213.73.142.25,4684.0,No Mac indication (0x03),1786290.0,261.0,Ambit Microsystems Corporation,06_02_10_44_34,05_12_2025_18_33_04
212.114.117.189,4413.0,10da43d813e9,4637894.0,2.0,Broadcom Limited,06_02_10_44_34,04_09_2025_18_26_20
213.73.185.230,4684.0,No Mac indication (0x03),3467172.0,150.0,Ambit Microsystems Corporation,06_02_10_44_34,04_23_2025_07_38_22
217.62.180.198,2863.0,No Mac indication (0x03),542869.0,1.0,Thomson Inc.,06_02_10_44_34,05_27_2025_03_56_45
217.120.97.105,4684.0,No Mac indication (0x03),2936253.0,66.0,Ambit Microsystems Corporation,06_02_10_44_34,04_29_2025_11_07_01
212.78.223.214,12356.0,No Mac indication (0x03),2017879.0,1746830572.0,"Fortinet, Inc.",06_02_10_44_34,05_10_2025_02_13_15
212.120.127.81,2863.0,No Mac indication (0x03),1857120.0,1.0,Thomson Inc.,06_02_10_44_34,05_11_2025_22_52_34
217.120.151.34,4684.0,No Mac indication (0x03),219085.0,299.0,Ambit Microsystems Corporation,06_02_10_44_34,05_30_2025_21_53_09
217.62.151.107,4684.0,No Mac indication (0x03),207390.0,335.0,Ambit Microsystems Corporation,06_02_10_44_34,05_31_2025_01_08_04
217.120.212.183,4684.0,No Mac indication (0x03),954636.0,382.0,Ambit Microsystems Corporation,06_02_10_44_34,05_22_2025_09_33_58
213.124.132.218,14823.0,not_set,5759329.0,29.0,"Aruba, a Hewlett Packard Enterprise company",06_02_10_44_34,03_27_2025_18_55_45
213.73.188.146,4684.0,No Mac indication (0x03),1050218.0,104.0,Ambit Microsystems Corporation,06_02_10_44_34,05_21_2025_07_00_56
213.136.30.41,4413.0,c0ffd4cb2eeb,4127808.0,2.0,Broadcom Limited,06_02_10_44_34,04_15_2025_16_07_46
217.122.204.108,2863.0,No Mac indication (0x03),622344.0,1.0,Thomson Inc.,06_02_10_44_34,05_26_2025_05_52_10
213.208.217.76,35251.0,00125f1997c1,74159.0,1.0,AWIND Inc,06_02_10_44_34,06_01_2025_14_08_35
217.19.20.0,2352.0,No Mac indication (0x03),58555346.0,13.0,"Ericsson, Inc. (formerly 'RedBack Networks')",06_02_10_44_34,07_25_2023_17_22_08
217.102.158.85,2863.0,No Mac indication (0x03),2861859.0,1.0,Thomson Inc.,06_02_10_44_34,04_30_2025_07_46_55
213.73.184.167,2863.0,No Mac indication (0x03),859226.0,1.0,Thomson Inc.,06_02_10_44_34,05_23_2025_12_04_08
217.121.114.137,2863.0,No Mac indication (0x03),204337.0,1.0,Thomson Inc.,06_02_10_44_34,05_31_2025_01_58_57
217.123.94.189,2863.0,No Mac indication (0x03),905873.0,1.0,Thomson Inc.,06_02_10_44_34,05_22_2025_23_06_41
217.122.160.176,2863.0,No Mac indication (0x03),1399717.0,1.0,Thomson Inc.,06_02_10_44_34,05_17_2025_05_55_57
217.63.20.58,2863.0,No Mac indication (0x03),2764676.0,1.0,Thomson Inc.,06_02_10_44_34,05_01_2025_10_46_38
213.206.225.170,674.0,acb480774414,167065.0,28.0,Dell Inc.,06_02_10_44_34,05_31_2025_12_20_09
217.104.107.245,4684.0,No Mac indication (0x03),374010.0,622.0,Ambit Microsystems Corporation,06_02_10_44_34,05_29_2025_02_51_04
217.123.157.14,4684.0,No Mac indication (0x03),1339652.0,271.0,Ambit Microsystems Corporation,06_02_10_44_34,05_17_2025_22_37_02
212.57.57.36,99.0,not_set,1557139.0,252.0,SNMP Research,06_02_10_44_34,05_15_2025_10_12_15
217.122.209.135,4684.0,No Mac indication (0x03),233314.0,1355.0,Ambit Microsystems Corporation,06_02_10_44_34,05_30_2025_17_56_00
212.127.186.76,2863.0,No Mac indication (0x03),2077807.0,1.0,Thomson Inc.,06_02_10_44_34,05_09_2025_09_34_27
217.104.88.134,4684.0,No Mac indication (0x03),559154.0,95.0,Ambit Microsystems Corporation,06_02_10_44_34,05_26_2025_23_25_20
213.125.177.186,8741.0,18b1692a1e90,1111953.0,20.0,"SonicWALL, Inc.",06_02_10_44_34,05_20_2025_13_52_01
213.34.158.97,13191.0,70fc8c073e92,6021681.0,7.0,OneAccess,06_02_10_44_34,03_24_2025_18_03_13
217.62.112.83,4684.0,No Mac indication (0x03),2172509.0,30.0,Ambit Microsystems Corporation,06_02_10_44_34,05_08_2025_07_16_05
217.120.167.50,2863.0,No Mac indication (0x03),2272020.0,1.0,Thomson Inc.,06_02_10_44_34,05_07_2025_03_37_34
217.121.153.155,4684.0,No Mac indication (0x03),494046.0,379.0,Ambit Microsystems Corporation,06_02_10_44_34,05_27_2025_17_30_28
213.207.15.212,2238.0,No Mac indication (0x03),130414292.0,1.0,The FreeBSD Project,06_02_10_44_34,04_15_2021_00_33_02
212.61.190.40,1970372396.0,No Mac indication (0x03),5757735.0,13.0,unknown,06_02_10_44_34,03_27_2025_19_22_19
217.123.141.79,4684.0,No Mac indication (0x03),2039759.0,71.0,Ambit Microsystems Corporation,06_02_10_44_34,05_09_2025_20_08_35
213.233.227.190,8741.0,c0eae456ef68,20903007.0,50.0,"SonicWALL, Inc.",06_02_10_44_34,10_03_2024_12_21_07
217.102.213.175,2863.0,No Mac indication (0x03),4201422.0,1.0,Thomson Inc.,06_02_10_44_34,04_14_2025_19_40_52
217.123.53.26,4684.0,No Mac indication (0x03),486659.0,170.0,Ambit Microsystems Corporation,06_02_10_44_34,05_27_2025_19_33_35
213.189.29.1,1991.0,0012f29c3300,129416881.0,618.0,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_02_10_44_34,04_26_2021_13_36_33
217.121.100.40,4684.0,No Mac indication (0x03),4265317.0,144.0,Ambit Microsystems Corporation,06_02_10_44_34,04_14_2025_01_55_57
213.124.134.194,14823.0,not_set,7134133.0,43.0,"Aruba, a Hewlett Packard Enterprise company",06_02_10_44_34,03_11_2025_21_02_21
217.123.148.232,2863.0,No Mac indication (0x03),3032135.0,1.0,Thomson Inc.,06_02_10_44_34,04_28_2025_08_28_59
213.73.152.163,2863.0,No Mac indication (0x03),1552690.0,1.0,Thomson Inc.,06_02_10_44_34,05_15_2025_11_26_24
217.120.60.207,2863.0,No Mac indication (0x03),384541.0,1.0,Thomson Inc.,06_02_10_44_34,05_28_2025_23_55_33
217.22.19.61,1970372504.0,No Mac indication (0x03),97887501.0,3.0,unknown,06_02_10_44_34,04_26_2022_11_46_13
212.127.148.61,4684.0,No Mac indication (0x03),745651.0,48.0,Ambit Microsystems Corporation,06_02_10_44_34,05_24_2025_19_37_03
217.122.126.192,2863.0,No Mac indication (0x03),3877587.0,1.0,Thomson Inc.,06_02_10_44_34,04_18_2025_13_38_07
213.34.127.34,2863.0,No Mac indication (0x03),583494.0,1.0,Thomson Inc.,06_02_10_44_34,05_26_2025_16_39_40
217.122.203.238,2863.0,No Mac indication (0x03),3103057.0,1.0,Thomson Inc.,06_02_10_44_34,04_27_2025_12_46_57
212.204.151.79,2863.0,No Mac indication (0x03),3295400.0,1.0,Thomson Inc.,06_02_10_44_34,04_25_2025_07_21_14
217.105.121.19,4684.0,No Mac indication (0x03),3732027.0,97.0,Ambit Microsystems Corporation,06_02_10_44_34,04_20_2025_06_04_07
217.62.37.22,2863.0,No Mac indication (0x03),2979428.0,1.0,Thomson Inc.,06_02_10_44_34,04_28_2025_23_07_26
217.120.58.247,4684.0,No Mac indication (0x03),102254.0,101.0,Ambit Microsystems Corporation,06_02_10_44_34,06_01_2025_06_20_20
217.119.226.162,1991.0,609c9f45e233,65517273.0,16.0,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_02_10_44_34,05_06_2023_03_30_01
217.19.16.82,2352.0,No Mac indication (0x03),58555379.0,13.0,"Ericsson, Inc. (formerly 'RedBack Networks')",06_02_10_44_34,07_25_2023_17_21_35
217.119.143.65,1970372420.0,No Mac indication (0x03),48686823.0,1.0,unknown,06_02_10_44_34,11_16_2023_22_37_31
213.34.153.130,3224.0,No Mac indication (0x03),2313920.0,1.0,"NetScreen Technologies, Inc.",06_02_10_44_34,05_06_2025_15_59_14
213.73.179.187,4684.0,No Mac indication (0x03),3544828.0,239.0,Ambit Microsystems Corporation,06_02_10_44_34,04_22_2025_10_04_06
213.184.101.35,12356.0,No Mac indication (0x03),11749731.0,1737098443.0,"Fortinet, Inc.",06_02_10_44_34,01_17_2025_10_55_43
217.105.145.102,4684.0,No Mac indication (0x03),1952608.0,343.0,Ambit Microsystems Corporation,06_02_10_44_34,05_10_2025_20_21_06
213.136.30.59,4413.0,cc40d04ab940,1748848497.0,2.0,Broadcom Limited,06_02_10_44_34,01_01_1970_03_29_37
212.204.138.116,4684.0,No Mac indication (0x03),3115775.0,105.0,Ambit Microsystems Corporation,06_02_10_44_34,04_27_2025_09_14_59
217.62.92.228,2863.0,No Mac indication (0x03),3299964.0,1.0,Thomson Inc.,06_02_10_44_34,04_25_2025_06_05_10
217.121.205.70,2863.0,No Mac indication (0x03),1124759.0,1.0,Thomson Inc.,06_02_10_44_34,05_20_2025_10_18_35
212.92.84.224,12356.0,No Mac indication (0x03),1595134.0,1747253310.0,"Fortinet, Inc.",06_02_10_44_34,05_14_2025_23_39_00
213.73.151.122,4684.0,No Mac indication (0x03),2251390.0,1792.0,Ambit Microsystems Corporation,06_02_10_44_34,05_07_2025_09_21_24
217.119.228.142,1991.0,609c9f45e233,65517278.0,16.0,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_02_10_44_34,05_06_2023_03_29_56
217.121.35.164,4684.0,No Mac indication (0x03),3601433.0,120.0,Ambit Microsystems Corporation,06_02_10_44_34,04_21_2025_18_20_41
217.62.42.105,4684.0,No Mac indication (0x03),3713825.0,179.0,Ambit Microsystems Corporation,06_02_10_44_34,04_20_2025_11_07_29
213.73.141.32,4684.0,No Mac indication (0x03),1686846.0,234.0,Ambit Microsystems Corporation,06_02_10_44_34,05_13_2025_22_10_28
213.184.109.80,12356.0,No Mac indication (0x03),12527174.0,1736321268.0,"Fortinet, Inc.",06_02_10_44_34,01_08_2025_10_58_20
213.73.235.220,2863.0,No Mac indication (0x03),1292232.0,1.0,Thomson Inc.,06_02_10_44_34,05_18_2025_11_47_22
217.63.225.206,2863.0,No Mac indication (0x03),184231.0,1.0,Thomson Inc.,06_02_10_44_34,05_31_2025_07_34_03
217.62.83.224,4684.0,No Mac indication (0x03),2374470.0,172.0,Ambit Microsystems Corporation,06_02_10_44_34,05_05_2025_23_10_04
217.171.228.71,12356.0,No Mac indication (0x03),932358.0,1747916170.0,"Fortinet, Inc.",06_02_10_44_34,05_22_2025_15_45_16
217.62.63.89,2863.0,No Mac indication (0x03),1799252.0,1.0,Thomson Inc.,06_02_10_44_34,05_12_2025_14_57_02
217.119.226.3,1991.0,609c9f45e233,65517286.0,16.0,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_02_10_44_34,05_06_2023_03_29_48
217.63.27.81,2863.0,No Mac indication (0x03),2487986.0,1.0,Thomson Inc.,06_02_10_44_34,05_04_2025_15_38_08
217.119.236.165,1991.0,609c9f45e233,65517287.0,16.0,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_02_10_44_34,05_06_2023_03_29_47
217.120.100.19,4684.0,No Mac indication (0x03),4229737.0,142.0,Ambit Microsystems Corporation,06_02_10_44_34,04_14_2025_11_48_57
217.63.229.165,4684.0,No Mac indication (0x03),850915.0,80.0,Ambit Microsystems Corporation,06_02_10_44_34,05_23_2025_14_22_39
217.62.81.76,4684.0,No Mac indication (0x03),1639735.0,101.0,Ambit Microsystems Corporation,06_02_10_44_34,05_14_2025_11_15_39
217.22.16.254,1970372504.0,No Mac indication (0x03),97888069.0,3.0,unknown,06_02_10_44_34,04_26_2022_11_36_45
213.136.30.47,4413.0,cc40d04ab454,1748848513.0,2.0,Broadcom Limited,06_02_10_44_34,01_01_1970_03_29_21
217.121.134.230,2863.0,No Mac indication (0x03),300166.0,1.0,Thomson Inc.,06_02_10_44_34,05_29_2025_23_21_48
217.120.251.11,4684.0,No Mac indication (0x03),2904482.0,78.0,Ambit Microsystems Corporation,06_02_10_44_34,04_29_2025_19_56_32
217.121.108.241,4684.0,No Mac indication (0x03),2199275.0,77.0,Ambit Microsystems Corporation,06_02_10_44_34,05_07_2025_23_49_59
217.22.25.126,1970372504.0,No Mac indication (0x03),97888072.0,3.0,unknown,06_02_10_44_34,04_26_2022_11_36_42
217.23.1.145,11.0,not_set,2426929.0,226.0,Hewlett-Packard,06_02_10_44_34,05_05_2025_08_35_45
217.104.83.189,4684.0,No Mac indication (0x03),3545753.0,176.0,Ambit Microsystems Corporation,06_02_10_44_34,04_22_2025_09_48_41
213.136.30.43,2021.0,No Mac indication (0x03),437181.0,1.0,"U.C. Davis, ECE Dept. Tom",06_02_10_44_34,05_28_2025_09_18_13
213.125.56.150,14823.0,not_set,1126006.0,18.0,"Aruba, a Hewlett Packard Enterprise company",06_02_10_44_34,05_20_2025_09_57_48
217.19.17.117,2352.0,No Mac indication (0x03),58555400.0,13.0,"Ericsson, Inc. (formerly 'RedBack Networks')",06_02_10_44_34,07_25_2023_17_21_14
217.120.247.228,4684.0,No Mac indication (0x03),486677.0,53.0,Ambit Microsystems Corporation,06_02_10_44_34,05_27_2025_19_33_17
213.93.164.248,4684.0,No Mac indication (0x03),2785589.0,64.0,Ambit Microsystems Corporation,06_02_10_44_34,05_01_2025_04_58_05
213.73.184.148,4684.0,No Mac indication (0x03),1807449.0,156.0,Ambit Microsystems Corporation,06_02_10_44_34,05_12_2025_12_40_25
217.102.217.12,4684.0,No Mac indication (0x03),1581569.0,835.0,Ambit Microsystems Corporation,06_02_10_44_34,05_15_2025_03_25_05
213.73.141.119,4684.0,No Mac indication (0x03),1382005.0,256.0,Ambit Microsystems Corporation,06_02_10_44_34,05_17_2025_10_51_09
217.120.107.86,4684.0,No Mac indication (0x03),2882045.0,340.0,Ambit Microsystems Corporation,06_02_10_44_34,04_30_2025_02_10_29
217.63.29.144,2863.0,No Mac indication (0x03),1606301.0,1.0,Thomson Inc.,06_02_10_44_34,05_14_2025_20_32_53
212.204.137.145,4684.0,No Mac indication (0x03),1491576.0,47.0,Ambit Microsystems Corporation,06_02_10_44_34,05_16_2025_04_24_58
217.122.172.14,2863.0,No Mac indication (0x03),2609787.0,1.0,Thomson Inc.,06_02_10_44_34,05_03_2025_05_48_07
213.136.30.40,4413.0,c0ffd4cb2f73,4127864.0,2.0,Broadcom Limited,06_02_10_44_34,04_15_2025_16_06_50
217.19.16.5,2352.0,No Mac indication (0x03),92302525.0,25.0,"Ericsson, Inc. (formerly 'RedBack Networks')",06_02_10_44_34,06_30_2022_03_09_09
212.61.142.45,1970372504.0,No Mac indication (0x03),1503314.0,8.0,unknown,06_02_10_44_34,05_16_2025_01_09_20
212.115.221.83,12356.0,No Mac indication (0x03),4129065.0,1744719497.0,"Fortinet, Inc.",06_02_10_44_34,04_15_2025_15_46_49
217.123.53.48,4684.0,No Mac indication (0x03),498062.0,148.0,Ambit Microsystems Corporation,06_02_10_44_34,05_27_2025_16_23_32
217.62.215.48,2863.0,No Mac indication (0x03),427694.0,1.0,Thomson Inc.,06_02_10_44_34,05_28_2025_11_56_20
217.105.158.117,2863.0,No Mac indication (0x03),1551299.0,1.0,Thomson Inc.,06_02_10_44_34,05_15_2025_11_49_35
212.120.111.98,4684.0,No Mac indication (0x03),209276.0,49.0,Ambit Microsystems Corporation,06_02_10_44_34,05_31_2025_00_36_38
217.119.236.169,1991.0,609c9f45e233,65517300.0,16.0,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_02_10_44_34,05_06_2023_03_29_34
213.93.62.191,4684.0,No Mac indication (0x03),191542.0,54.0,Ambit Microsystems Corporation,06_02_10_44_34,05_31_2025_05_32_12
217.102.157.213,4684.0,No Mac indication (0x03),1041056.0,40.0,Ambit Microsystems Corporation,06_02_10_44_34,05_21_2025_09_33_38
217.102.213.219,4684.0,No Mac indication (0x03),1834323.0,32.0,Ambit Microsystems Corporation,06_02_10_44_34,05_12_2025_05_12_31
217.62.126.22,4684.0,No Mac indication (0x03),1217664.0,32.0,Ambit Microsystems Corporation,06_02_10_44_34,05_19_2025_08_30_10
213.73.184.20,4684.0,No Mac indication (0x03),1399228.0,173.0,Ambit Microsystems Corporation,06_02_10_44_34,05_17_2025_06_04_06
217.62.186.121,4684.0,No Mac indication (0x03),2089151.0,34.0,Ambit Microsystems Corporation,06_02_10_44_34,05_09_2025_06_25_23
212.187.39.223,4684.0,No Mac indication (0x03),746840.0,178.0,Ambit Microsystems Corporation,06_02_10_44_34,05_24_2025_19_17_14
217.121.186.17,2863.0,No Mac indication (0x03),2234187.0,1.0,Thomson Inc.,06_02_10_44_34,05_07_2025_14_08_07
217.63.202.168,4684.0,No Mac indication (0x03),852082.0,95.0,Ambit Microsystems Corporation,06_02_10_44_34,05_23_2025_14_03_12
