IP,Enterprise Code,MAC,Engine Time,Engine Boots,Vendor,Scan Date,Reboot Date
145.53.58.198,8741.0,18b169a06494,2320767,18,"SonicWALL, Inc.",06_02_16_48_04,05_06_2025_20_08_37
94.211.177.184,4684.0,No Mac indication (0x03),765341,196,Ambit Microsystems Corporation,06_02_16_48_38,05_24_2025_20_12_57
94.211.51.176,4684.0,No Mac indication (0x03),3204309,75,Ambit Microsystems Corporation,06_02_16_48_38,04_26_2025_14_43_29
93.180.68.98,1991.0,0012f29c3300,129443545,618,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_02_16_48_38,04_26_2021_12_16_13
94.208.200.105,4684.0,No Mac indication (0x03),2746471,140,Ambit Microsystems Corporation,06_02_16_48_38,05_01_2025_21_54_07
94.211.130.160,2863.0,No Mac indication (0x03),2288219,1,Thomson Inc.,06_02_16_48_38,05_07_2025_05_11_39
95.178.106.190,25506.0,3ce5a6e4febd,106070723,43,H3C,06_02_16_48_38,01_22_2022_00_43_15
94.210.188.212,2863.0,No Mac indication (0x03),1336725,1,Thomson Inc.,06_02_16_48_38,05_18_2025_05_29_53
95.99.68.1,1344692224.0,not_set,50163405,11,unknown,06_02_16_48_38,10_31_2023_02_31_53
94.210.54.6,2863.0,No Mac indication (0x03),232913,1,Thomson Inc.,06_02_16_48_38,05_31_2025_00_06_45
94.214.68.189,4684.0,No Mac indication (0x03),1796419,68,Ambit Microsystems Corporation,06_02_16_48_38,05_12_2025_21_48_19
94.211.89.197,2863.0,No Mac indication (0x03),3183593,1,Thomson Inc.,06_02_16_48_38,04_26_2025_20_28_45
94.211.241.32,2863.0,No Mac indication (0x03),2298439,1,Thomson Inc.,06_02_16_48_38,05_07_2025_02_21_19
94.211.87.4,4684.0,No Mac indication (0x03),10739,180,Ambit Microsystems Corporation,06_02_16_48_38,06_02_2025_13_49_39
94.215.112.130,4684.0,No Mac indication (0x03),208587,724,Ambit Microsystems Corporation,06_02_16_48_38,05_31_2025_06_52_11
109.72.93.194,1991.0,0012f29c3300,129443565,618,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_02_16_48_38,04_26_2021_12_15_53
93.186.185.179,1588.0,No Mac indication (0x03),122972907,2,"Brocade Communications Systems, Inc.",06_02_16_48_38,07_10_2021_09_40_11
95.97.12.166,12356.0,No Mac indication (0x03),7788927,1741085853,"Fortinet, Inc.",06_02_16_48_38,03_04_2025_13_13_11
95.98.246.0,1344692224.0,not_set,49385627,9,unknown,06_02_16_48_38,11_09_2023_02_34_51
95.128.7.94,1588.0,No Mac indication (0x03),107277719,2,"Brocade Communications Systems, Inc.",06_02_16_48_38,01_08_2022_01_26_39
94.211.189.160,2863.0,No Mac indication (0x03),2761393,1,Thomson Inc.,06_02_16_48_38,05_01_2025_17_45_25
95.97.71.66,8741.0,18b169d1da2c,3400671,58,"SonicWALL, Inc.",06_02_16_48_38,04_24_2025_08_10_47
94.210.133.164,2863.0,No Mac indication (0x03),1987801,1,Thomson Inc.,06_02_16_48_38,05_10_2025_16_38_37
93.180.71.12,1970372352.0,No Mac indication (0x03),160325661,7,unknown,06_02_16_48_38,05_04_2020_01_54_17
94.208.95.198,4684.0,No Mac indication (0x03),1691565,64,Ambit Microsystems Corporation,06_02_16_48_38,05_14_2025_02_55_53
94.211.157.77,4684.0,No Mac indication (0x03),1963079,108,Ambit Microsystems Corporation,06_02_16_48_38,05_10_2025_23_30_39
95.98.112.1,1344692224.0,not_set,65887611,4,unknown,06_02_16_48_38,05_02_2023_02_41_47
94.213.134.14,2863.0,No Mac indication (0x03),854857,1,Thomson Inc.,06_02_16_48_38,05_23_2025_19_21_01
93.186.184.129,1588.0,No Mac indication (0x03),44233291,0,"Brocade Communications Systems, Inc.",06_02_16_48_38,01_07_2024_17_47_07
94.210.143.68,2863.0,No Mac indication (0x03),80079,1,Thomson Inc.,06_02_16_48_38,06_01_2025_18_33_59
94.209.126.17,4684.0,No Mac indication (0x03),103187,86,Ambit Microsystems Corporation,06_02_16_48_38,06_01_2025_12_08_51
93.186.188.89,1588.0,No Mac indication (0x03),122972977,2,"Brocade Communications Systems, Inc.",06_02_16_48_38,07_10_2021_09_39_01
94.214.40.178,2863.0,No Mac indication (0x03),1120865,1,Thomson Inc.,06_02_16_48_38,05_20_2025_17_27_33
94.214.194.115,2863.0,No Mac indication (0x03),4262255,1,Thomson Inc.,06_02_16_48_38,04_14_2025_08_51_03
95.155.189.98,12356.0,No Mac indication (0x03),6326065,1742549141,"Fortinet, Inc.",06_02_16_48_38,03_21_2025_11_34_13
93.186.185.163,1588.0,No Mac indication (0x03),70139043,3,"Brocade Communications Systems, Inc.",06_02_16_48_38,03_13_2023_21_44_35
95.99.111.255,1344692224.0,not_set,57772149,9,unknown,06_02_16_48_38,08_04_2023_00_59_29
94.209.71.237,2863.0,No Mac indication (0x03),434789,1,Thomson Inc.,06_02_16_48_38,05_28_2025_16_02_09
95.99.102.1,1344692224.0,not_set,49385679,9,unknown,06_02_16_48_38,11_09_2023_02_33_59
95.98.48.0,1344692224.0,not_set,49473425,6,unknown,06_02_16_48_38,11_08_2023_02_11_33
109.72.89.2,1991.0,0012f29c3300,129443623,618,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_02_16_48_38,04_26_2021_12_14_55
94.215.72.55,4684.0,No Mac indication (0x03),3582439,92,Ambit Microsystems Corporation,06_02_16_48_38,04_22_2025_05_41_19
94.209.126.110,4684.0,No Mac indication (0x03),1118555,361,Ambit Microsystems Corporation,06_02_16_48_38,05_20_2025_18_06_03
95.98.165.255,1344692224.0,not_set,49386339,6,unknown,06_02_16_48_38,11_09_2023_02_22_59
109.72.88.147,1991.0,0012f29c3300,129443629,618,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_02_16_48_38,04_26_2021_12_14_49
93.186.184.225,1588.0,No Mac indication (0x03),122973025,2,"Brocade Communications Systems, Inc.",06_02_16_48_38,07_10_2021_09_38_13
93.174.93.1,1970372420.0,No Mac indication (0x03),21013889,4,unknown,06_02_16_48_38,10_02_2024_11_37_09
94.214.255.131,4684.0,No Mac indication (0x03),1497197,186,Ambit Microsystems Corporation,06_02_16_48_38,05_16_2025_08_55_21
95.98.223.255,1344692224.0,not_set,50507271,6,unknown,06_02_16_48_38,10_27_2023_03_00_47
94.214.84.134,2863.0,No Mac indication (0x03),19339,1,Thomson Inc.,06_02_16_48_38,06_02_2025_11_26_19
93.186.191.131,1588.0,No Mac indication (0x03),44229867,0,"Brocade Communications Systems, Inc.",06_02_16_48_38,01_07_2024_18_44_11
109.72.82.2,1991.0,0012f29c3300,129443783,618,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_02_16_48_38,04_26_2021_12_12_15
94.215.13.134,4684.0,No Mac indication (0x03),1887933,105,Ambit Microsystems Corporation,06_02_16_48_38,05_11_2025_20_23_05
94.102.49.1,1970372420.0,No Mac indication (0x03),21014047,4,unknown,06_02_16_48_38,10_02_2024_11_34_31
93.186.184.65,1588.0,No Mac indication (0x03),70140803,6,"Brocade Communications Systems, Inc.",06_02_16_48_38,03_13_2023_21_15_15
94.213.5.50,2863.0,No Mac indication (0x03),964283,1,Thomson Inc.,06_02_16_48_38,05_22_2025_12_57_15
94.208.201.43,2863.0,No Mac indication (0x03),1760019,1,Thomson Inc.,06_02_16_48_38,05_13_2025_07_54_59
94.214.194.73,4684.0,No Mac indication (0x03),843589,159,Ambit Microsystems Corporation,06_02_16_48_38,05_23_2025_22_28_49
95.99.252.0,1344692224.0,not_set,50510447,6,unknown,06_02_16_48_38,10_27_2023_02_07_51
94.210.128.165,4684.0,No Mac indication (0x03),3577729,123,Ambit Microsystems Corporation,06_02_16_48_38,04_22_2025_06_59_49
95.128.2.195,1916.0,748ef8a91c00,632571,147,Extreme Networks,06_02_16_48_38,05_26_2025_09_05_47
94.211.105.156,2863.0,No Mac indication (0x03),3952185,1,Thomson Inc.,06_02_16_48_38,04_17_2025_22_58_53
94.210.18.132,4684.0,No Mac indication (0x03),2008997,39,Ambit Microsystems Corporation,06_02_16_48_38,05_10_2025_10_45_21
94.211.42.209,4684.0,No Mac indication (0x03),228547,31,Ambit Microsystems Corporation,06_02_16_48_38,05_31_2025_01_19_31
95.98.156.1,1344692224.0,not_set,49992221,7,unknown,06_02_16_48_38,11_02_2023_02_04_57
94.209.93.131,2863.0,No Mac indication (0x03),1168407,1,Thomson Inc.,06_02_16_48_38,05_20_2025_04_15_11
95.98.224.1,1344692224.0,not_set,50599505,10,unknown,06_02_16_48_38,10_26_2023_01_23_33
95.99.83.255,1344692224.0,not_set,57771783,7,unknown,06_02_16_48_38,08_04_2023_01_05_35
94.215.196.168,4684.0,No Mac indication (0x03),1360919,301,Ambit Microsystems Corporation,06_02_16_48_38,05_17_2025_22_46_39
94.102.55.129,1970372420.0,No Mac indication (0x03),21014129,4,unknown,06_02_16_48_38,10_02_2024_11_33_09
94.211.147.196,2863.0,No Mac indication (0x03),1644061,1,Thomson Inc.,06_02_16_48_38,05_14_2025_16_07_37
94.208.182.252,4684.0,No Mac indication (0x03),2344911,71,Ambit Microsystems Corporation,06_02_16_48_38,05_06_2025_13_26_47
94.213.63.173,2863.0,No Mac indication (0x03),1124395,1,Thomson Inc.,06_02_16_48_38,05_20_2025_16_28_43
94.210.74.171,4684.0,No Mac indication (0x03),2265633,51,Ambit Microsystems Corporation,06_02_16_48_38,05_07_2025_11_28_05
94.142.215.106,12356.0,No Mac indication (0x03),275761,1717963905,"Fortinet, Inc.",06_02_16_48_38,05_30_2025_12_12_37
94.211.156.242,4684.0,No Mac indication (0x03),1483939,101,Ambit Microsystems Corporation,06_02_16_48_38,05_16_2025_12_36_19
95.97.79.74,8741.0,18b1691028bc,4203495,7,"SonicWALL, Inc.",06_02_16_48_38,04_15_2025_01_10_23
95.99.128.255,1344692224.0,not_set,49903729,8,unknown,06_02_16_48_38,11_03_2023_02_39_49
94.215.139.12,2863.0,No Mac indication (0x03),676095,1,Thomson Inc.,06_02_16_48_38,05_25_2025_21_00_23
94.210.102.41,2863.0,No Mac indication (0x03),2288629,1,Thomson Inc.,06_02_16_48_38,05_07_2025_05_04_49
94.211.124.163,2863.0,No Mac indication (0x03),269017,1,Thomson Inc.,06_02_16_48_38,05_30_2025_14_05_01
94.209.16.132,2863.0,No Mac indication (0x03),1131521,1,Thomson Inc.,06_02_16_48_38,05_20_2025_14_29_57
94.215.8.140,4684.0,No Mac indication (0x03),740495,27,Ambit Microsystems Corporation,06_02_16_48_38,05_25_2025_03_07_03
93.186.183.65,1588.0,No Mac indication (0x03),70140945,6,"Brocade Communications Systems, Inc.",06_02_16_48_38,03_13_2023_21_12_53
94.157.104.1,1344692224.0,not_set,65112489,5,unknown,06_02_16_48_38,05_11_2023_02_00_29
94.210.115.198,4684.0,No Mac indication (0x03),955135,237,Ambit Microsystems Corporation,06_02_16_48_38,05_22_2025_15_29_43
109.72.87.196,1991.0,000cdbf9cf00,158277943,634,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_02_16_48_38,05_27_2020_18_42_55
94.208.48.11,4684.0,No Mac indication (0x03),2342927,53,Ambit Microsystems Corporation,06_02_16_48_38,05_06_2025_13_59_51
94.209.214.72,4684.0,No Mac indication (0x03),3421885,271833,Ambit Microsystems Corporation,06_02_16_48_38,04_24_2025_02_17_13
109.72.81.2,1991.0,0012f29c3300,129443961,618,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_02_16_48_38,04_26_2021_12_09_17
94.210.22.251,4684.0,No Mac indication (0x03),3835757,30,Ambit Microsystems Corporation,06_02_16_48_38,04_19_2025_07_19_21
103.75.71.65,1970372500.0,No Mac indication (0x03),38662149,8,unknown,06_02_16_48_38,03_12_2024_05_19_29
94.211.120.76,4684.0,No Mac indication (0x03),93385,95,Ambit Microsystems Corporation,06_02_16_48_38,06_01_2025_14_52_13
94.208.113.237,4684.0,No Mac indication (0x03),3266649,78,Ambit Microsystems Corporation,06_02_16_48_38,04_25_2025_21_24_29
94.210.14.211,4684.0,No Mac indication (0x03),2900545,69,Ambit Microsystems Corporation,06_02_16_48_38,04_30_2025_03_06_13
95.97.80.86,12356.0,No Mac indication (0x03),2356923,1746517913,"Fortinet, Inc.",06_02_16_48_38,05_06_2025_10_06_35
94.209.105.146,4684.0,No Mac indication (0x03),2386173,122,Ambit Microsystems Corporation,06_02_16_48_38,05_06_2025_01_59_05
94.209.140.233,2863.0,No Mac indication (0x03),233461,1,Thomson Inc.,06_02_16_48_38,05_30_2025_23_57_37
94.215.41.239,2863.0,No Mac indication (0x03),2719601,1,Thomson Inc.,06_02_16_48_38,05_02_2025_05_21_57
94.208.121.60,2863.0,No Mac indication (0x03),975641,1,Thomson Inc.,06_02_16_48_38,05_22_2025_09_47_57
94.212.129.253,2863.0,No Mac indication (0x03),2970943,1,Thomson Inc.,06_02_16_48_38,04_29_2025_07_32_55
94.209.146.50,2863.0,No Mac indication (0x03),1945303,1,Thomson Inc.,06_02_16_48_38,05_11_2025_04_26_55
94.208.36.54,4684.0,No Mac indication (0x03),229565,99,Ambit Microsystems Corporation,06_02_16_48_38,05_31_2025_01_02_33
94.213.29.17,4684.0,No Mac indication (0x03),284347,528,Ambit Microsystems Corporation,06_02_16_48_38,05_30_2025_09_49_31
81.171.37.163,1970372420.0,No Mac indication (0x03),81508471,23,unknown,06_02_17_36_23,11_02_2022_08_21_52
79.143.215.98,52642.0,649d99d2526a,39664219,3,FS.COM INC,06_02_17_36_23,02_29_2024_15_46_04
80.56.102.77,2863.0,No Mac indication (0x03),2060043,1,Thomson Inc.,06_02_17_36_23,05_09_2025_21_22_20
80.114.79.247,2863.0,No Mac indication (0x03),1427403,1,Thomson Inc.,06_02_17_36_23,05_17_2025_05_06_20
82.75.144.167,4684.0,No Mac indication (0x03),550673,33,Ambit Microsystems Corporation,06_02_17_36_23,05_27_2025_08_38_30
82.174.183.255,1344692224.0,not_set,49301641,8,unknown,06_02_17_36_23,11_10_2023_02_42_22
82.73.96.157,2863.0,No Mac indication (0x03),4193765,1,Thomson Inc.,06_02_17_36_23,04_15_2025_04_40_18
82.174.149.1,1344692224.0,not_set,50513099,6,unknown,06_02_17_36_23,10_27_2023_02_11_24
80.114.94.105,4684.0,No Mac indication (0x03),295393,228,Ambit Microsystems Corporation,06_02_17_36_23,05_30_2025_07_33_10
77.251.167.104,2863.0,No Mac indication (0x03),1954071,1,Thomson Inc.,06_02_17_36_23,05_11_2025_02_48_32
82.101.250.149,2863.0,No Mac indication (0x03),2250517,1,Thomson Inc.,06_02_17_36_23,05_07_2025_16_27_46
77.248.81.68,4684.0,No Mac indication (0x03),1068353,313,Ambit Microsystems Corporation,06_02_17_36_23,05_21_2025_08_50_30
81.171.65.67,1970372420.0,No Mac indication (0x03),81505703,14,unknown,06_02_17_36_23,11_02_2022_09_08_00
82.174.148.0,1344692224.0,not_set,49906625,7,unknown,06_02_17_36_23,11_03_2023_02_39_18
80.112.93.113,2863.0,No Mac indication (0x03),1127727,1,Thomson Inc.,06_02_17_36_23,05_20_2025_16_20_56
80.112.10.144,4684.0,No Mac indication (0x03),28205,63,Ambit Microsystems Corporation,06_02_17_36_23,06_02_2025_09_46_18
80.114.35.12,2863.0,No Mac indication (0x03),3225681,1,Thomson Inc.,06_02_17_36_23,04_26_2025_09_35_02
80.82.76.65,1970372420.0,No Mac indication (0x03),21016757,4,unknown,06_02_17_36_23,10_02_2024_11_37_06
81.171.32.8,1970372548.0,No Mac indication (0x03),85040985,13,unknown,06_02_17_36_23,09_22_2022_11_06_38
80.114.255.247,4684.0,No Mac indication (0x03),3329553,1327,Ambit Microsystems Corporation,06_02_17_36_23,04_25_2025_04_43_50
80.115.50.107,2863.0,No Mac indication (0x03),2369375,1,Thomson Inc.,06_02_17_36_23,05_06_2025_07_26_48
80.114.19.137,4684.0,No Mac indication (0x03),1770519,34,Ambit Microsystems Corporation,06_02_17_36_23,05_13_2025_05_47_44
80.115.139.233,4684.0,No Mac indication (0x03),2243273,157,Ambit Microsystems Corporation,06_02_17_36_23,05_07_2025_18_28_30
82.174.240.255,1344692224.0,not_set,49993033,8,unknown,06_02_17_36_23,11_02_2023_02_39_10
82.101.244.95,2863.0,No Mac indication (0x03),2294191,1,Thomson Inc.,06_02_17_36_23,05_07_2025_04_19_52
80.67.33.186,4413.0,No Mac indication (0x03),1111675,1,Broadcom Limited,06_02_17_36_23,05_20_2025_20_48_28
81.171.92.245,1991.0,748ef8232a60,230056151,0,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_02_17_36_23,02_17_2018_01_07_12
80.115.72.70,2863.0,No Mac indication (0x03),246229,1,Thomson Inc.,06_02_17_36_23,05_30_2025_21_12_34
81.171.32.10,1970372392.0,No Mac indication (0x03),85650479,26,unknown,06_02_17_36_23,09_15_2022_09_48_24
82.101.229.163,4684.0,No Mac indication (0x03),559521,358,Ambit Microsystems Corporation,06_02_17_36_23,05_27_2025_06_11_02
82.174.187.255,1344692224.0,not_set,50080655,7,unknown,06_02_17_36_23,11_01_2023_02_18_48
82.75.147.96,4684.0,No Mac indication (0x03),477939,72,Ambit Microsystems Corporation,06_02_17_36_23,05_28_2025_04_50_44
81.28.84.229,2021.0,No Mac indication (0x03),1748878199,17,"U.C. Davis, ECE Dept. Tom",06_02_17_36_23,01_01_1970_02_06_24
82.74.67.200,4684.0,No Mac indication (0x03),12425,433,Ambit Microsystems Corporation,06_02_17_36_23,06_02_2025_14_09_18
80.231.152.192,942682160.0,not_set,9435713,1314,unknown,06_02_17_36_23,02_13_2025_12_34_30
81.171.63.252,1970372392.0,No Mac indication (0x03),45947425,18,unknown,06_02_17_36_23,12_18_2023_22_25_58
77.251.75.227,4684.0,No Mac indication (0x03),1111429,98,Ambit Microsystems Corporation,06_02_17_36_23,05_20_2025_20_52_34
82.75.203.99,2863.0,No Mac indication (0x03),2353245,1,Thomson Inc.,06_02_17_36_23,05_06_2025_11_55_38
82.174.104.1,1344692224.0,not_set,49476425,6,unknown,06_02_17_36_23,11_08_2023_02_09_18
80.67.33.177,4413.0,No Mac indication (0x03),167847,1,Broadcom Limited,06_02_17_36_23,05_31_2025_18_58_56
82.75.60.163,4684.0,No Mac indication (0x03),2976983,540,Ambit Microsystems Corporation,06_02_17_36_23,04_29_2025_06_40_00
81.171.92.251,1991.0,748ef8ccb1c0,1256430141,0,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_02_17_36_23,08_09_1985_17_14_02
82.94.215.1,6027.0,not_set,787307,1,"Force10 Networks, Inc.",06_02_17_36_23,05_24_2025_14_54_36
80.115.108.177,4684.0,No Mac indication (0x03),1689261,340,Ambit Microsystems Corporation,06_02_17_36_23,05_14_2025_04_22_02
82.73.98.38,4684.0,No Mac indication (0x03),1467735,132,Ambit Microsystems Corporation,06_02_17_36_23,05_16_2025_17_54_08
80.115.103.4,2863.0,No Mac indication (0x03),3250157,1,Thomson Inc.,06_02_17_36_23,04_26_2025_02_47_06
80.115.103.122,2863.0,No Mac indication (0x03),3874667,1,Thomson Inc.,06_02_17_36_23,04_18_2025_21_18_36
79.99.128.26,1991.0,0012f29c3300,129446671,618,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_02_17_36_23,04_26_2021_12_11_52
82.73.96.184,2863.0,No Mac indication (0x03),2206119,1,Thomson Inc.,06_02_17_36_23,05_08_2025_04_47_44
81.30.38.129,11.0,not_set,18507511,25,Hewlett-Packard,06_02_17_36_23,10_31_2024_12_37_52
82.74.77.245,2863.0,No Mac indication (0x03),2145645,1,Thomson Inc.,06_02_17_36_23,05_08_2025_21_35_38
80.112.19.251,2863.0,No Mac indication (0x03),187749,1,Thomson Inc.,06_02_17_36_23,05_31_2025_13_27_14
77.251.190.244,2863.0,No Mac indication (0x03),236035,1,Thomson Inc.,06_02_17_36_23,05_31_2025_00_02_28
81.171.92.250,1991.0,748ef8ccb200,1256440255,0,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_02_17_36_23,08_09_1985_14_25_28
80.112.42.183,4684.0,No Mac indication (0x03),1802561,235,Ambit Microsystems Corporation,06_02_17_36_23,05_12_2025_20_53_42
82.75.248.138,2863.0,No Mac indication (0x03),2959379,1,Thomson Inc.,06_02_17_36_23,04_29_2025_11_33_24
80.115.118.99,4684.0,No Mac indication (0x03),545125,313,Ambit Microsystems Corporation,06_02_17_36_23,05_27_2025_10_10_58
82.72.156.20,2863.0,No Mac indication (0x03),3495077,1,Thomson Inc.,06_02_17_36_23,04_23_2025_06_45_06
82.74.227.119,4684.0,No Mac indication (0x03),1079357,712,Ambit Microsystems Corporation,06_02_17_36_23,05_21_2025_05_47_06
81.171.33.205,1970372420.0,No Mac indication (0x03),81508733,23,unknown,06_02_17_36_23,11_02_2022_08_17_30
82.72.131.68,2863.0,No Mac indication (0x03),1367221,1,Thomson Inc.,06_02_17_36_23,05_17_2025_21_49_22
80.112.89.169,4684.0,No Mac indication (0x03),578459,449,Ambit Microsystems Corporation,06_02_17_36_23,05_27_2025_00_55_24
79.132.128.3,1970372468.0,No Mac indication (0x03),8632015,8,unknown,06_02_17_36_23,02_22_2025_19_49_28
80.115.85.3,2863.0,No Mac indication (0x03),2119931,1,Thomson Inc.,06_02_17_36_23,05_09_2025_04_44_12
82.74.229.153,2863.0,No Mac indication (0x03),4160117,1,Thomson Inc.,06_02_17_36_23,04_15_2025_14_01_06
80.114.52.46,4684.0,No Mac indication (0x03),1737035,409,Ambit Microsystems Corporation,06_02_17_36_23,05_13_2025_15_05_48
80.114.57.96,2863.0,No Mac indication (0x03),179219,1,Thomson Inc.,06_02_17_36_23,05_31_2025_15_49_24
82.75.241.137,2863.0,No Mac indication (0x03),3218609,1,Thomson Inc.,06_02_17_36_23,04_26_2025_11_32_54
79.99.129.2,1991.0,0012f29c3300,129446801,618,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_02_17_36_23,04_26_2021_12_09_42
82.74.73.108,4684.0,No Mac indication (0x03),95935,361,Ambit Microsystems Corporation,06_02_17_36_23,06_01_2025_14_57_28
82.75.118.23,2863.0,No Mac indication (0x03),1500329,1,Thomson Inc.,06_02_17_36_23,05_16_2025_08_50_54
82.72.192.142,2863.0,No Mac indication (0x03),2296593,1,Thomson Inc.,06_02_17_36_23,05_07_2025_03_39_50
81.171.91.2,1970372420.0,No Mac indication (0x03),81508823,23,unknown,06_02_17_36_23,11_02_2022_08_16_00
81.29.200.190,232.0,No Mac indication (0x03),1529897,12,Compaq,06_02_17_36_23,05_16_2025_00_38_06
82.72.18.64,2863.0,No Mac indication (0x03),3573141,1,Thomson Inc.,06_02_17_36_23,04_22_2025_09_04_02
82.73.133.240,4684.0,No Mac indication (0x03),800589,134,Ambit Microsystems Corporation,06_02_17_36_23,05_24_2025_11_13_14
81.171.73.2,1970372420.0,No Mac indication (0x03),81508847,23,unknown,06_02_17_36_23,11_02_2022_08_15_36
80.114.25.123,2863.0,No Mac indication (0x03),2298779,1,Thomson Inc.,06_02_17_36_23,05_07_2025_03_03_24
81.171.93.3,1970372420.0,No Mac indication (0x03),81506077,14,unknown,06_02_17_36_23,11_02_2022_09_01_46
81.171.101.254,1970372420.0,No Mac indication (0x03),81506079,14,unknown,06_02_17_36_23,11_02_2022_09_01_44
81.171.64.2,1970372420.0,No Mac indication (0x03),81508869,23,unknown,06_02_17_36_23,11_02_2022_08_15_14
82.75.69.234,2863.0,No Mac indication (0x03),363169,1,Thomson Inc.,06_02_17_36_23,05_29_2025_12_43_34
82.72.201.170,2863.0,No Mac indication (0x03),229821,1,Thomson Inc.,06_02_17_36_23,05_31_2025_01_46_02
80.115.134.102,4684.0,No Mac indication (0x03),2691061,147,Ambit Microsystems Corporation,06_02_17_36_23,05_02_2025_14_05_22
80.115.12.159,4684.0,No Mac indication (0x03),3457941,359,Ambit Microsystems Corporation,06_02_17_36_23,04_23_2025_17_04_02
79.99.129.65,1991.0,000cdbf9cf00,158280871,634,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_02_17_36_23,05_27_2020_18_41_52
80.115.184.183,2863.0,No Mac indication (0x03),665773,1,Thomson Inc.,06_02_17_36_23,05_26_2025_00_40_10
80.114.117.214,4684.0,No Mac indication (0x03),158649,81,Ambit Microsystems Corporation,06_02_17_36_23,05_31_2025_21_32_14
82.75.207.224,4684.0,No Mac indication (0x03),620013,145,Ambit Microsystems Corporation,06_02_17_36_23,05_26_2025_13_22_50
80.114.29.46,4684.0,No Mac indication (0x03),721921,206,Ambit Microsystems Corporation,06_02_17_36_23,05_25_2025_09_04_22
82.75.248.187,4684.0,No Mac indication (0x03),3559133,6,Ambit Microsystems Corporation,06_02_17_36_23,04_22_2025_12_57_30
80.115.59.252,4684.0,No Mac indication (0x03),1193073,132,Ambit Microsystems Corporation,06_02_17_36_23,05_19_2025_22_11_50
185.94.237.213,1970372504.0,No Mac indication (0x03),50559386.0,7.0,unknown,06_03_17_41_23,10_27_2023_13_24_57
185.216.143.115,232.0,No Mac indication (0x03),1748963496.0,12.0,Compaq,06_03_17_41_23,01_01_1970_02_29_47
185.173.162.19,8741.0,18b1693ccce4,429756.0,2.0,"SonicWALL, Inc.",06_03_17_41_23,05_29_2025_18_18_47
185.110.112.225,25506.0,No Mac indication (0x03),72246046.0,1.0,H3C,06_03_17_41_23,02_18_2023_13_20_37
185.7.99.30,1970372504.0,No Mac indication (0x03),98003668.0,3.0,unknown,06_03_17_41_23,04_26_2022_10_26_55
185.209.39.142,232.0,No Mac indication (0x03),1748964031.0,12.0,Compaq,06_03_17_41_23,01_01_1970_02_20_52
185.190.66.153,25506.0,No Mac indication (0x03),193974982.0,2.0,H3C,06_03_17_41_23,04_11_2019_15_45_01
185.54.160.1,1970372352.0,No Mac indication (0x03),99130383.0,1.0,unknown,06_03_17_41_23,04_13_2022_09_28_20
185.64.123.241,25506.0,No Mac indication (0x03),193974982.0,2.0,H3C,06_03_17_41_23,04_11_2019_15_45_01
178.85.239.97,4684.0,No Mac indication (0x03),1686683.0,481.0,Ambit Microsystems Corporation,06_03_17_41_23,05_15_2025_05_10_00
185.107.101.229,25506.0,No Mac indication (0x03),4626389.0,3.0,H3C,06_03_17_41_23,04_11_2025_04_34_54
185.29.203.191,1970372352.0,No Mac indication (0x03),193604548.0,6.0,unknown,06_03_17_41_23,04_15_2019_22_38_55
185.6.160.155,1991.0,609c9f45e303,65633556.0,26.0,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_03_17_41_23,05_06_2023_02_08_47
185.6.51.255,2352.0,No Mac indication (0x03),58670998.0,13.0,"Ericsson, Inc. (formerly 'RedBack Networks')",06_03_17_41_23,07_25_2023_16_11_25
185.10.156.37,1970372352.0,No Mac indication (0x03),9208346.0,13.0,unknown,06_03_17_41_23,02_17_2025_03_48_57
185.187.12.95,1991.0,0012f29c3300,129532517.0,618.0,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_03_17_41_23,04_26_2021_12_26_06
185.7.98.29,1970372504.0,No Mac indication (0x03),98003127.0,3.0,unknown,06_03_17_41_23,04_26_2022_10_35_56
178.20.168.14,1991.0,748ef8aa3820,655943613.0,0.0,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')",06_03_17_41_23,08_20_2004_19_07_50
188.90.40.0,1344692224.0,not_set,49388089.0,6.0,unknown,06_03_17_41_23,11_10_2023_02_46_34
185.113.85.114,1588.0,No Mac indication (0x03),44322227.0,0.0,"Brocade Communications Systems, Inc.",06_03_17_41_23,01_07_2024_17_57_36
