IP,EngineID,Engine Boots,Engine Time,Enterprise Code,MAC,Vendor
82.75.135.99,80000b2f05705a9e61f0a533,1,4043346,2863.0,No Mac indication (0x03),Thomson Inc.
81.173.3.225,80000009030024161bb0db80,15,37832957,9.0,0024161bb0db80,ciscoSystems
80.247.167.1,8000000903f80f6fe4c650,0,0,9.0,f80f6fe4c650,ciscoSystems
80.113.27.130,8000000903003891b7b49900,8,34680866,9.0,003891b7b49900,ciscoSystems
81.173.127.82,8000000903000006f605c996,4,76206773,9.0,000006f605c996,ciscoSystems
80.65.118.190,8000000903000845d1b34c00,26,21768970,9.0,000845d1b34c00,ciscoSystems
78.40.192.12,80001f8880b39cb12e7805326800000000,3,763851,8072.0,No Mac indication (0x03),net-snmp
81.173.59.123,800007db03042758474a83,49,35536861,2011.0,042758474a83,"HUAWEI Technology Co.,Ltd"
81.173.124.66,80000a4c0151ad7c42,6,8482087,2636.0,No Mac indication (0x03),"Juniper Networks, Inc."
77.248.101.0,8000000903007001b5cd7800,10,28915238,9.0,007001b5cd7800,ciscoSystems
80.85.244.7,80001f8880994921470952a45a00000000,8,42960675,8072.0,No Mac indication (0x03),net-snmp
81.171.37.163,f5717f444ca88d95d300,23,81508471,1970372420.0,No Mac indication (0x03),
80.249.214.8,0000000903008478ac67eafe,41,136221164,9.0,not_set,ciscoSystems
81.173.125.67,800007db0380b5752cf26b,20,7777302,2011.0,80b5752cf26b,"HUAWEI Technology Co.,Ltd"
80.113.27.63,80000009030024169daa1c00,10,59453273,9.0,0024169daa1c00,ciscoSystems
79.143.215.98,8000cda203649d99d2526a,3,39664219,52642.0,649d99d2526a,FS.COM INC
80.113.101.152,800000090300e462c4791e80,6,39769009,9.0,00e462c4791e80,ciscoSystems
82.73.65.0,800000090300d4ad710d0000,8,33059725,9.0,00d4ad710d0000,ciscoSystems
80.56.102.77,80000b2f05b0c28777d25733,1,2060043,2863.0,No Mac indication (0x03),Thomson Inc.
80.65.118.149,80000009030028affdf0d600,10,10205273,9.0,0028affdf0d600,ciscoSystems
77.251.104.1,800000090300285261fa5c00,36,25372819,9.0,00285261fa5c00,ciscoSystems
80.113.211.174,80001f8880169201797e06bd5a,36017,13116,8072.0,No Mac indication (0x03),net-snmp
82.74.181.255,800000090300002790ffa800,36,31848957,9.0,00002790ffa800,ciscoSystems
78.108.138.13,800000090300ec447630f483,12,342859663,9.0,00ec447630f483,ciscoSystems
80.252.86.98,800000090300848a8d986d20,39,58410601,9.0,00848a8d986d20,ciscoSystems
77.250.61.0,80000009030028526128e000,10,4668615,9.0,0028526128e000,ciscoSystems
80.56.206.0,80000009030094d469541400,9,28224329,9.0,0094d469541400,ciscoSystems
81.173.124.209,80000a4c01c0a8b23c,3,20409566,2636.0,No Mac indication (0x03),"Juniper Networks, Inc."
82.75.37.168,8000124c05485ab6b531f933,147,892296,4684.0,No Mac indication (0x03),Ambit Microsystems Corporation
