IP,EngineID,Engine Boots,Engine Time,Enterprise Code,MAC,Vendor
145.220.141.2,80001f8880261889700e3bf35f00000000,17,4527807,8072.0,No Mac indication (0x03),net-snmp
147.75.86.84,1e6b4e210c2937aa171fa8594c1ad534a24aa3e52a767685a788c5e0016e5026,611,19826891,510348833.0,not_set,
151.248.19.189,8000000903000014a90461f8,7,43197949,9.0,000014a90461f8,ciscoSystems
145.222.217.49,80000009038c9461e5d328,0,0,9.0,8c9461e5d328,ciscoSystems
154.14.98.207,800000090300c014fe350680,27,23446352,9.0,00c014fe350680,ciscoSystems
149.143.18.137,800000090300588b1c9d3680,16,3646212,9.0,00588b1c9d3680,ciscoSystems
151.248.51.119,80000009030070695ae3adc4,2,3302550,9.0,0070695ae3adc4,ciscoSystems
147.75.86.7,387163da405e28ed2cc084e758d4452b674c128067d8fbf557956acfa16c7e06,16,19826891,946955226.0,not_set,
151.248.50.208,80000009030004627315b4ff,1,3306204,9.0,0004627315b4ff,ciscoSystems
145.220.141.124,80001f8880261889700e3bf35f00000000,17,4527808,8072.0,No Mac indication (0x03),net-snmp
151.248.51.199,800000090300c4f7d5b96f4d,2,2703754,9.0,00c4f7d5b96f4d,ciscoSystems
154.14.98.210,80000009030000876492d5d4,1,17107922,9.0,0000876492d5d4,ciscoSystems
145.220.141.244,80001f8880261889700e3bf35f00000000,17,4527808,8072.0,No Mac indication (0x03),net-snmp
145.220.141.141,80001f8880261889700e3bf35f00000000,17,4527808,8072.0,No Mac indication (0x03),net-snmp
145.222.230.105,8000000903003a9c11d1a0,0,0,9.0,003a9c11d1a0,ciscoSystems
149.143.24.137,800000090300588b1c9cb800,19,17540370,9.0,00588b1c9cb800,ciscoSystems
149.143.50.145,8000000903004c5d3c13d400,48,8464262,9.0,004c5d3c13d400,ciscoSystems
151.248.51.56,800000090300c4f7d50b2a3d,2,3305207,9.0,00c4f7d50b2a3d,ciscoSystems
147.123.195.233,0000197f0000185b00a6752c,3,21168334,6527.0,not_set,Nokia (formerly 'Alcatel-Lucent')
151.248.55.150,8000000903006cb2aed2266f,3,536996,9.0,006cb2aed2266f,ciscoSystems
145.220.141.130,80001f8880261889700e3bf35f00000000,17,4527810,8072.0,No Mac indication (0x03),net-snmp
145.222.230.90,8000000903003a9c11d1a0,0,0,9.0,003a9c11d1a0,ciscoSystems
149.143.9.225,800000090300588b1c9c9880,4,31452783,9.0,00588b1c9c9880,ciscoSystems
149.143.9.6,80001f8880203b4f4c93f7bf67,1,8221728,8072.0,No Mac indication (0x03),net-snmp
154.14.176.142,800000090300f01d2db14117,58,2160413,9.0,00f01d2db14117,ciscoSystems
149.143.9.4,80001f8880203b4f4c93f7bf67,1,8221729,8072.0,No Mac indication (0x03),net-snmp
145.222.217.51,80000009034014827c569c,0,0,9.0,4014827c569c,ciscoSystems
151.236.149.63,80000009030040017aa25c89,3,12362582,9.0,0040017aa25c89,ciscoSystems
151.236.146.63,800000090300ecf40cc24e00,3,11503161,9.0,00ecf40cc24e00,ciscoSystems
151.248.54.175,800000090300003a7dcb2b5d,9,6569632,9.0,00003a7dcb2b5d,ciscoSystems
147.75.86.42,16dc3f78a90a877faf848c6e3bb8c48e880efdf5f7f9aeb80a1030c5921cc888,16,19826895,383532920.0,not_set,
151.248.49.254,80000009030040017a87922c,2,55914181,9.0,0040017a87922c,ciscoSystems
145.220.141.184,80001f8880261889700e3bf35f00000000,17,4527816,8072.0,No Mac indication (0x03),net-snmp
145.222.217.57,8000000903ccd3423c2728,0,0,9.0,ccd3423c2728,ciscoSystems
145.220.141.206,80001f8880261889700e3bf35f00000000,17,4527816,8072.0,No Mac indication (0x03),net-snmp
147.78.241.13,80001f888060ae5e480b64ca6300000000,11,36137988,8072.0,No Mac indication (0x03),net-snmp
149.143.20.81,80000009030070df2f8c3b80,2,65331234,9.0,0070df2f8c3b80,ciscoSystems
151.248.52.206,800000090300502fa8c370df,3,53644563,9.0,00502fa8c370df,ciscoSystems
