IP,EngineID,Engine Boots,Engine Time,Enterprise Code,MAC,Vendor
159.100.121.49,800033870370fc8c161dbe,0,0,13191.0,70fc8c161dbe,OneAccess
185.226.79.57,800000090300482e72fe6e80,6,41181064,9.0,00482e72fe6e80,ciscoSystems
157.97.204.170,800007db03c0e0185dc5f8,15,18605596,2011.0,c0e0185dc5f8,"HUAWEI Technology Co.,Ltd"
185.94.237.213,f5717f985d822a11eb00,7,50559386,1970372504.0,No Mac indication (0x03),
159.100.109.233,800007db03dcef8082eb97,13,29581,2011.0,dcef8082eb97,"HUAWEI Technology Co.,Ltd"
185.216.143.115,800000e804435a3335333743335432,12,1748963496,232.0,No Mac indication (0x03),Compaq
185.54.181.156,800000090300cc167e46a3b2,3,45115413,9.0,00cc167e46a3b2,ciscoSystems
159.100.126.145,800007db03d8109fc2eb94,32,4779718,2011.0,d8109fc2eb94,"HUAWEI Technology Co.,Ltd"
185.121.110.129,80003a8c04,0,0,,invalid,
188.92.60.120,800000090300cc46d672e500,35,28348996,9.0,00cc46d672e500,ciscoSystems
185.89.153.105,800000090300500f8054cd80,15,6566838,9.0,00500f8054cd80,ciscoSystems
178.250.197.159,80000009030040f4ec696f81,2,229925635,9.0,0040f4ec696f81,ciscoSystems
188.203.87.169,800000090300007888be41c0,2,10043592,9.0,00007888be41c0,ciscoSystems
185.40.252.63,800000090300a46c2ac3f9d0,3,5264841,9.0,00a46c2ac3f9d0,ciscoSystems
185.62.117.143,000000090300cced4dbbb7d0,3,7167818,9.0,not_set,ciscoSystems
185.121.112.9,800000090300e4c7229aaca8,4,1798355,9.0,00e4c7229aaca8,ciscoSystems
185.173.162.19,800022250318b1693ccce4,2,429756,8741.0,18b1693ccce4,"SonicWALL, Inc."
185.110.112.225,800063a280784859ec97cd00000001,1,72246046,25506.0,No Mac indication (0x03),H3C
185.254.41.81,0000000903005c3e06c2abe6,9,25197463,9.0,not_set,ciscoSystems
185.62.119.79,000000090300cced4dbbb7d0,3,7167818,9.0,not_set,ciscoSystems
185.138.58.218,80000a4c01b98a3b04,5,36916443,2636.0,No Mac indication (0x03),"Juniper Networks, Inc."
185.254.42.66,800000090300bc1665890e5a,1,7196551,9.0,00bc1665890e5a,ciscoSystems
159.100.111.145,800007db03a0a33b3d9183,91,2667099,2011.0,a0a33b3d9183,"HUAWEI Technology Co.,Ltd"
159.100.84.62,8000000903003891b7bb3180,10,36879608,9.0,003891b7bb3180,ciscoSystems
185.7.99.30,f5717f985d82179aa500,3,98003668,1970372504.0,No Mac indication (0x03),
