IP,asn_num,asn_description,asn_country,asn_date,cidr
31.200.211.66,20559,Networking,NL,2011-08-05,31.200.208.0/21
5.255.77.60,50673,Enterprise,NL,2012-09-14,5.255.77.0/24
5.104.136.233,43350,Networking,NL,2012-06-29,5.104.136.0/24
46.19.220.3,20559,Networking,NL,2010-11-18,46.19.220.0/24
45.152.39.191,50917,Unknown,NL,2019-09-11,45.152.39.0/24
46.23.83.130,60131,Unknown,NL,2010-12-02,46.23.83.128/27
46.231.19.213,201290,Networking,NL,2011-02-04,46.231.19.0/24
5.255.90.78,50673,Enterprise,NL,2012-09-14,5.255.90.0/24
31.200.210.35,20559,Networking,NL,2011-08-05,31.200.210.32/27
31.21.187.255,50266,Unknown,NL,2011-03-25,31.21.0.0/16
45.80.100.128,393894,Hardware,NL,2019-05-15,45.80.100.0/23
45.83.205.65,211588,Unknown,NL,2019-05-28,45.83.205.0/24
45.116.104.198,215481,Enterprise,NL,2015-05-05,45.116.104.0/24
31.20.220.1,50266,Unknown,NL,2011-03-25,31.20.0.0/16
45.150.106.194,60893,Networking,NL,2019-09-06,45.150.106.0/23
5.10.119.139,36351,Unknown,NL,2012-04-27,5.10.116.0/22
46.145.52.226,1136,Networking,NL,2010-10-04,46.145.52.224/29
31.200.210.226,20559,Networking,NL,2011-08-05,31.200.208.0/21
31.201.84.0,50266,Unknown,NL,2011-04-28,31.201.0.0/17
31.184.94.0,50266,Unknown,NL,2011-03-01,31.184.64.0/18
31.20.206.1,50266,Unknown,NL,2011-03-25,31.20.0.0/16
31.200.215.115,20559,Networking,NL,2011-08-05,31.200.208.0/21
5.104.141.105,64437,Networking,NL,2012-06-29,5.104.141.0/24
37.143.86.197,50266,Unknown,NL,2012-03-01,37.143.86.0/23
31.200.209.115,20559,Networking,NL,2011-08-05,31.200.209.112/28
5.132.63.1,50266,Unknown,NL,2012-07-02,5.132.0.0/18
5.172.46.2,20559,Networking,NL,2012-07-30,5.172.46.0/24
31.25.100.129,48635,Unknown,NL,2011-03-03,31.25.96.0/21
37.72.99.156,61029,Enterprise,NL,2012-01-26,37.72.99.0/24
5.39.223.242,57043,Unknown,NL,2012-05-16,5.39.216.0/21
31.21.168.0,50266,Unknown,NL,2011-03-25,31.21.0.0/16
31.187.224.1,50266,Unknown,NL,2011-03-25,31.187.128.0/17
31.21.215.255,50266,Unknown,NL,2011-03-25,31.21.0.0/16
37.156.228.77,64437,Networking,NL,2012-03-13,37.156.228.0/24
46.44.133.79,28685,Unknown,NL,2010-08-27,46.44.133.0/24
31.200.208.67,20559,Networking,NL,2011-08-05,31.200.208.64/29
5.39.188.162,58291,Hardware,NL,2012-05-15,5.39.188.0/24
31.20.205.0,50266,Unknown,NL,2011-03-25,31.20.0.0/16
31.25.100.195,48635,Unknown,NL,2011-03-03,31.25.96.0/21
31.184.108.0,50266,Unknown,NL,2011-03-01,31.184.64.0/18
45.150.106.178,60893,Networking,NL,2019-09-06,45.150.106.0/23
5.200.21.1,49544,Networking,NL,2012-08-29,5.200.21.0/25
31.200.208.142,20559,Networking,NL,2011-08-05,31.200.208.128/25
5.10.119.138,36351,Unknown,NL,2012-04-27,5.10.116.0/22
31.201.120.1,50266,Unknown,NL,2011-04-28,31.201.0.0/17
5.104.141.217,64437,Networking,NL,2012-06-29,5.104.141.0/24
46.19.223.65,20559,Networking,NL,2010-11-18,46.19.223.64/27
46.231.16.13,201290,Networking,NL,2011-02-04,46.231.16.0/24
31.214.157.2,58329,Unknown,DE,2011-05-06,31.214.157.0/24
45.88.201.1,56655,Unknown,NO,2019-06-19,45.88.201.0/24
46.23.80.2,60131,Unknown,NL,2010-12-02,46.23.80.0/24
31.187.184.1,50266,Unknown,NL,2011-03-25,31.187.128.0/17
31.20.157.1,50266,Unknown,NL,2011-03-25,31.20.0.0/16
37.0.81.124,28685,Networking,NL,2011-12-08,37.0.81.0/24
31.184.124.255,50266,Unknown,NL,2011-03-01,31.184.64.0/18
5.104.136.241,43350,Networking,NL,2012-06-29,5.104.136.0/24
5.132.50.255,50266,Unknown,NL,2012-07-02,5.132.0.0/18
5.104.141.121,64437,Networking,NL,2012-06-29,5.104.141.0/24
31.201.128.1,50266,Unknown,NL,2011-04-28,31.201.128.0/17
31.3.14.97,5524,Unknown,NL,2011-04-06,31.3.14.0/24
31.20.182.1,50266,Unknown,NL,2011-03-25,31.20.0.0/16
31.20.188.255,50266,Unknown,NL,2011-03-25,31.20.0.0/16
5.132.34.1,50266,Unknown,NL,2012-07-02,5.132.0.0/18
5.104.141.21,64437,Networking,NL,2012-06-29,5.104.141.0/24
31.21.192.1,50266,Unknown,NL,2011-03-25,31.21.0.0/16
37.220.170.162,20559,Networking,NL,2012-04-05,37.220.170.160/28
31.25.100.193,48635,Unknown,NL,2011-03-03,31.25.96.0/21
31.184.84.0,50266,Unknown,NL,2011-03-01,31.184.64.0/18
46.231.22.153,201290,Networking,NL,2011-02-04,46.231.22.0/24
45.80.100.168,393894,Consumer Networking,NL,2019-05-15,45.80.100.0/23
31.20.183.1,50266,Unknown,NL,2011-03-25,31.20.0.0/16
45.141.27.6,142299,Education,NL,2019-08-14,45.141.26.0/23
31.200.209.194,20559,Networking,NL,2011-08-05,31.200.209.192/27
31.149.215.34,1136,Networking,NL,2011-02-16,31.149.0.0/16
37.220.171.1,20559,Networking,NL,2012-04-05,37.220.171.0/25
5.104.141.233,64437,Networking,NL,2012-06-29,5.104.141.0/24
5.10.119.2,36351,Unknown,NL,2012-04-27,5.10.116.0/22
37.139.137.193,57866,Networking,NL,2012-02-28,37.139.136.0/21
31.184.80.0,50266,Unknown,NL,2011-03-01,31.184.64.0/18
31.200.209.193,20559,Networking,NL,2011-08-05,31.200.209.192/27
46.21.162.1,42755,Unknown,NL,2010-11-04,46.21.162.0/24
31.201.0.1,50266,Unknown,NL,2011-04-28,31.201.0.0/17
31.200.211.34,20559,Networking,NL,2011-08-05,31.200.211.32/29
37.139.137.165,57866,Unknown,NL,2012-02-28,37.139.136.0/21
31.201.47.0,50266,Unknown,NL,2011-04-28,31.201.0.0/17
46.44.180.137,28685,Networking,NL,2010-08-27,46.44.180.0/24
5.132.86.0,50266,Unknown,NL,2012-07-02,5.132.64.0/18
37.139.140.28,57866,Networking,NL,2012-02-28,37.139.136.0/21
31.187.196.1,50266,Unknown,NL,2011-03-25,31.187.128.0/17
46.44.144.13,28685,Networking,NL,2010-08-27,46.44.144.0/23
31.25.96.1,48635,Unknown,NL,2011-03-03,31.25.96.0/21
31.201.222.0,50266,Unknown,NL,2011-04-28,31.201.128.0/17
31.20.166.1,50266,Unknown,NL,2011-03-25,31.20.0.0/16
46.23.82.243,60131,Unknown,NL,2010-12-02,46.23.82.128/25
5.172.45.162,20559,Networking,NL,2012-07-30,5.172.44.0/23
31.20.160.1,50266,Unknown,NL,2011-03-25,31.20.0.0/16
31.187.141.0,50266,Unknown,NL,2011-03-25,31.187.128.0/17
31.21.174.1,50266,Unknown,NL,2011-03-25,31.21.0.0/16
5.132.40.255,50266,Unknown,NL,2012-07-02,5.132.0.0/18
31.160.194.185,1136,Networking,NL,2011-02-16,31.160.194.184/30
45.80.100.37,393894,Consumer Networking,NL,2019-05-15,45.80.100.0/23
5.10.118.19,36351,Unknown,NL,2012-04-27,5.10.116.0/22
46.243.198.119,208864,Networking,NL,2010-12-28,46.243.192.0/21
31.201.26.255,50266,Unknown,NL,2011-04-28,31.201.0.0/17
37.77.56.215,206804,Enterprise,NL,2012-02-01,37.77.56.0/24
31.3.15.65,5524,Unknown,NL,2011-04-06,31.3.15.64/28
46.129.26.21,33915,Networking,NL,2010-10-04,46.129.24.0/22
31.20.236.1,50266,Unknown,NL,2011-03-25,31.20.0.0/16
31.184.96.0,50266,Unknown,NL,2011-03-01,31.184.64.0/18
46.21.160.169,42755,Unknown,NL,2010-11-04,46.21.160.128/26
46.231.19.169,201290,Networking,NL,2011-02-04,46.231.19.0/24
31.20.91.0,50266,Unknown,NL,2011-03-25,31.20.0.0/16
31.201.144.1,50266,Unknown,NL,2011-04-28,31.201.128.0/17
37.139.137.7,57866,Unknown,NL,2012-02-28,37.139.136.0/21
31.25.96.125,48635,Unknown,NL,2011-03-03,31.25.96.0/21
45.80.100.155,393894,Consumer Networking,NL,2019-05-15,45.80.100.0/23
31.200.211.194,20559,Networking,NL,2011-08-05,31.200.211.192/27
5.200.28.97,49544,Unknown,NL,2012-08-29,5.200.28.96/27
31.149.224.197,1136,Software,NL,2011-02-16,31.149.224.196/30
45.133.196.3,20559,Networking,NL,2019-07-25,45.133.196.0/27
46.231.16.61,201290,Networking,NL,2011-02-04,46.231.16.0/24
45.135.58.1,206176,Networking,NL,2019-07-30,45.135.58.0/23
31.184.118.1,50266,Unknown,NL,2011-03-01,31.184.64.0/18
45.91.118.75,197731,Software,NL,2019-06-27,45.91.118.0/23
45.13.165.1,20559,Networking,NL,2019-05-06,45.13.164.0/22
31.20.80.1,50266,Unknown,NL,2011-03-25,31.20.0.0/16
46.19.219.66,20559,Networking,NL,2010-11-18,46.19.219.0/25
5.172.47.225,20559,Networking,NL,2012-07-30,5.172.47.224/27
37.152.8.150,39647,Networking,NL,2012-03-09,37.152.8.0/21
5.172.46.1,20559,Networking,NL,2012-07-30,5.172.46.0/24
31.184.100.255,50266,Unknown,NL,2011-03-01,31.184.64.0/18
46.231.16.209,201290,Networking,NL,2011-02-04,46.231.16.0/24
31.214.157.3,58329,Unknown,DE,2011-05-06,31.214.157.0/24
31.184.97.255,50266,Unknown,NL,2011-03-01,31.184.64.0/18
31.200.215.162,20559,Networking,NL,2011-08-05,31.200.208.0/21
31.201.68.1,50266,Unknown,NL,2011-04-28,31.201.0.0/17
31.149.66.139,1136,Networking,NL,2011-02-16,31.149.0.0/16
31.20.244.1,50266,Unknown,NL,2011-03-25,31.20.0.0/16
45.80.100.86,393894,Consumer Networking,NL,2019-05-15,45.80.100.0/23
46.23.91.3,60131,Unknown,NL,2010-12-02,46.23.91.0/26
45.113.237.1,215512,Consumer Networking,NL,2015-03-25,45.113.237.0/24
31.184.92.255,50266,Unknown,NL,2011-03-01,31.184.64.0/18
31.187.220.1,50266,Unknown,NL,2011-03-25,31.187.128.0/17
45.80.100.110,393894,Consumer Networking,NL,2019-05-15,45.80.100.0/23
31.160.240.154,1136,Networking,NL,2011-02-16,31.160.0.0/15
5.255.91.89,50673,Enterprise,NL,2012-09-14,5.255.91.0/24
5.10.119.210,36351,Unknown,NL,2012-04-27,5.10.116.0/22
31.201.33.0,50266,Unknown,NL,2011-04-28,31.201.0.0/17
31.184.88.1,50266,Unknown,NL,2011-03-01,31.184.64.0/18
45.86.176.69,201975,Enterprise,NL,2019-06-13,45.86.176.0/22
31.20.204.255,50266,Unknown,NL,2011-03-25,31.20.0.0/16
31.201.248.1,50266,Unknown,NL,2011-04-28,31.201.128.0/17
31.20.124.1,50266,Unknown,NL,2011-03-25,31.20.0.0/16
46.19.221.66,20559,Networking,NL,2010-11-18,46.19.221.64/26
31.201.1.1,50266,Unknown,NL,2011-04-28,31.201.0.0/17
5.172.47.131,20559,Networking,NL,2012-07-30,5.172.40.0/21
31.187.172.1,50266,Unknown,NL,2011-03-25,31.187.128.0/17
31.200.209.161,20559,Networking,NL,2011-08-05,31.200.209.160/27
45.80.100.67,393894,Consumer Networking,NL,2019-05-15,45.80.100.0/23
5.255.77.253,50673,Enterprise,NL,2012-09-14,5.255.77.0/24
37.251.188.252,39686,Networking,NL,2012-04-18,37.251.188.0/24
31.200.213.97,20559,Networking,NL,2011-08-05,31.200.213.0/24
5.104.142.233,64437,Networking,NL,2012-06-29,5.104.142.0/24
45.80.100.100,393894,Consumer Networking,NL,2019-05-15,45.80.100.0/23
31.20.189.255,50266,Unknown,NL,2011-03-25,31.20.0.0/16
37.139.137.131,57866,Enterprise,NL,2012-02-28,37.139.136.0/21
31.3.14.129,5524,Unknown,NL,2011-04-06,31.3.14.0/24
46.23.83.249,60131,Unknown,NL,2010-12-02,46.23.80.0/20
31.20.201.1,50266,Unknown,NL,2011-03-25,31.20.0.0/16
31.207.16.170,39686,Networking,NL,2011-05-02,31.207.16.0/24
5.132.43.1,50266,Unknown,NL,2012-07-02,5.132.0.0/18
45.13.164.146,20559,Networking,NL,2019-05-06,45.13.164.0/22
31.201.9.1,50266,Unknown,NL,2011-04-28,31.201.0.0/17
5.172.47.129,20559,Networking,NL,2012-07-30,5.172.40.0/21
31.149.245.17,1136,Networking,NL,2011-02-16,31.149.0.0/16
45.80.100.74,393894,Consumer Networking,NL,2019-05-15,45.80.100.0/23
5.132.85.0,50266,Unknown,NL,2012-07-02,5.132.64.0/18
46.19.222.13,20559,Networking,NL,2010-11-18,46.19.222.12/30
45.150.106.226,60893,Networking,NL,2019-09-06,45.150.106.0/23
5.157.87.1,48635,Networking,NL,2012-07-25,5.157.80.0/21
31.187.152.0,50266,Unknown,NL,2011-03-25,31.187.128.0/17
31.201.20.1,50266,Unknown,NL,2011-04-28,31.201.0.0/17
31.184.114.1,50266,Unknown,NL,2011-03-01,31.184.64.0/18
45.137.199.35,212477,Unknown,NL,2019-08-06,45.137.198.0/23
31.7.2.80,20847,Unknown,NL,2011-04-11,31.7.0.0/22
31.20.254.1,50266,Unknown,NL,2011-03-25,31.20.0.0/16
5.172.45.34,20559,Networking,NL,2012-07-30,5.172.44.0/23
46.231.16.101,201290,Networking,NL,2011-02-04,46.231.16.0/24
46.23.82.195,60131,Unknown,NL,2010-12-02,46.23.82.128/25
31.21.40.1,50266,Unknown,NL,2011-03-25,31.21.0.0/16
31.187.203.255,50266,Unknown,NL,2011-03-25,31.187.128.0/17
37.220.170.2,20559,Networking,NL,2012-04-05,37.220.170.0/26
46.44.151.146,28685,Networking,NL,2010-08-27,46.44.151.0/24
46.23.81.130,60131,Unknown,NL,2010-12-02,46.23.81.128/25
31.187.168.1,50266,Unknown,NL,2011-03-25,31.187.128.0/17
31.184.111.0,50266,Unknown,NL,2011-03-01,31.184.64.0/18
31.187.151.255,50266,Unknown,NL,2011-03-25,31.187.128.0/17
5.132.82.0,50266,Unknown,NL,2012-07-02,5.132.64.0/18
31.20.181.255,50266,Unknown,NL,2011-03-25,31.20.0.0/16
46.144.225.124,1136,Software,NL,2010-10-04,46.144.0.0/15
31.201.152.1,50266,Unknown,NL,2011-04-28,31.201.128.0/17
31.187.195.255,50266,Unknown,NL,2011-03-25,31.187.128.0/17
46.231.19.161,201290,Networking,NL,2011-02-04,46.231.19.0/24
46.19.219.83,20559,Networking,NL,2010-11-18,46.19.219.0/25
31.200.210.67,20559,Networking,NL,2011-08-05,31.200.210.64/27
31.204.159.228,49544,Hardware,NL,2011-04-29,31.204.159.224/27
31.3.10.63,5524,Unknown,NL,2011-04-06,31.3.10.56/29
31.20.194.0,50266,Unknown,NL,2011-03-25,31.20.0.0/16
37.139.142.75,57866,Networking,NL,2012-02-28,37.139.136.0/21
31.20.198.0,50266,Unknown,NL,2011-03-25,31.20.0.0/16
45.135.57.4,206176,Networking,NL,2019-07-30,45.135.56.0/23
46.231.22.245,201290,Networking,NL,2011-02-04,46.231.22.0/24
31.3.14.98,5524,Unknown,NL,2011-04-06,31.3.14.0/24
31.3.14.169,5524,Unknown,NL,2011-04-06,31.3.14.0/24
46.23.87.3,60131,Unknown,NL,2010-12-02,46.23.80.0/20
45.80.100.79,393894,Consumer Networking,NL,2019-05-15,45.80.100.0/23
31.201.240.1,50266,Unknown,NL,2011-04-28,31.201.128.0/17
34.90.44.128,396982,Unknown,US,2018-09-28,34.64.0.0/10
5.255.81.168,50673,Unknown,NL,2012-09-14,5.255.81.0/24
45.13.164.147,20559,Networking,NL,2019-05-06,45.13.164.0/22
5.104.136.210,43350,Networking,NL,2012-06-29,5.104.136.0/24
31.21.184.0,50266,Unknown,NL,2011-03-25,31.21.0.0/16
46.231.23.25,201290,Networking,NL,2011-02-04,46.231.23.0/24
46.129.26.19,33915,Networking,NL,2010-10-04,46.129.24.0/22
5.200.24.193,49544,Networking,NL,2012-08-29,5.200.24.128/25
37.72.96.218,61029,Enterprise,NL,2012-01-26,37.72.96.0/24
31.20.240.1,50266,Unknown,NL,2011-03-25,31.20.0.0/16
46.231.16.49,201290,Networking,NL,2011-02-04,46.231.16.0/24
31.149.30.113,1136,Networking,NL,2011-02-16,31.149.30.112/29
5.172.41.49,20559,Networking,NL,2012-07-30,5.172.41.48/28
23.111.230.33,7979,Networking,NL,2013-07-24,23.111.228.0/22
31.20.209.255,50266,Unknown,NL,2011-03-25,31.20.0.0/16
31.20.208.1,50266,Unknown,NL,2011-03-25,31.20.0.0/16
46.19.219.186,20559,Networking,NL,2010-11-18,46.19.216.0/21
31.3.14.34,5524,Unknown,NL,2011-04-06,31.3.14.0/24
5.200.17.193,49544,Unknown,NL,2012-08-29,5.200.17.192/26
31.201.232.1,50266,Unknown,NL,2011-04-28,31.201.128.0/17
31.25.103.1,48635,Unknown,NL,2011-03-03,31.25.96.0/21
5.157.80.251,48635,Networking,NL,2012-07-25,5.157.80.0/23
185.10.156.126,42093,Unknown,NL,2012-11-20,185.10.156.0/22
185.90.199.101,34343,Unknown,NL,2015-03-09,185.90.199.0/24
185.52.53.209,60558,Unknown,NL,2014-03-28,"185.52.53.200/29, 185.52.53.208/28, 185.52.53.224/29"
188.90.38.0,50266,Unknown,NL,2009-05-11,188.90.0.0/15
185.209.39.93,211826,Enterprise,ES,2017-06-19,185.209.39.0/24
188.206.10.196,1136,Networking,NL,2009-06-05,188.200.0.0/13
185.64.123.169,35055,Networking,NL,2014-07-21,185.64.123.0/24
185.7.99.110,42567,Unknown,NL,2012-10-22,185.7.98.0/23
185.134.66.123,5405,Networking,DE,2016-01-13,185.134.66.122/31
178.20.168.105,50655,Unknown,NL,2010-03-04,178.20.168.0/23
178.85.209.31,33915,ISP Equipment,NL,2009-12-19,178.85.0.0/16
185.41.36.94,201290,Networking,NL,2013-11-21,185.41.36.0/24
185.7.96.157,42567,Unknown,NL,2012-10-22,185.7.96.0/23
185.109.220.1,200746,Unknown,NL,2015-07-17,185.109.220.0/24
185.90.199.195,34343,Unknown,NL,2015-03-09,185.90.199.0/24
188.90.61.1,50266,Unknown,NL,2009-05-11,188.90.0.0/15
185.173.13.129,61349,Unknown,NL,2016-10-14,185.173.13.0/24
185.94.239.174,42567,Unknown,NL,2015-04-07,"185.94.239.0/25, 185.94.239.128/26"
185.107.38.137,64437,Networking,NL,2015-07-03,185.107.38.0/24
185.10.156.113,42093,Unknown,NL,2012-11-20,185.10.156.0/22
185.90.198.60,34343,Unknown,NL,2015-03-09,185.90.198.0/24
185.190.67.13,35055,Networking,NL,2017-02-15,185.190.67.0/24
185.209.39.221,211826,Enterprise,ES,2017-06-19,185.209.39.0/24
185.29.201.133,61349,Unknown,NL,2013-07-01,185.29.201.0/24
185.146.105.2,201290,Networking,NL,2016-04-07,185.146.105.0/24
178.238.13.23,263824,Hardware,NL,2018-09-06,178.238.12.0/23
185.142.32.205,52000,Unknown,NL,2016-03-07,185.142.32.0/24
185.10.156.77,42093,Unknown,NL,2012-11-20,185.10.156.0/22
185.7.97.118,42567,Unknown,NL,2012-10-22,185.7.96.0/23
185.107.101.65,64437,Networking,NL,2015-07-03,185.107.101.0/24
185.144.7.120,61060,Networking,NL,2016-03-18,185.144.7.0/24
185.90.196.245,34343,Unknown,NL,2015-03-09,185.90.196.0/24
185.138.209.81,42755,Unknown,NL,2016-02-15,185.138.208.0/23
188.90.210.0,50266,Unknown,NL,2009-05-11,188.90.0.0/15
185.51.57.170,20559,Networking,NL,2014-03-21,185.51.56.0/22
185.209.39.53,211826,Enterprise,ES,2017-06-19,185.209.39.0/24
178.85.231.86,33915,ISP Equipment,NL,2009-12-19,178.85.0.0/16
178.20.168.18,50655,Unknown,NL,2010-03-04,178.20.168.0/23
185.107.189.89,200428,Unknown,NL,2015-07-06,185.107.189.88/30
185.110.113.33,206130,Networking,NL,2015-07-23,185.110.113.32/27
185.102.218.205,60068,Unknown,CZ,2015-06-02,185.102.218.0/24
185.218.38.25,15830,Networking,NL,2017-08-21,185.218.38.0/23
185.53.91.1,3920,Unknown,EE,2014-04-08,185.53.91.0/24
188.91.0.1,50266,Unknown,NL,2009-05-11,188.90.0.0/15
185.107.191.58,200428,Unknown,NL,2015-07-06,185.107.188.0/22
188.90.207.255,50266,Unknown,NL,2009-05-11,188.90.0.0/15
185.90.199.112,34343,Unknown,NL,2015-03-09,185.90.199.0/24
185.52.54.145,60558,Unknown,NL,2014-03-28,"185.52.54.112/28, 185.52.54.128/27, 185.52.54.160/28, 185.52.54.176/29"
185.52.54.241,60558,Unknown,NL,2014-03-28,"185.52.54.224/28, 185.52.54.240/29"
185.190.64.121,35055,Networking,NL,2017-02-15,185.190.64.0/24
185.137.35.41,203368,Unknown,NL,2016-02-03,185.137.35.40/29
185.190.66.57,35055,Networking,NL,2017-02-15,185.190.66.0/24
185.190.67.109,35055,Networking,NL,2017-02-15,185.190.67.0/24
188.122.72.18,49544,Networking,NL,2009-05-22,188.122.72.16/28
188.90.43.255,50266,Unknown,NL,2009-05-11,188.90.0.0/15
185.6.161.1,16350,Unknown,NL,2012-10-12,185.6.161.0/26
185.51.56.162,20559,Networking,NL,2014-03-21,185.51.56.0/22
185.223.235.65,25369,Unknown,GB,2017-10-04,185.223.235.0/24
188.90.23.255,50266,Unknown,NL,2009-05-11,188.90.0.0/15
185.51.56.174,20559,Networking,NL,2014-03-21,185.51.56.0/22
178.238.13.160,263824,Hardware,NL,2018-09-06,178.238.12.0/23
188.91.14.1,50266,Unknown,NL,2009-05-11,188.90.0.0/15
185.51.56.50,20559,Networking,NL,2014-03-21,185.51.56.0/22
145.128.160.123,28685,Networking,NL,1993-09-01,145.128.160.0/19
145.131.242.94,28685,Networking,NL,1993-09-01,145.131.192.0/18
195.169.90.59,1103,Networking,NL,1997-06-16,195.169.90.0/26
193.187.189.194,20559,Networking,NL,2018-11-27,193.187.188.0/22
193.37.204.129,20559,Networking,NL,2018-10-22,193.37.204.128/27
193.239.116.171,NA,Networking,NL,2005-07-11,193.239.116.0/22
194.122.252.204,1136,Hardware,NL,1996-03-27,"194.122.252.0/22, 194.123.0.0/18, 194.123.64.0/19, 194.123.96.0/20, 194.123.112.0/21, 194.123.120.0/23"
198.140.141.3,56655,Unknown,NO,1993-06-25,198.140.141.0/24
195.35.225.105,33915,Unknown,NL,2001-09-25,195.35.225.104/29
193.187.191.130,20559,Networking,NL,2018-11-27,193.187.188.0/22
194.26.80.11,1136,Enterprise,NL,1995-03-03,194.26.80.0/20
194.120.149.175,1136,Networking,NL,1994-12-21,"194.120.145.0/24, 194.120.146.0/23, 194.120.148.0/23"
194.171.108.105,1103,Networking,NL,1995-06-12,194.171.108.0/24
193.34.81.136,211826,Enterprise,NL,2021-04-15,193.34.81.128/25
194.120.180.211,1136,Networking,NL,1994-12-21,"194.120.174.0/23, 194.120.176.0/22, 194.120.180.0/23"
194.26.103.33,210728,Networking,NL,2021-07-13,194.26.103.0/25
212.45.35.250,12414,Unknown,NL,1999-03-12,212.45.35.0/24
193.37.204.186,20559,Networking,NL,2018-10-22,193.37.204.176/28
193.34.81.77,211826,Enterprise,NL,2021-04-15,193.34.81.0/25
194.122.252.192,1136,Networking,NL,1996-03-27,"194.122.252.0/22, 194.123.0.0/18, 194.123.64.0/19, 194.123.96.0/20, 194.123.112.0/21, 194.123.120.0/23"
195.184.65.249,42755,Unknown,NL,2007-11-16,195.184.64.0/23
193.37.204.2,20559,Networking,NL,2018-10-22,193.37.204.0/27
194.151.76.118,1136,Networking,NL,1995-05-03,194.151.76.112/28
194.171.108.61,1103,Networking,NL,1995-06-12,194.171.108.0/24
193.28.63.58,6461,Unknown,GB,2019-10-07,193.28.62.0/23
194.39.200.167,200342,Software,NL,2018-07-26,194.39.200.0/22
194.69.28.13,48886,Hardware,NL,1997-03-19,194.69.16.0/20
193.34.81.150,211826,Enterprise,NL,2021-04-15,193.34.81.128/25
193.187.191.25,20559,Networking,NL,2018-11-27,193.187.188.0/22
193.187.191.81,20559,Networking,NL,2018-11-27,193.187.188.0/22
194.121.12.229,1136,Networking,NL,1995-07-31,194.121.12.224/29
194.171.108.165,1103,Networking,NL,1995-06-12,194.171.108.0/24
193.187.191.43,20559,Networking,NL,2018-11-27,193.187.188.0/22
193.37.204.97,20559,Networking,NL,2018-10-22,193.37.204.64/26
193.187.191.17,20559,Networking,NL,2018-11-27,193.187.188.0/22
195.20.48.33,31624,Unknown,NL,1997-06-16,195.20.48.0/21
193.187.190.2,20559,Networking,NL,2018-11-27,193.187.188.0/22
193.187.189.211,20559,Networking,NL,2018-11-27,193.187.188.0/22
193.187.189.18,20559,Networking,NL,2018-11-27,193.187.188.0/22
193.242.211.126,58329,Unknown,DE,2012-06-27,193.242.210.0/23
193.239.117.144,NA,Unknown,NL,2005-07-11,193.239.116.0/22
193.187.191.82,20559,Networking,NL,2018-11-27,193.187.188.0/22
193.34.81.186,211826,Enterprise,NL,2021-04-15,193.34.81.128/25
212.45.33.232,12414,Unknown,NL,1999-03-12,212.45.33.0/24
194.171.108.53,1103,Networking,NL,1995-06-12,194.171.108.0/24
193.34.81.137,211826,Enterprise,NL,2021-04-15,193.34.81.128/25
193.37.68.1,50053,Unknown,RU,2018-09-12,193.37.68.0/24
194.26.103.35,210728,Networking,NL,2021-07-13,194.26.103.0/25
193.187.189.219,20559,Networking,NL,2018-11-27,193.187.188.0/22
193.187.191.11,20559,Networking,NL,2018-11-27,193.187.188.0/22
193.173.47.130,1136,Unknown,NL,1993-09-01,193.173.47.128/28
193.187.189.25,20559,Networking,NL,2018-11-27,193.187.188.0/22
194.247.38.139,50673,Enterprise,NL,2010-12-22,194.247.38.0/24
195.20.48.255,31624,Unknown,NL,1997-06-16,195.20.48.0/21
193.242.210.142,58329,Unknown,DE,2012-06-27,193.242.210.0/23
195.219.194.96,6453,Unknown,CA,1997-10-17,195.219.194.0/24
193.187.189.202,20559,Networking,NL,2018-11-27,193.187.188.0/22
195.184.64.1,42755,Unknown,NL,2007-11-16,195.184.64.0/23
195.219.194.224,6453,Unknown,CA,1997-10-17,195.219.194.0/24
193.67.51.227,702,Networking,NL,1993-09-01,193.67.51.224/27
194.120.134.22,1136,Hardware,NL,1994-12-21,"194.120.134.0/23, 194.120.136.0/21"
193.242.210.161,58329,Unknown,DE,2012-06-27,193.242.210.0/23
193.34.81.200,211826,Enterprise,NL,2021-04-15,193.34.81.128/25
193.37.204.131,20559,Networking,NL,2018-10-22,193.37.204.128/27
194.120.134.84,1136,Networking,NL,1994-12-21,"194.120.134.0/23, 194.120.136.0/21"
194.122.160.242,1136,Networking,NL,1996-03-27,194.122.160.0/19
193.239.118.9,NA,Unknown,NL,2005-07-11,193.239.116.0/22
194.39.200.149,200342,Software,NL,2018-07-26,194.39.200.0/22
194.26.103.11,210728,Networking,NL,2021-07-13,194.26.103.0/25
195.35.240.66,33915,Hardware,NL,2001-09-25,195.35.128.0/17
195.72.122.0,51849,Networking,NL,2000-08-07,195.72.122.0/23
193.34.81.178,211826,Enterprise,NL,2021-04-15,193.34.81.128/25
193.34.81.197,211826,Enterprise,NL,2021-04-15,193.34.81.128/25
193.34.81.54,211826,Enterprise,NL,2021-04-15,193.34.81.0/25
193.34.81.46,211826,Enterprise,NL,2021-04-15,193.34.81.0/25
194.171.108.81,1103,Networking,NL,1995-06-12,194.171.108.0/24
193.37.204.89,20559,Networking,NL,2018-10-22,193.37.204.64/26
212.45.61.65,12414,Unknown,NL,1999-03-12,"212.45.58.0/23, 212.45.60.0/22"
193.34.81.144,211826,Enterprise,NL,2021-04-15,193.34.81.128/25
193.38.244.18,211826,Enterprise,NL,2021-04-21,193.38.244.0/25
