IP,asn_num,asn_description,asn_country,asn_date,cidr
145.53.58.198,1136,Networking,NL,1993-09-01,145.53.0.0/16
94.211.177.184,33915,Networking,NL,2008-07-22,94.211.176.0/21
94.211.51.176,33915,Networking,NL,2008-07-22,94.211.48.0/21
93.180.68.98,48635,Unknown,NL,2011-11-30,93.180.64.0/21
94.208.200.105,33915,Networking,NL,2008-07-22,94.208.200.0/21
94.211.130.160,33915,ISP Equipment,NL,2008-07-22,94.211.128.0/21
95.178.106.190,43350,Networking,NL,2009-01-15,95.178.106.0/24
94.210.188.212,33915,ISP Equipment,NL,2008-07-22,94.210.184.0/21
95.99.68.1,50266,Unknown,NL,2009-01-12,95.99.0.0/16
94.210.54.6,33915,ISP Equipment,NL,2008-07-22,94.210.48.0/21
94.214.68.189,33915,Networking,NL,2008-07-22,94.214.64.0/21
94.211.89.197,33915,ISP Equipment,NL,2008-07-22,94.211.88.0/21
94.211.241.32,33915,ISP Equipment,NL,2008-07-22,94.211.240.0/21
94.211.87.4,33915,Networking,NL,2008-07-22,94.211.80.0/21
94.215.112.130,33915,Networking,NL,2008-07-22,94.215.112.0/20
109.72.93.194,48635,Unknown,NL,2009-09-10,109.72.80.0/20
93.186.185.179,20559,Networking,NL,2008-07-01,93.186.185.176/28
95.97.12.166,33915,Networking,NL,2009-01-12,95.97.0.0/17
95.98.246.0,50266,Unknown,NL,2009-01-12,95.98.0.0/16
95.128.7.94,15966,Networking,NL,2009-01-16,95.128.7.64/27
94.211.189.160,33915,ISP Equipment,NL,2008-07-22,94.211.184.0/21
95.97.71.66,33915,Networking,NL,2009-01-12,95.97.0.0/17
94.210.133.164,33915,ISP Equipment,NL,2008-07-22,94.210.128.0/21
93.180.71.12,48635,Unknown,NL,2011-11-30,93.180.64.0/21
94.208.95.198,33915,Networking,NL,2008-07-22,94.208.88.0/21
94.211.157.77,33915,Networking,NL,2008-07-22,94.211.152.0/21
95.98.112.1,50266,Unknown,NL,2009-01-12,95.98.0.0/16
94.213.134.14,33915,ISP Equipment,NL,2008-07-22,94.213.128.0/21
93.186.184.129,20559,Networking,NL,2008-07-01,93.186.184.128/27
94.210.143.68,33915,ISP Equipment,NL,2008-07-22,94.210.136.0/21
94.209.126.17,33915,Networking,NL,2008-07-22,94.209.120.0/21
93.186.188.89,20559,Networking,NL,2008-07-01,93.186.188.88/29
94.214.40.178,33915,ISP Equipment,NL,2008-07-22,94.214.40.0/21
94.214.194.115,33915,ISP Equipment,NL,2008-07-22,94.214.192.0/21
95.155.189.98,34968,Networking,NL,2009-03-04,95.155.189.96/28
93.186.185.163,20559,Networking,NL,2008-07-01,93.186.185.160/28
95.99.111.255,50266,Unknown,NL,2009-01-12,95.99.0.0/16
94.209.71.237,33915,ISP Equipment,NL,2008-07-22,94.209.64.0/21
95.99.102.1,50266,Unknown,NL,2009-01-12,95.99.0.0/16
95.98.48.0,50266,Unknown,NL,2009-01-12,95.98.0.0/16
109.72.89.2,48635,Unknown,NL,2009-09-10,109.72.80.0/20
94.215.72.55,33915,Networking,NL,2008-07-22,94.215.64.0/20
94.209.126.110,33915,Networking,NL,2008-07-22,94.209.120.0/21
95.98.165.255,50266,Unknown,NL,2009-01-12,95.98.0.0/16
109.72.88.147,48635,Unknown,NL,2009-09-10,109.72.80.0/20
93.186.184.225,20559,Networking,NL,2008-07-01,"93.186.184.224/28, 93.186.184.240/29, 93.186.184.248/30, 93.186.184.252/31, 93.186.184.254/32"
93.174.93.1,202425,Unknown,NL,2008-06-20,93.174.93.0/24
94.214.255.131,33915,Networking,NL,2008-07-22,94.214.248.0/21
95.98.223.255,50266,Unknown,NL,2009-01-12,95.98.0.0/16
94.214.84.134,33915,ISP Equipment,NL,2008-07-22,94.214.80.0/21
93.186.191.131,20559,Networking,NL,2008-07-01,93.186.176.0/20
109.72.82.2,48635,Unknown,NL,2009-09-10,109.72.80.0/20
94.215.13.134,33915,Networking,NL,2008-07-22,94.215.8.0/21
94.102.49.1,202425,Unknown,NL,2008-08-29,94.102.49.0/24
93.186.184.65,20559,Networking,NL,2008-07-01,93.186.184.0/25
94.213.5.50,33915,ISP Equipment,NL,2008-07-22,94.213.0.0/21
94.208.201.43,33915,ISP Equipment,NL,2008-07-22,94.208.200.0/21
94.214.194.73,33915,Networking,NL,2008-07-22,94.214.192.0/21
95.99.252.0,50266,Unknown,NL,2009-01-12,95.99.0.0/16
94.210.128.165,33915,Networking,NL,2008-07-22,94.210.128.0/21
95.128.2.195,15966,Networking,NL,2009-01-16,95.128.0.0/21
94.211.105.156,33915,ISP Equipment,NL,2008-07-22,94.211.104.0/21
94.210.18.132,33915,Networking,NL,2008-07-22,94.210.16.0/21
94.211.42.209,33915,Networking,NL,2008-07-22,94.211.40.0/21
95.98.156.1,50266,Unknown,NL,2009-01-12,95.98.0.0/16
94.209.93.131,33915,ISP Equipment,NL,2008-07-22,94.209.88.0/21
95.98.224.1,50266,Unknown,NL,2009-01-12,95.98.0.0/16
95.99.83.255,50266,Unknown,NL,2009-01-12,95.99.0.0/16
94.215.196.168,33915,Networking,NL,2008-07-22,94.215.192.0/21
94.102.55.129,202425,Unknown,NL,2008-08-29,94.102.55.0/24
94.211.147.196,33915,ISP Equipment,NL,2008-07-22,94.211.144.0/21
94.208.182.252,33915,Networking,NL,2008-07-22,94.208.176.0/21
94.213.63.173,33915,ISP Equipment,NL,2008-07-22,94.213.56.0/21
94.210.74.171,33915,Networking,NL,2008-07-22,94.210.72.0/21
94.142.215.106,5524,Networking,NL,2009-01-07,94.142.215.96/28
94.211.156.242,33915,Networking,NL,2008-07-22,94.211.152.0/21
95.97.79.74,33915,Networking,NL,2009-01-12,95.97.0.0/17
95.99.128.255,50266,Unknown,NL,2009-01-12,95.99.0.0/16
94.215.139.12,33915,ISP Equipment,NL,2008-07-22,94.215.136.0/21
94.210.102.41,33915,ISP Equipment,NL,2008-07-22,94.210.96.0/21
94.211.124.163,33915,ISP Equipment,NL,2008-07-22,94.211.120.0/21
94.209.16.132,33915,ISP Equipment,NL,2008-07-22,94.209.16.0/21
94.215.8.140,33915,Networking,NL,2008-07-22,94.215.8.0/21
93.186.183.65,20559,Networking,NL,2008-07-01,93.186.183.64/26
94.157.104.1,50266,Unknown,NL,2008-09-03,94.157.0.0/16
94.210.115.198,33915,Networking,NL,2008-07-22,94.210.112.0/21
109.72.87.196,48635,Unknown,NL,2009-09-10,109.72.80.0/20
94.208.48.11,33915,Networking,NL,2008-07-22,94.208.48.0/21
94.209.214.72,33915,Networking,NL,2008-07-22,94.209.208.0/21
109.72.81.2,48635,Unknown,NL,2009-09-10,109.72.80.0/20
94.210.22.251,33915,Networking,NL,2008-07-22,94.210.16.0/21
103.75.71.65,62390,Unknown,RO,2016-09-16,103.75.68.0/22
94.211.120.76,33915,Networking,NL,2008-07-22,94.211.120.0/21
94.208.113.237,33915,Networking,NL,2008-07-22,94.208.112.0/21
94.210.14.211,33915,Networking,NL,2008-07-22,94.210.8.0/21
95.97.80.86,33915,Networking,NL,2009-01-12,95.97.0.0/17
94.209.105.146,33915,Networking,NL,2008-07-22,94.209.104.0/21
94.209.140.233,33915,ISP Equipment,NL,2008-07-22,94.209.136.0/21
94.215.41.239,33915,ISP Equipment,NL,2008-07-22,94.215.40.0/21
94.208.121.60,33915,ISP Equipment,NL,2008-07-22,94.208.120.0/21
94.212.129.253,33915,ISP Equipment,NL,2008-07-22,94.212.128.0/21
94.209.146.50,33915,ISP Equipment,NL,2008-07-22,94.209.144.0/21
94.208.36.54,33915,Networking,NL,2008-07-22,94.208.32.0/21
94.213.29.17,33915,Networking,NL,2008-07-22,94.213.24.0/21
81.171.37.163,34343,Unknown,NL,2003-05-12,81.171.37.160/27
79.143.215.98,39591,Networking,NL,2007-11-28,79.143.208.0/20
80.56.102.77,33915,ISP Equipment,NL,2001-05-16,"80.56.97.0/24, 80.56.98.0/23, 80.56.100.0/22, 80.56.104.0/23"
80.114.79.247,33915,ISP Equipment,NL,2001-07-25,80.114.64.0/20
82.75.144.167,33915,Networking,NL,2003-07-04,82.75.128.0/18
82.174.183.255,50266,Unknown,NL,2003-09-29,82.174.0.0/16
82.73.96.157,33915,ISP Equipment,NL,2003-07-04,82.73.64.0/18
82.174.149.1,50266,Unknown,NL,2003-09-29,82.174.0.0/16
80.114.94.105,33915,Networking,NL,2001-07-25,80.114.80.0/20
77.251.167.104,33915,ISP Equipment,NL,2007-01-26,"77.251.162.0/23, 77.251.164.0/22, 77.251.168.0/22, 77.251.172.0/23"
82.101.250.149,33915,ISP Equipment,NL,2003-12-23,82.101.240.0/20
77.248.81.68,33915,Networking,NL,2007-01-26,"77.248.0.0/17, 77.248.128.0/18, 77.248.192.0/20, 77.248.208.0/21, 77.248.216.0/22, 77.248.220.0/23, 77.248.222.0/24, 77.248.223.0/26, 77.248.223.64/29"
81.171.65.67,34343,Unknown,NL,2003-05-12,"81.171.32.0/19, 81.171.64.0/18"
82.174.148.0,50266,Unknown,NL,2003-09-29,82.174.0.0/16
80.112.93.113,33915,ISP Equipment,NL,2001-07-25,80.112.80.0/20
80.112.10.144,33915,Networking,NL,2001-07-25,80.112.0.0/20
80.114.35.12,33915,ISP Equipment,NL,2001-07-25,80.114.32.0/20
80.82.76.65,202425,Unknown,NL,2010-08-16,80.82.76.0/25
81.171.32.8,34343,Unknown,NL,2003-05-12,"81.171.32.0/19, 81.171.64.0/18"
80.114.255.247,33915,Networking,NL,2001-07-25,80.114.240.0/20
80.115.50.107,33915,ISP Equipment,NL,2001-07-25,80.115.48.0/20
80.114.19.137,33915,Networking,NL,2001-07-25,80.114.16.0/20
80.115.139.233,33915,Networking,NL,2001-07-25,80.115.128.0/20
82.174.240.255,50266,Unknown,NL,2003-09-29,82.174.224.0/19
82.101.244.95,33915,ISP Equipment,NL,2003-12-23,82.101.240.0/20
80.67.33.186,263824,Hardware,NL,2018-08-14,80.67.32.0/23
81.171.92.245,34343,Unknown,NL,2003-05-12,81.171.88.0/21
80.115.72.70,33915,ISP Equipment,NL,2001-07-25,80.115.64.0/20
81.171.32.10,34343,Unknown,NL,2003-05-12,"81.171.32.0/19, 81.171.64.0/18"
82.101.229.163,33915,Networking,NL,2003-12-23,82.101.224.0/20
82.174.187.255,50266,Unknown,NL,2003-09-29,82.174.0.0/16
82.75.147.96,33915,Networking,NL,2003-07-04,82.75.128.0/18
81.28.84.229,39647,Education,NL,2007-09-03,81.28.80.0/20
82.74.67.200,33915,Networking,NL,2003-07-04,82.74.64.0/18
80.231.152.192,6453,Unknown,CA,2002-03-20,80.231.152.0/24
81.171.63.252,205467,Unknown,NL,2003-05-12,81.171.63.0/24
77.251.75.227,33915,Networking,NL,2007-01-26,"77.251.46.0/23, 77.251.48.0/20, 77.251.64.0/20, 77.251.80.0/21, 77.251.88.0/23"
82.75.203.99,33915,ISP Equipment,NL,2003-07-04,82.75.192.0/18
82.174.104.1,50266,Unknown,NL,2003-09-29,82.174.96.0/19
80.67.33.177,263824,Hardware,NL,2018-08-14,80.67.32.0/23
82.75.60.163,33915,Networking,NL,2003-07-04,82.75.0.0/18
81.171.92.251,34343,Unknown,NL,2003-05-12,81.171.88.0/21
82.94.215.1,3265,Networking,NL,2003-11-25,82.94.215.0/24
80.115.108.177,33915,Networking,NL,2001-07-25,80.115.96.0/20
82.73.98.38,33915,Networking,NL,2003-07-04,82.73.64.0/18
80.115.103.4,33915,ISP Equipment,NL,2001-07-25,80.115.96.0/20
80.115.103.122,33915,ISP Equipment,NL,2001-07-25,80.115.96.0/20
79.99.128.26,48635,Unknown,NL,2007-11-21,79.99.128.0/21
82.73.96.184,33915,ISP Equipment,NL,2003-07-04,82.73.64.0/18
81.30.38.129,39700,Enterprise,NL,2010-05-07,81.30.38.0/24
82.74.77.245,33915,ISP Equipment,NL,2003-07-04,82.74.64.0/18
80.112.19.251,33915,ISP Equipment,NL,2001-07-25,80.112.16.0/20
77.251.190.244,33915,ISP Equipment,NL,2007-01-26,77.248.0.0/14
81.171.92.250,34343,Unknown,NL,2003-05-12,81.171.88.0/21
80.112.42.183,33915,Networking,NL,2001-07-25,80.112.32.0/20
82.75.248.138,33915,ISP Equipment,NL,2003-07-04,82.75.192.0/18
80.115.118.99,33915,Networking,NL,2001-07-25,80.115.112.0/20
82.72.156.20,33915,ISP Equipment,NL,2003-07-04,82.72.128.0/18
82.74.227.119,33915,Networking,NL,2003-07-04,82.74.192.0/18
81.171.33.205,34343,Unknown,NL,2003-05-12,"81.171.32.0/19, 81.171.64.0/18"
82.72.131.68,33915,ISP Equipment,NL,2003-07-04,82.72.128.0/18
80.112.89.169,33915,Networking,NL,2001-07-25,80.112.80.0/20
79.132.128.3,58329,Unknown,DE,2007-09-28,79.132.128.0/24
80.115.85.3,33915,ISP Equipment,NL,2001-07-25,80.115.80.0/20
82.74.229.153,33915,ISP Equipment,NL,2003-07-04,82.74.192.0/18
80.114.52.46,33915,Networking,NL,2001-07-25,80.114.48.0/20
80.114.57.96,33915,ISP Equipment,NL,2001-07-25,80.114.48.0/20
82.75.241.137,33915,ISP Equipment,NL,2003-07-04,82.75.192.0/18
79.99.129.2,48635,Unknown,NL,2007-11-21,79.99.128.0/21
82.74.73.108,33915,Networking,NL,2003-07-04,82.74.64.0/18
82.75.118.23,33915,ISP Equipment,NL,2003-07-04,82.75.64.0/18
82.72.192.142,33915,ISP Equipment,NL,2003-07-04,82.72.192.0/18
81.171.91.2,34343,Unknown,NL,2003-05-12,81.171.88.0/21
81.29.200.190,15830,Enterprise,NL,2002-05-07,81.29.200.184/29
82.72.18.64,33915,ISP Equipment,NL,2003-07-04,82.72.0.0/18
82.73.133.240,33915,Networking,NL,2003-07-04,82.73.128.0/18
81.171.73.2,34343,Unknown,NL,2003-05-12,"81.171.32.0/19, 81.171.64.0/18"
80.114.25.123,33915,ISP Equipment,NL,2001-07-25,80.114.16.0/20
81.171.93.3,34343,Unknown,NL,2003-05-12,81.171.88.0/21
81.171.101.254,34343,Unknown,NL,2003-05-12,81.171.101.0/24
81.171.64.2,34343,Unknown,NL,2003-05-12,81.171.64.0/24
82.75.69.234,33915,ISP Equipment,NL,2003-07-04,82.75.64.0/18
82.72.201.170,33915,ISP Equipment,NL,2003-07-04,82.72.192.0/18
80.115.134.102,33915,Networking,NL,2001-07-25,80.115.128.0/20
80.115.12.159,33915,Networking,NL,2001-07-25,80.115.0.0/20
79.99.129.65,48635,Unknown,NL,2007-11-21,79.99.128.0/21
80.115.184.183,33915,ISP Equipment,NL,2001-07-25,80.115.176.0/20
80.114.117.214,33915,Networking,NL,2001-07-25,80.114.112.0/20
82.75.207.224,33915,Networking,NL,2003-07-04,82.75.192.0/18
80.114.29.46,33915,Networking,NL,2001-07-25,80.114.16.0/20
82.75.248.187,33915,Networking,NL,2003-07-04,82.75.192.0/18
80.115.59.252,33915,Networking,NL,2001-07-25,80.115.48.0/20
185.94.237.213,42567,Unknown,NL,2015-04-07,185.94.236.0/23
185.216.143.115,57717,Enterprise,NL,2017-08-07,185.216.143.0/25
185.173.162.19,49981,Networking,NL,2016-10-18,185.173.162.0/24
185.110.112.225,206130,Networking,NL,2015-07-23,185.110.112.224/27
185.7.99.30,42567,Unknown,NL,2012-10-22,185.7.98.0/23
185.209.39.142,211826,Enterprise,ES,2017-06-19,185.209.39.0/24
185.190.66.153,35055,Networking,NL,2017-02-15,185.190.66.0/24
185.54.160.1,201789,Unknown,NL,2014-04-22,185.54.160.0/24
185.64.123.241,35055,Networking,NL,2014-07-21,185.64.123.0/24
178.85.239.97,33915,Networking,NL,2009-12-19,178.85.0.0/16
185.107.101.229,64437,Networking,NL,2015-07-03,185.107.101.0/24
185.29.203.191,61349,Unknown,NL,2013-07-01,185.29.200.0/22
185.6.160.155,16350,Unknown,NL,2012-10-12,185.6.160.152/29
185.6.51.255,25596,Networking,NL,2012-10-09,185.6.50.0/23
185.10.156.37,42093,Unknown,NL,2012-11-20,185.10.156.0/22
185.187.12.95,48635,Unknown,NL,2017-01-24,185.187.12.0/24
185.7.98.29,42567,Unknown,NL,2012-10-22,185.7.98.0/23
178.20.168.14,50655,Unknown,NL,2010-03-04,178.20.168.0/23
188.90.40.0,50266,Unknown,NL,2009-05-11,188.90.0.0/15
185.113.85.114,20559,Networking,NL,2015-08-13,185.113.85.96/27
185.6.160.131,16350,Unknown,NL,2012-10-12,185.6.160.128/28
185.190.67.201,35055,Networking,NL,2017-02-15,185.190.67.0/24
185.144.22.178,57795,Networking,NL,2016-03-18,185.144.20.0/22
178.20.175.241,50655,Unknown,NL,2010-03-04,178.20.175.0/24
171.33.129.78,28878,Unknown,NL,2012-07-03,171.33.129.72/29
185.190.64.89,35055,Networking,NL,2017-02-15,185.190.64.0/24
188.90.30.1,50266,Unknown,NL,2009-05-11,188.90.0.0/15
185.178.232.225,208864,Networking,NL,2016-11-23,185.178.232.0/22
185.107.100.169,64437,Networking,NL,2015-07-03,185.107.100.0/24
185.113.87.33,20559,Networking,NL,2015-08-13,185.113.87.32/28
185.107.101.81,64437,Networking,NL,2015-07-03,185.107.101.0/24
185.107.101.25,64437,Networking,NL,2015-07-03,185.107.101.0/24
185.249.43.93,41960,Software,NL,2018-03-13,185.249.43.0/24
185.94.239.126,42567,Unknown,NL,2015-04-07,"185.94.239.0/25, 185.94.239.128/26"
185.143.146.82,56835,Unknown,NL,2016-03-15,185.143.146.0/23
185.107.190.49,200428,Unknown,NL,2015-07-06,185.107.190.48/28
185.90.197.226,34343,Unknown,NL,2015-03-09,185.90.197.0/24
185.113.84.186,20559,Unknown,NL,2015-08-13,185.113.84.0/22
178.20.169.126,50655,Unknown,NL,2010-03-04,178.20.168.0/23
188.91.10.1,50266,Unknown,NL,2009-05-11,188.90.0.0/15
185.90.196.243,34343,Unknown,NL,2015-03-09,185.90.196.0/24
185.64.120.17,35055,Networking,NL,2014-07-21,185.64.120.0/24
185.173.234.77,56611,Unknown,NL,2016-10-20,185.173.234.0/24
185.107.102.157,64437,Enterprise,NL,2015-07-03,185.107.102.0/24
178.85.231.49,33915,Networking,NL,2009-12-19,178.85.0.0/16
185.206.233.220,51758,Enterprise,NL,2017-06-06,185.206.232.0/23
185.190.64.113,35055,Networking,NL,2017-02-15,185.190.64.0/24
188.122.88.1,49544,Unknown,NL,2009-05-22,188.122.88.0/26
185.113.84.195,20559,Networking,NL,2015-08-13,185.113.84.192/28
188.91.0.0,50266,Unknown,NL,2009-05-11,188.90.0.0/15
185.107.101.53,64437,Networking,NL,2015-07-03,185.107.101.0/24
178.85.231.25,33915,ISP Equipment,NL,2009-12-19,178.85.0.0/16
185.51.57.30,20559,Networking,NL,2014-03-21,185.51.56.0/22
185.113.87.3,20559,Networking,NL,2015-08-13,185.113.87.0/28
159.223.235.24,14061,Software,US,2020-11-03,159.223.0.0/16
185.29.201.97,61349,Unknown,NL,2013-07-01,185.29.201.0/24
188.91.11.255,50266,Unknown,NL,2009-05-11,188.90.0.0/15
185.173.162.20,49981,Networking,NL,2016-10-18,185.173.162.0/24
178.238.13.25,263824,Hardware,NL,2018-09-06,178.238.12.0/23
185.52.55.193,60558,Unknown,NL,2014-03-28,"185.52.55.192/27, 185.52.55.224/28"
185.146.106.33,201290,Networking,NL,2016-04-07,185.146.106.0/24
178.170.152.199,208864,Networking,NL,2010-03-31,178.170.152.0/22
178.251.29.216,42093,Unknown,NL,2010-06-17,178.251.29.192/26
178.20.168.29,50655,Unknown,NL,2010-03-04,178.20.168.0/23
185.122.116.3,20559,Networking,NL,2015-10-21,185.122.116.0/24
185.113.87.1,20559,Networking,NL,2015-08-13,185.113.87.0/28
185.209.39.225,211826,Enterprise,ES,2017-06-19,185.209.39.0/24
178.170.151.55,208864,Networking,NL,2010-03-31,178.170.148.0/22
185.51.56.58,20559,Networking,NL,2014-03-21,185.51.56.0/22
185.107.101.169,64437,Networking,NL,2015-07-03,185.107.101.0/24
185.94.247.73,201290,Networking,NL,2015-04-07,185.94.247.0/24
185.78.250.211,201311,Enterprise,NL,2014-11-26,185.78.250.0/23
185.51.57.116,20559,Networking,NL,2014-03-21,185.51.56.0/22
178.162.152.231,60781,Enterprise,NL,2010-02-05,178.162.128.0/18
185.64.121.109,35055,Networking,NL,2014-07-21,185.64.121.0/24
178.20.173.60,50655,Unknown,NL,2010-03-04,178.20.172.0/23
185.190.67.125,35055,Networking,NL,2017-02-15,185.190.67.0/24
188.90.206.0,50266,Unknown,NL,2009-05-11,188.90.0.0/15
175.110.116.34,49981,Networking,NL,2020-05-20,175.110.116.0/24
185.51.57.52,20559,Networking,NL,2014-03-21,185.51.56.0/22
178.84.234.112,33915,Networking,NL,2009-12-19,178.84.0.0/16
185.64.120.33,35055,Networking,NL,2014-07-21,185.64.120.0/24
178.20.169.33,50655,Unknown,NL,2010-03-04,178.20.168.0/23
185.209.39.145,211826,Enterprise,ES,2017-06-19,185.209.39.0/24
185.146.106.217,201290,Networking,NL,2016-04-07,185.146.106.0/24
178.84.235.218,33915,ISP Equipment,NL,2009-12-19,178.84.0.0/16
185.122.117.97,20559,Networking,NL,2015-10-21,185.122.117.0/24
185.107.102.85,64437,Enterprise,NL,2015-07-03,185.107.102.0/24
185.190.67.69,35055,Networking,NL,2017-02-15,185.190.67.0/24
178.20.168.58,50655,Unknown,NL,2010-03-04,178.20.168.0/23
185.190.67.193,35055,Networking,NL,2017-02-15,185.190.67.0/24
185.52.53.105,60558,Unknown,NL,2014-03-28,"185.52.53.104/29, 185.52.53.112/28, 185.52.53.128/27, 185.52.53.160/29"
185.173.235.1,57717,Unknown,NL,2016-10-20,185.173.235.0/24
178.21.16.9,50673,Unknown,NL,2010-03-09,178.21.16.0/21
188.207.58.241,1136,Networking,NL,2009-06-05,"188.207.48.0/20, 188.207.64.0/18"
185.51.57.38,20559,Networking,NL,2014-03-21,185.51.56.0/22
185.51.57.168,20559,Networking,NL,2014-03-21,185.51.56.0/22
178.20.168.92,50655,Unknown,NL,2010-03-04,178.20.168.0/23
188.90.16.1,50266,Unknown,NL,2009-05-11,188.90.0.0/15
185.10.156.85,42093,Unknown,NL,2012-11-20,185.10.156.0/22
185.64.121.249,35055,Networking,NL,2014-07-21,185.64.121.0/24
185.146.107.177,201290,Networking,NL,2016-04-07,185.146.107.0/24
185.95.31.1,48635,Unknown,NL,2015-04-08,185.95.28.0/22
188.90.39.255,50266,Unknown,NL,2009-05-11,188.90.0.0/15
185.51.56.54,20559,Networking,NL,2014-03-21,185.51.56.0/22
185.209.39.226,211826,Enterprise,ES,2017-06-19,185.209.39.0/24
178.20.175.29,50655,Unknown,NL,2010-03-04,178.20.175.0/24
185.90.199.109,34343,Unknown,NL,2015-03-09,185.90.199.0/24
185.64.121.125,35055,Networking,NL,2014-07-21,185.64.121.0/24
185.190.67.41,35055,Networking,NL,2017-02-15,185.190.67.0/24
185.209.39.107,211826,Enterprise,ES,2017-06-19,185.209.39.0/24
185.52.53.233,60558,Unknown,NL,2014-03-28,185.52.53.232/29
185.6.161.178,16350,Unknown,NL,2012-10-12,185.6.161.176/28
185.159.230.2,50601,Unknown,NL,2016-07-15,185.159.228.0/22
178.85.186.19,33915,Networking,NL,2009-12-19,178.85.0.0/16
185.190.66.97,35055,Networking,NL,2017-02-15,185.190.66.0/24
185.6.163.226,16350,Unknown,NL,2012-10-12,185.6.163.224/27
185.94.239.13,42567,Unknown,NL,2015-04-07,"185.94.239.0/25, 185.94.239.128/26"
185.190.67.97,35055,Networking,NL,2017-02-15,185.190.67.0/24
185.113.84.162,20559,Networking,NL,2015-08-13,185.113.84.0/22
188.90.158.1,50266,Unknown,NL,2009-05-11,188.90.0.0/15
188.206.10.197,1136,Networking,NL,2009-06-05,188.200.0.0/13
188.206.11.87,1136,Unknown,NL,2009-06-05,188.200.0.0/13
178.20.175.17,50655,Unknown,NL,2010-03-04,178.20.175.0/24
185.107.82.97,43350,Enterprise,NL,2015-07-03,185.107.82.96/28
191.96.1.58,47583,Software,AE,2014-03-13,191.96.1.0/24
185.107.190.13,200428,Unknown,NL,2015-07-06,185.107.190.12/30
185.218.39.33,15830,Networking,NL,2017-08-21,185.218.38.0/23
185.90.196.241,34343,Unknown,NL,2015-03-09,185.90.196.0/24
185.113.87.59,20559,Networking,NL,2015-08-13,185.113.87.48/28
188.90.66.0,50266,Unknown,NL,2009-05-11,188.90.0.0/15
185.29.200.33,61349,Unknown,NL,2013-07-01,185.29.200.0/22
185.151.61.62,200428,Networking,NL,2019-07-02,185.151.60.0/22
185.190.64.233,35055,Networking,NL,2017-02-15,185.190.64.0/24
178.251.29.218,42093,Unknown,NL,2010-06-17,178.251.29.192/26
178.238.13.85,263824,Hardware,NL,2018-09-06,178.238.12.0/23
178.85.27.93,33915,Networking,NL,2009-12-19,178.85.0.0/16
185.107.94.79,43350,Unknown,NL,2015-07-03,185.107.94.0/24
185.113.85.254,20559,Networking,NL,2015-08-13,185.113.85.224/27
185.190.67.5,35055,Networking,NL,2017-02-15,185.190.67.0/24
188.90.154.1,50266,Unknown,NL,2009-05-11,188.90.0.0/15
185.209.39.39,211826,Enterprise,ES,2017-06-19,185.209.39.0/24
185.64.123.209,35055,Networking,NL,2014-07-21,185.64.123.0/24
185.94.238.189,42567,Unknown,NL,2015-04-07,185.94.238.0/24
185.218.36.73,15830,Networking,NL,2017-08-21,185.218.36.0/23
185.41.37.153,201290,Networking,NL,2013-11-21,185.41.37.0/24
185.190.64.153,35055,Networking,NL,2017-02-15,185.190.64.0/24
185.22.15.106,62353,Hardware,NL,2013-03-25,185.22.12.0/22
185.31.172.252,60404,Hardware,NL,2013-07-25,185.31.172.0/24
188.90.210.1,50266,Unknown,NL,2009-05-11,188.90.0.0/15
188.90.83.255,50266,Unknown,NL,2009-05-11,188.90.0.0/15
178.20.174.97,50655,Unknown,NL,2010-03-04,178.20.174.0/24
185.234.153.98,41960,Networking,NL,2017-11-29,185.234.153.0/24
185.62.68.200,60022,Unknown,NL,2014-06-26,185.62.68.0/24
185.218.39.17,15830,Networking,NL,2017-08-21,185.218.38.0/23
188.90.136.1,50266,Unknown,NL,2009-05-11,188.90.0.0/15
169.150.245.93,60068,Unknown,GB,1994-11-30,169.150.245.0/24
178.84.80.228,33915,Networking,NL,2009-12-19,178.84.0.0/16
176.126.232.173,64437,Networking,NL,2012-09-14,176.126.232.0/24
185.107.103.141,64437,Enterprise,NL,2015-07-03,185.107.103.0/24
173.199.113.149,20473,Unknown,US,2010-09-29,173.199.64.0/18
185.51.56.39,20559,Networking,NL,2014-03-21,185.51.56.0/22
185.216.143.105,57717,Enterprise,NL,2017-08-07,185.216.143.0/25
185.51.56.202,20559,Networking,NL,2014-03-21,185.51.56.0/22
185.107.101.69,64437,Networking,NL,2015-07-03,185.107.101.0/24
185.10.158.2,42093,Unknown,NL,2012-11-20,185.10.156.0/22
178.20.170.65,50655,Unknown,NL,2010-03-04,178.20.170.0/24
185.51.56.126,20559,Networking,NL,2014-03-21,185.51.56.0/22
178.20.168.57,50655,Unknown,NL,2010-03-04,178.20.168.0/23
185.110.113.161,206130,Networking,NL,2015-07-23,185.110.113.160/27
178.20.168.23,50655,Unknown,NL,2010-03-04,178.20.168.0/23
178.251.29.161,42093,Unknown,NL,2010-06-17,178.251.29.128/26
185.209.39.198,211826,Enterprise,ES,2017-06-19,185.209.39.0/24
185.227.72.0,25596,Networking,NL,2017-10-23,185.227.72.0/23
185.209.39.14,211826,Enterprise,ES,2017-06-19,185.209.39.0/24
185.117.226.245,12595,Unknown,NL,2020-03-12,185.117.226.0/24
185.122.118.57,20559,Networking,NL,2015-10-21,185.122.116.0/22
185.209.39.229,211826,Enterprise,ES,2017-06-19,185.209.39.0/24
185.113.85.252,20559,Networking,NL,2015-08-13,185.113.85.224/27
