saddr,saddr_raw,daddr,daddr_raw,ipid,ttl,classification,success,sport,dport,udp_pkt_size,data,icmp_responder,icmp_type,icmp_code,icmp_unreach_str,repeat,cooldown,timestamp_str,timestamp_ts,timestamp_us
95.155.190.7,129932127,145.94.229.153,2581946001,48384,247,udp,1,161,56899,113,3067020103300e02024a69020205dc040100020103041f301d040c800000090300a411bb249880020106020401a7e25a0400040004003031040c800000090300a411bb2498800400a81f020237f002010002010030133011060a2b060106030f0101040041030157a4,,,,,0,0,2025-06-02T14:12:05.932+0200,1748866325,932519
87.208.4.1,17092695,145.94.229.153,2581946001,12631,245,udp,1,161,57795,112,3066020103300e02024a6902020800040100020103041f301d040c502660000000010030000042020108020401654b4e0400040004003030040c5026600000000100300000420400a81e020237f002010002010030123010060a2b060106030f0101040041023f32,,,,,0,0,2025-06-02T14:12:05.945+0200,1748866325,945039
92.65.199.77,1304904028,145.94.229.153,2581946001,50205,54,udp,1,161,59632,111,3065020103300f02024a69020300ffe3040100020103041e301c040b80001f8803a8c0ea09ac70020101020400802076040004000400302f040b80001f8803a8c0ea09ac700400a81e020237f002010002010030123010060a2b060106030f01010400410202b8,,,,,0,0,2025-06-02T14:12:05.993+0200,1748866325,993880
94.208.14.215,3608072286,145.94.229.153,2581946001,28500,52,udp,1,161,46698,111,3065020103300e02024a6902020578040100020103041e301c040c80000b2f0508952a807e63330201010203389bb20400040004003030040c80000b2f0508952a807e63330400a81e020237f002010002010030123010060a2b060106030f0101040041020284,,,,,0,0,2025-06-02T14:12:06.080+0200,1748866326,80737
95.155.190.70,1186896735,145.94.229.153,2581946001,45886,244,udp,1,161,52850,113,3067020103300e02024a69020205dc040100020103041f301d040c800000090300a411bb2497000201020204019b7df40400040004003031040c800000090300a411bb2497000400a81f020237f002010002010030133011060a2b060106030f0101040041030127e7,,,,,0,0,2025-06-02T14:12:06.091+0200,1748866326,91343
137.174.148.67,1133817481,145.94.229.153,2581946001,62696,52,udp,1,161,54382,108,3062020103300f02024a69020300ffe3040100020103041b3019040b8000000903687909b094c0020100020100040004000400302f040b8000000903687909b094c00400a81e020237f002010002010030123010060a2b060106030f0101040041020b26,,,,,0,0,2025-06-02T14:12:06.125+0200,1748866326,125766
87.237.185.114,1924787543,145.94.229.153,2581946001,27611,246,udp,1,161,45496,113,3067020103300e02024a69020205dc040100020103041f301d040c8000000903004006d5167f80020102020405309fb30400040004003031040c8000000903004006d5167f800400a81f020237f002010002010030133011060a2b060106030f01010400410300cd9f,,,,,0,0,2025-06-02T14:12:06.171+0200,1748866326,171412
145.128.243.82,1391689873,145.94.229.153,2581946001,63103,243,udp,1,161,35614,113,3067020103300e02024a69020205dc040100020103041f301d040c80000009ee005c5ac76e63cf0201070204028211890400040004003031040c80000009ee005c5ac76e63cf0400a81f020237f002010002010030133011060a2b060106030f010104004103094a12,,,,,0,0,2025-06-02T14:12:06.226+0200,1748866326,226421
92.66.64.231,3879748188,145.94.229.153,2581946001,21074,54,udp,1,161,47698,109,3063020103300f02024a69020300ffe3040100020103041d301b040b80001f88031056ca1b3b8c02010102031107ca040004000400302e040b80001f88031056ca1b3b8c0400a81d020237f00201000201003011300f060a2b060106030f01010400410152,,,,,0,0,2025-06-02T14:12:06.671+0200,1748866326,671017
145.145.166.39,665227665,145.94.229.153,2581946001,53616,245,udp,1,161,35240,112,3066020103300e02024a69020205dc040100020103041f301d040c800000090300007686f1a50002010502040587b65a0400040004003030040c800000090300007686f1a5000400a81e020237f002010002010030123010060a2b060106030f0101040041027b4f,,,,,0,0,2025-06-02T14:12:06.690+0200,1748866326,690844
93.191.7.36,604487517,145.94.229.153,2581946001,12601,244,udp,1,161,52873,113,3067020103300e02024a69020205dc040100020103041f301d040c800000090300286f7fea5600020107020406847d0f0400040004003031040c800000090300286f7fea56000400a81f020237f002010002010030133011060a2b060106030f010104004103013634,,,,,0,0,2025-06-02T14:12:06.717+0200,1748866326,717819
89.146.41.168,2821296729,145.94.229.153,2581946001,29756,243,udp,1,161,44791,113,3067020103300e02024a69020205dc040100020103041f301d040c800000090300a0ecf94c007002010b0204046407010400040004003031040c800000090300a0ecf94c00700400a81f020237f002010002010030133011060a2b060106030f0101040041030ff976,,,,,0,0,2025-06-02T14:12:06.978+0200,1748866326,978589
89.31.57.118,1983455065,145.94.229.153,2581946001,58138,57,udp,1,161,45090,119,306d020103300f02024a69020300ffe304010002010304223020040f800000e804435a4a363135305148580201050204683d9ff50400040004003033040f800000e804435a4a363135305148580400a81e020237f002010002010030123010060a2b060106030f0101040041020b40,,,,,0,0,2025-06-02T14:12:07.087+0200,1748866327,87198
