IP,EngineID,Engine Boots,Engine Time,Enterprise Code,MAC,Vendor
77.62.144.114,80001f8803001add482040,1,12097822,8072.0,001add482040,net-snmp
62.195.176.0,80000009030034f8e758c000,15,28397361,9.0,0034f8e758c000,ciscoSystems
62.200.180.112,80000009030034732d23b180,5,23839266,9.0,0034732d23b180,ciscoSystems
62.59.192.192,800000090300a47806b57400,13,5101478,9.0,00a47806b57400,ciscoSystems
77.242.127.119,800000090300ccef48f81700,25,133806430,9.0,00ccef48f81700,ciscoSystems
62.40.106.175,800007c703609c9f849800,41,16112461,1991.0,609c9f849800,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')"
77.243.233.79,8000000903000005740fb2bc,8,192478034,9.0,000005740fb2bc,ciscoSystems
62.200.29.15,00000009030080a235145800,10,1876805,9.0,not_set,ciscoSystems
62.166.252.1,502660000000010030000038,6,49561381,1344692224.0,not_set,
77.61.159.135,80000009030024169dd97180,12,50467442,9.0,0024169dd97180,ciscoSystems
62.40.116.13,80001f880434594e36535a33,49,18651984,8072.0,No Mac indication (0x03),net-snmp
62.140.139.121,80000009030000b67038a900,14,123721692,9.0,0000b67038a900,ciscoSystems
62.194.157.200,80000b2f0558238ceaac8033,1,2100536,2863.0,No Mac indication (0x03),Thomson Inc.
62.195.103.0,80000009030000ebd5ed3c00,8,28829710,9.0,0000ebd5ed3c00,ciscoSystems
62.165.69.114,80000009030000fec8049800,29,114633015,9.0,0000fec8049800,ciscoSystems
77.61.63.64,80000009030034ed1bc8d880,48,30929460,9.0,0034ed1bc8d880,ciscoSystems
77.61.10.218,80001f8880e7e65f1f8df5f462,7,10258217,8072.0,No Mac indication (0x03),net-snmp
77.242.112.246,8000000903004c710d06db00,11,15906017,9.0,004c710d06db00,ciscoSystems
77.242.117.41,8000000903007cad4ff25080,20,5897880,9.0,007cad4ff25080,ciscoSystems
77.242.126.95,800000090300ecce138b0e80,4,84010789,9.0,00ecce138b0e80,ciscoSystems
77.60.214.221,00000009020000024b7d8d6f,12,7540558,9.0,not_set,ciscoSystems
62.212.159.63,800000090300cc46d615b060,7,7720238,9.0,00cc46d615b060,ciscoSystems
62.40.117.45,80000a4c013e28752d,3,6300188,2636.0,No Mac indication (0x03),"Juniper Networks, Inc."
62.207.190.97,800000090300002cc87f4280,36,16328106,9.0,00002cc87f4280,ciscoSystems
62.179.22.30,80000009030000fd22943780,33,7866816,9.0,0000fd22943780,ciscoSystems
62.25.55.7,80000009030084b2618d17dc,2,89171963,9.0,0084b2618d17dc,ciscoSystems
62.200.168.16,00000009030080a235982000,8,2133299,9.0,not_set,ciscoSystems
62.207.49.111,8000000903000027e3a9bd00,8,100781275,9.0,000027e3a9bd00,ciscoSystems
64.26.39.145,800000090300588b1c9ddf00,6,13834901,9.0,00588b1c9ddf00,ciscoSystems
77.83.180.198,8000000903006cb2aeb12980,49,79716402,9.0,006cb2aeb12980,ciscoSystems
62.45.188.129,8000000903000014f1eb0f00,327,6801985,9.0,000014f1eb0f00,ciscoSystems
63.247.201.6,80000009030074ad98463701,7,20506435,9.0,0074ad98463701,ciscoSystems
77.60.0.163,80000009030010e3767aaae7,3,2611040,9.0,0010e3767aaae7,ciscoSystems
77.242.124.126,800000090300e4387e614180,13,8476227,9.0,00e4387e614180,ciscoSystems
62.207.0.207,80000009030084b2617986c4,3,105100038,9.0,0084b2617986c4,ciscoSystems
77.60.241.129,80000009030084b26167c994,2,1215743,9.0,0084b26167c994,ciscoSystems
62.165.69.113,80000009030000fec8049800,29,114633019,9.0,0000fec8049800,ciscoSystems
77.242.126.246,800000090300e4d3f119a5d0,3,111837683,9.0,00e4d3f119a5d0,ciscoSystems
77.61.39.217,800000090300780cf0ea4aa6,5,23074860,9.0,00780cf0ea4aa6,ciscoSystems
