IP,EngineID,Engine Boots,Engine Time,Enterprise Code,MAC,Vendor
83.98.255.163,8000000903007c210e058f00,27,24191262,9.0,007c210e058f00,ciscoSystems
83.98.233.161,800000090300f87a41675200,28,1197146,9.0,00f87a41675200,ciscoSystems
85.146.211.113,8000000903009077ee054600,16,15721262,9.0,009077ee054600,ciscoSystems
81.4.77.79,800000090300001873b8540c,6,341023020,9.0,00001873b8540c,ciscoSystems
84.25.100.255,8000000903006c410e152c00,9,32607936,9.0,006c410e152c00,ciscoSystems
84.22.108.157,80001f888075d8990c51590d6600000000,7,756898,8072.0,No Mac indication (0x03),net-snmp
83.167.197.57,80000009030024d79c3ab380,8,10782800,9.0,0024d79c3ab380,ciscoSystems
83.98.233.53,00000009030034732d4b322c,23,39176086,9.0,not_set,ciscoSystems
77.242.123.176,8000000903004c710d06e380,42,46487674,9.0,004c710d06e380,ciscoSystems
77.61.84.201,80000009030074ad984a0580,20,2236411,9.0,0074ad984a0580,ciscoSystems
84.241.139.249,80000009035c3e06e10938,0,0,9.0,5c3e06e10938,ciscoSystems
46.44.164.28,800000090300cc167ed413b6,8,112486031,9.0,00cc167ed413b6,ciscoSystems
46.243.198.1,80003a8c04,0,0,,invalid,
84.26.64.99,80000b2f05802994f355d933,1,665455,2863.0,No Mac indication (0x03),Thomson Inc.
85.146.229.17,800033870370fc8c16193e,0,0,13191.0,70fc8c16193e,OneAccess
81.171.92.130,f5717f444ca88d95d300,23,81487488,1970372420.0,No Mac indication (0x03),
82.73.196.54,80001f88031056ca712080,1,1089078,8072.0,1056ca712080,net-snmp
83.98.225.4,80000009030028affd10b000,16,11628619,9.0,0028affd10b000,ciscoSystems
84.25.41.182,8000124c0538b1db9d2aad33,370,1380631,4684.0,No Mac indication (0x03),Ambit Microsystems Corporation
46.144.195.175,800000090300084fa9884600,8,101625279,9.0,00084fa9884600,ciscoSystems
85.17.199.127,800000090300000911e71d08,5,55009867,9.0,00000911e71d08,ciscoSystems
31.160.192.224,800000090300cc167ed38f14,4,78176462,9.0,00cc167ed38f14,ciscoSystems
83.86.119.106,80000b2f05b0c287299b8f33,1,2358107,2863.0,No Mac indication (0x03),Thomson Inc.
46.144.36.40,800000090300004268670490,1,6149158,9.0,00004268670490,ciscoSystems
31.160.89.184,800000090300c014fe4e3580,15,2578602,9.0,00c014fe4e3580,ciscoSystems
77.243.237.17,8000000903000005740fb2bc,8,192456492,9.0,000005740fb2bc,ciscoSystems
77.242.119.241,800000090300ecce138b0e80,4,83989245,9.0,00ecce138b0e80,ciscoSystems
46.144.228.47,800000090300a4530e102114,1,6399997,9.0,00a4530e102114,ciscoSystems
79.141.165.147,80003a8c046d6b745f37392e3134312e3136352e313437,0,0,14988.0,No Mac indication (0x03),MikroTik
31.187.139.1,502660000000031201007147,5,67081923,1344692224.0,not_set,
46.144.14.183,80000009030000f28bb55be0,2,6363454,9.0,0000f28bb55be0,ciscoSystems
5.104.143.17,80003a8c04,0,0,,invalid,
81.173.57.136,800000090300b0aa77370d78,4,18660507,9.0,00b0aa77370d78,ciscoSystems
23.249.233.118,0000000903005c3e06c2ab20,3,34387511,9.0,not_set,ciscoSystems
31.149.104.1,800000090300c4f7d5b9fe84,2,32994915,9.0,00c4f7d5b9fe84,ciscoSystems
83.86.55.84,8000124c0570188b66ed6733,226,1355615,4684.0,No Mac indication (0x03),Ambit Microsystems Corporation
81.173.127.177,8000000903007cad74ec3fa0,16,26627709,9.0,007cad74ec3fa0,ciscoSystems
77.93.69.13,80001f8880cd51d9246532336500000000,1,51003086,8072.0,No Mac indication (0x03),net-snmp
85.146.252.249,8000000903007411b2a70300,12,6484564,9.0,007411b2a70300,ciscoSystems
5.132.3.1,502660000000010030000119,6,50492108,1344692224.0,not_set,
80.113.174.251,8000000903005cb12e92d980,8,7200575,9.0,005cb12e92d980,ciscoSystems
45.116.104.195,800000e8031402ec375038,19,239176,232.0,1402ec375038,Compaq
82.217.13.206,8000124c05889ffac7f1dc33,30,4010911,4684.0,No Mac indication (0x03),Ambit Microsystems Corporation
84.241.145.177,800000090300501cbfde4666,2,49489332,9.0,00501cbfde4666,ciscoSystems
83.82.107.140,80000b2f05fc528dc032f433,1,2607094,2863.0,No Mac indication (0x03),Thomson Inc.
82.101.213.1,8000000903000029c200ac00,12,30103325,9.0,000029c200ac00,ciscoSystems
46.144.129.105,800000090300005d73ccdcd4,1,83899406,9.0,00005d73ccdcd4,ciscoSystems
84.106.39.30,8000124c053c77e605398933,127,1341645,4684.0,No Mac indication (0x03),Ambit Microsystems Corporation
84.241.142.49,800000090300d4789b029672,2,53567584,9.0,00d4789b029672,ciscoSystems
45.157.133.237,80001f88800132811014324f67,1,15613728,8072.0,No Mac indication (0x03),net-snmp
83.174.141.49,8000000903007c0ece948380,9,770549806,9.0,007c0ece948380,ciscoSystems
81.175.117.152,800000090300084fa98b1280,19,2648685,9.0,00084fa98b1280,ciscoSystems
31.160.217.184,800000090300a093514cd948,2,20755451,9.0,00a093514cd948,ciscoSystems
83.82.71.255,80000009030094d469545c00,12,31312368,9.0,0094d469545c00,ciscoSystems
31.149.178.157,80001cc7031449bc851010,0,0,7367.0,1449bc851010,DrayTek Corporation
77.60.214.163,00000009020000024b7d8d6f,10,172377,9.0,not_set,ciscoSystems
31.149.72.249,800000090300a4530e6f1114,2,20755197,9.0,00a4530e6f1114,ciscoSystems
83.85.131.253,8000124c053c77e66c3e1b33,75,267948,4684.0,No Mac indication (0x03),Ambit Microsystems Corporation
