IP,EngineID,Engine Boots,Engine Time,Enterprise Code,MAC,Vendor
185.241.191.118,8000000903c067af2f4a60,0,0,9.0,c067af2f4a60,ciscoSystems
185.107.82.194,80001f8880c267246d9ff74d5a00000000,21,12363521,8072.0,No Mac indication (0x03),net-snmp
178.132.210.95,800000090300e02f6d4d53a0,6,1127070,9.0,00e02f6d4d53a0,ciscoSystems
178.18.131.64,8000000903000005740fb2bc,8,192462907,9.0,000005740fb2bc,ciscoSystems
185.142.248.159,80000009030028affd0e6300,11,11199458,9.0,0028affd0e6300,ciscoSystems
185.194.248.41,80003a8c04,0,0,,invalid,
178.85.191.0,80000009030000ebd5ed8400,9,28382217,9.0,0000ebd5ed8400,ciscoSystems
185.205.242.91,8000000903006c310eb46580,24,2460390,9.0,006c310eb46580,ciscoSystems
185.221.156.179,800000090300001da1b8d947,2,12366898,9.0,00001da1b8d947,ciscoSystems
188.202.205.137,8000000903001005ca32a504,3,1219867,9.0,001005ca32a504,ciscoSystems
185.138.59.14,80000a4c01b98a3b0e,9,53293253,2636.0,No Mac indication (0x03),"Juniper Networks, Inc."
185.156.208.64,800000090300000e837f241b,5,279837451,9.0,00000e837f241b,ciscoSystems
159.100.74.113,800000090300a47806eb9f80,12,42538,9.0,00a47806eb9f80,ciscoSystems
159.100.121.49,800033870370fc8c161dbe,0,0,13191.0,70fc8c161dbe,OneAccess
157.97.217.237,8000000903008c1e80901080,28,1787953,9.0,008c1e80901080,ciscoSystems
185.44.95.215,800000090300881dfcd3e300,18,46528904,9.0,00881dfcd3e300,ciscoSystems
185.142.250.69,00000009030034732dda8306,5,58891635,9.0,not_set,ciscoSystems
185.99.184.171,80001f88809f95e55b6f88806300000000,29,20898925,8072.0,No Mac indication (0x03),net-snmp
185.170.129.114,80003a8c04,0,0,,invalid,
185.220.214.79,800000090300f8e57e742780,12,21630031,9.0,00f8e57e742780,ciscoSystems
185.205.241.127,8000000903006c310ec25e00,22,12954423,9.0,006c310ec25e00,ciscoSystems
185.221.156.72,800000090300442b03a161c4,10,48131964,9.0,00442b03a161c4,ciscoSystems
178.170.150.107,80003a8c04,0,0,,invalid,
185.202.203.18,800000090300ecbd1da50040,8,2442286,9.0,00ecbd1da50040,ciscoSystems
188.93.116.81,80001f88802ad4b0d867bf2b58,2,1537818,8072.0,No Mac indication (0x03),net-snmp
185.254.42.164,800000090300d48cb59fd0e4,1,14354524,9.0,00d48cb59fd0e4,ciscoSystems
185.203.190.31,800000090300ec01d533ca00,14,2203951,9.0,00ec01d533ca00,ciscoSystems
159.100.95.205,8000000903007411b2a6b880,12,7157702,9.0,007411b2a6b880,ciscoSystems
185.51.57.108,80000634b22db4001014e8f756,6,70128898,1588.0,No Mac indication (0x03),"Brocade Communications Systems, Inc."
157.97.208.35,8000000903009077ee624980,14,42943349,9.0,009077ee624980,ciscoSystems
185.82.143.79,80000009030070695a2b2580,13,156345281,9.0,0070695a2b2580,ciscoSystems
185.241.191.54,8000000903c067af2f4a60,0,0,9.0,c067af2f4a60,ciscoSystems
185.26.58.147,800000090300b0c53ce4ad80,34,32444006,9.0,00b0c53ce4ad80,ciscoSystems
185.34.168.92,800000090300b0c53ce4ac80,10,31243269,9.0,00b0c53ce4ac80,ciscoSystems
159.100.65.1,80000009030044b6be873f00,20,43789992,9.0,0044b6be873f00,ciscoSystems
185.162.128.65,80003a8c04,0,0,,invalid,
185.199.190.213,800000090300b08bcf052f64,3,35130690,9.0,00b08bcf052f64,ciscoSystems
178.20.168.105,f5717f001c73225a8400,16,58688487,1970372352.0,No Mac indication (0x03),
185.43.213.57,0000000903005c3e06c2abe6,9,25096852,9.0,not_set,ciscoSystems
171.33.129.0,80000009030034ed1bdffa80,11,60966143,9.0,0034ed1bdffa80,ciscoSystems
188.90.56.58,80001f8880505d3c613d086a5d00000000,97,26667,8072.0,No Mac indication (0x03),net-snmp
185.151.96.157,8000000903000845d1b07880,6,36654769,9.0,000845d1b07880,ciscoSystems
185.254.42.174,800000090300a49bcd449c07,2,46288117,9.0,00a49bcd449c07,ciscoSystems
178.162.152.44,80001f8880de8eab795efd7355,6,33693012,8072.0,No Mac indication (0x03),net-snmp
176.74.227.216,8000000903009cd57d2f6f00,260,845820,9.0,009cd57d2f6f00,ciscoSystems
185.102.47.79,80000009030088f031df3400,3,19193706,9.0,0088f031df3400,ciscoSystems
185.51.56.101,80000634b29e2000101471d8f7,4,10814014,1588.0,No Mac indication (0x03),"Brocade Communications Systems, Inc."
185.185.166.142,80000009032cf89b46a6e8,0,0,9.0,2cf89b46a6e8,ciscoSystems
185.43.212.87,800000090300f872ea7adbd2,4,3348982,9.0,00f872ea7adbd2,ciscoSystems
185.61.68.71,0000000903008478ac67eafe,41,136206598,9.0,not_set,ciscoSystems
178.85.209.31,80000b2f058029941b934933,1,866351,2863.0,No Mac indication (0x03),Thomson Inc.
178.238.14.41,800000090300e05fb9d0f93f,21,23646014,9.0,00e05fb9d0f93f,ciscoSystems
175.110.116.39,80001f8880c8180b1d1c793a65,8552,394474,8072.0,No Mac indication (0x03),net-snmp
185.220.215.58,0000000903006c310eb700d2,6,42117167,9.0,not_set,ciscoSystems
185.138.58.162,80000a4c01b98a3b0f,1,38535703,2636.0,No Mac indication (0x03),"Juniper Networks, Inc."
164.138.252.1,80000009030000351a058a80,1,8339003,9.0,0000351a058a80,ciscoSystems
185.89.153.3,80000009030058ac78269080,11,99666226,9.0,0058ac78269080,ciscoSystems
185.27.173.157,80000a4c01b9bb0c01,17,3490344,2636.0,No Mac indication (0x03),"Juniper Networks, Inc."
185.89.155.117,80000009030058ac78269080,11,99666226,9.0,0058ac78269080,ciscoSystems
176.74.239.192,80000009030040b5c19a9300,16,70065321,9.0,0040b5c19a9300,ciscoSystems
185.228.210.169,80000009030000eeabd8cb50,12,55378094,9.0,0000eeabd8cb50,ciscoSystems
188.207.29.119,80001f8803a8c0ea39c6e0,1,16728241,8072.0,a8c0ea39c6e0,net-snmp
159.100.120.226,80001f8880a51b142a167fb36300000000,7,612422,8072.0,No Mac indication (0x03),net-snmp
185.142.250.177,8000000903007c210e05b500,27,15600473,9.0,007c210e05b500,ciscoSystems
185.142.249.131,800000090300500f8052c100,17,17326385,9.0,00500f8052c100,ciscoSystems
