ip.src_host,snmp.msgAuthoritativeEngineID,snmp.msgAuthoritativeEngineBoots,snmp.msgAuthoritativeEngineTime,Enterprise code,Mac
84.29.97.78,8000124c05906ebbe4b7ac33,88,934914,4684,No Mac indication (0x03)
31.3.9.7,80000009030058ac78269080,11,99151630,9,0058ac78269080
83.98.242.168,800000090300b0c53ce4d080,18,31937669,9,00b0c53ce4d080
85.146.250.159,800007db03d8109fc2e9f0,10,58826090,2011,d8109fc2e9f0
37.143.82.255,0000000903003c13ccffa750,2,7123274,9,not_set
77.61.0.1,8000000903002c4f52447c80,18,4829413,9,002c4f52447c80
84.105.48.129,80000b2f05705a9e32ae5d33,1,618858,2863,No Mac indication (0x03)
85.146.234.165,8000000903007411b2a77980,8,42683621,9,007411b2a77980
31.3.12.80,800007c703002438435e40,237,29465243,1991,002438435e40
77.94.245.187,80000009030030e4db111f20,4,110138461,9,0030e4db111f20
84.29.191.0,800000090300d4ad710df000,12,29509583,9,00d4ad710df000
77.61.12.204,80000009030070695ae9decc,1,23685916,9,0070695ae9decc
81.173.57.153,800000090300d48cb5932aca,15,20496503,9,00d48cb5932aca
84.105.59.1,8000000903000027900d5800,11,29682678,9,000027900d5800
80.65.107.48,800000090300000000000000,2,1812262,9,00000000000000
83.167.204.57,80000009030044b6be9de880,16,50550349,9,0044b6be9de880
84.105.76.225,80000b2f05b0c287e3844433,1,3999972,2863,No Mac indication (0x03)
5.172.41.49,80000634b20400001014ddd196,2,122446702,1588,No Mac indication (0x03)
37.74.86.15,800000090300cc167ed457cc,2,5591946,9,00cc167ed457cc
45.80.100.79,800011ae05a42b8c29c05033,509,238336,4526,No Mac indication (0x03)
31.186.167.231,800000090300e4aa5dc51d4a,23,28369,9,00e4aa5dc51d4a
85.146.253.119,8000000903003cce73b85a81,10,126495698,9,003cce73b85a81
82.101.250.1,800000090300285261fb8800,11,27779647,9,00285261fb8800
77.62.145.218,800000090300a44c11ba7720,2,10195338,9,00a44c11ba7720
82.174.194.0,502660000000010030000079,6,49980948,1344692224,not_set
84.35.81.17,80003a8c04,0,0,invalid,invalid
46.145.150.49,800000090300e00eda56e65c,2,5207400,9,00e00eda56e65c
77.60.197.244,80001f88802b71bc2393a45967,3,3550631,8072,No Mac indication (0x03)
81.30.35.225,8000000903004c710db1e200,60,45843805,9,004c710db1e200
45.83.0.239,80003a8c04,0,0,invalid,invalid
84.31.174.138,8000124c050c84dc4a4a2d33,85,1296339,4684,No Mac indication (0x03)
62.200.18.104,00000009030080a2355c9800,7,1172339,9,not_set
80.113.232.102,80001f8880aa5d9402806e285f00000000,36,4067133,8072,No Mac indication (0x03)
31.149.227.145,800000090300bce71231c380,5,100125422,9,00bce71231c380
84.241.247.42,00000009030040ce2438a830,5,49548432,9,not_set
84.241.147.100,80001f88805d5e20149ce0ef60,21,23458987,8072,No Mac indication (0x03)
62.195.192.0,80000009030000ebd5ec4400,18,14384861,9,0000ebd5ec4400
46.145.58.151,80000009030000f28b9e89e0,2,608472,9,0000f28b9e89e0
77.242.115.178,8000000903000081c46b0600,12,15394726,9,000081c46b0600
85.146.239.167,8000000903007cad4f9bf500,36,19119158,9,007cad4f9bf500
31.149.254.185,800000090300e4387ed6b300,12,15841358,9,00e4387ed6b300
23.249.238.183,80000009030000c88b491700,22,19751924,9,0000c88b491700
82.217.151.109,80000b2f058029941b958133,1,2419317,2863,No Mac indication (0x03)
84.106.40.127,8000124c05906ebbd92da033,371,1590257,4684,No Mac indication (0x03)
82.75.51.177,80000b2f05e0885d8b830333,1,1053937,2863,No Mac indication (0x03)
80.255.246.32,80000009030040b5c1689d00,28,7850332,9,0040b5c1689d00
84.25.71.1,800000090300848a8df19400,8,28469505,9,00848a8df19400
83.174.130.136,800000090300000000000000,3,49414836,9,00000000000000
81.173.59.111,0000000903008478ac4278d7,32,39358635,9,not_set
80.114.241.255,8000000903006c13d5215000,8,16851151,9,006c13d5215000
85.146.196.217,8000000903007411b2a80480,9,60579059,9,007411b2a80480
37.114.88.229,0000000903005c3e06c2ab20,3,33879348,9,not_set
5.159.34.151,800000090300001e4a9f6ca8,4,199823865,9,00001e4a9f6ca8
80.113.248.40,800000090300148473ecb500,6,9766157,9,00148473ecb500
83.98.248.136,80000009030000c88b4fed00,15,46448699,9,0000c88b4fed00
37.156.228.73,800063a28040b93cacc02400000001,3,4011197,25506,No Mac indication (0x03)
31.161.108.29,80000009030000be75517600,6,102929474,9,0000be75517600
83.167.222.209,8000000903004c5d3c07af00,8,63559230,9,004c5d3c07af00
80.115.104.0,8000000903006c13d5215000,8,16851151,9,006c13d5215000
62.200.74.124,800000090300502fa8441600,14,99895185,9,00502fa8441600
82.75.44.241,8000124c053c77e61fe29133,192,53146,4684,No Mac indication (0x03)
84.105.200.0,8000000903006c13d5219000,18,30287505,9,006c13d5219000
83.149.111.47,80001f888050b40539839cb85900000000,33,45268356,8072,No Mac indication (0x03)
31.149.112.65,800000090300c014fe853ac0,14,28782052,9,00c014fe853ac0
31.160.250.247,800000090300004268d3efae,1,29131350,9,00004268d3efae
83.82.186.0,800000090300f4bd9ee39c00,11,29074653,9,00f4bd9ee39c00
84.31.158.165,8000124c05485ab639a0df33,116,977321,4684,No Mac indication (0x03)
81.23.247.207,800007db03346ac2be2d2c,65,27673137,2011,346ac2be2d2c
85.144.142.0,502660000000010030000128,5,49636812,1344692224,not_set
80.114.67.1,8000000903000029c200ac00,12,29595163,9,000029c200ac00
31.149.124.17,800000090300f8c65078f8a0,4,30336616,9,00f8c65078f8a0
45.84.59.53,80003a8c04,0,0,invalid,invalid
85.146.206.247,8000000903005cb12ef80880,25,99621,9,005cb12ef80880
84.25.114.52,8000124c05c038969e717b33,85,1823186,4684,No Mac indication (0x03)
5.132.62.1,502660000000010030000015,6,49033160,1344692224,not_set
45.13.165.33,80000634b29e2000101470d8f7,5,10297867,1588,No Mac indication (0x03)
77.83.183.14,80001f888091015c1ee777ce67,1,6688028,8072,No Mac indication (0x03)
78.108.143.111,800000090300a4004ee35000,13,32135496,9,00a4004ee35000
84.104.124.177,8000124c051c3e8437d51133,471,2158652,4684,No Mac indication (0x03)
31.223.173.48,80000009030034ed1bdffa80,11,60451566,9,0034ed1bdffa80
84.24.38.1,8000000903006c410e8fd800,123,30109496,9,006c410e8fd800
84.26.169.54,8000124c05889ffac6d0a833,469,3909932,4684,No Mac indication (0x03)
77.83.188.209,80003a8c04,0,0,invalid,invalid
84.107.167.255,8000000903000029c2008c00,7,14457600,9,000029c2008c00
77.60.129.89,8000304404464754343046544b323230394553514b,1717568317,30780566,12356,No Mac indication (0x03)
37.235.118.177,80000009030010b3d6798280,46,4597169,9,0010b3d6798280
62.165.122.250,80000009030000c88b2c9b00,15,71415628,9,0000c88b2c9b00
77.83.182.109,80001f8880af717e7ab0ba516600000000,7,2470733,8072,No Mac indication (0x03)
62.23.43.25,8000000903005ca62db84160,12,98322695,9,005ca62db84160
83.174.136.200,800000090300e8b748d5a92a,1,10204257,9,00e8b748d5a92a
77.60.15.119,800000090300a8b4565bd168,2,104343351,9,00a8b4565bd168
83.87.50.255,800000090300f8a73af0f400,11,18609698,9,00f8a73af0f400
46.144.81.255,8000000903005cb12e826b80,17,13818896,9,005cb12e826b80
31.160.163.104,800000090300cc46d606f926,3,15109426,9,00cc46d606f926
85.146.236.249,80000009030078f1c68f0b00,6,14285925,9,0078f1c68f0b00
77.60.97.49,8000000903007cad4f787680,37,25217398,9,007cad4f787680
46.144.165.169,800000090300a0239f082b80,12,35087401,9,00a0239f082b80
82.72.161.153,8000124c050c84dcad658933,651,4069194,4684,No Mac indication (0x03)
84.24.147.1,800000090300285261fb6000,8,32101584,9,00285261fb6000
84.105.192.255,8000000903002c73a0780400,19,3617924,9,002c73a0780400
84.35.48.247,800000090300f87a41021300,26,11982372,9,00f87a41021300
31.149.230.217,80000009030000c88b090c2c,2,4829387,9,0000c88b090c2c
80.249.210.92,80000634b29c6000101463de9f,6,92010515,1588,No Mac indication (0x03)
83.167.193.221,800000090300a49bcd78d180,6,20494531,9,00a49bcd78d180
31.3.9.115,800000090300500f8054d200,19,5951666,9,00500f8054d200
46.144.113.153,800000090300a00f3779db50,12,12384379,9,00a00f3779db50
84.241.172.1,80000009035cb12e9f504c,0,0,9,5cb12e9f504c
23.249.237.195,8000000903000064400e2669,5,51728003,9,000064400e2669
46.44.136.241,800000090300b4de31a4b240,1,18688107,9,00b4de31a4b240
31.149.222.113,80000009030000f28bb4f7b2,1,4578652,9,0000f28bb4f7b2
83.83.119.87,8000124c05906ebbd8582c33,140,2371922,4684,No Mac indication (0x03)
80.65.101.3,8000000903003a9c34a0c0,0,0,9,003a9c34a0c0
46.144.45.89,80000009030000d78f505a98,2,79135827,9,0000d78f505a98
37.0.93.144,8000000903005057a8636438,2,1999510,9,005057a8636438
77.60.198.64,800000090300d867d9c784dc,4,43033986,9,00d867d9c784dc
84.35.188.64,8000000903008843e18da63f,4,366817803,9,008843e18da63f
45.149.52.34,800000090300a4934ca95ed0,10,89812154,9,00a4934ca95ed0
83.85.21.245,8000124c05bc8556d10d5733,96,3423980,4684,No Mac indication (0x03)
81.30.42.138,8000000903004800b32cae00,7,5713408,9,004800b32cae00
84.244.184.3,8000000903c08c60a6ed20,0,0,9,c08c60a6ed20
84.104.186.145,8000124c05485ab63a955933,187,1636546,4684,No Mac indication (0x03)
31.149.46.153,8000000903003890a59f0c40,4,2493588,9,003890a59f0c40
85.146.216.225,8000000903003891b7b6da80,10,31356144,9,003891b7b6da80
85.147.242.135,80000b2f05802994c88b3933,1,492378,2863,No Mac indication (0x03)
84.25.209.14,8000124c05083e8e96e7d033,1021,2057627,4684,No Mac indication (0x03)
46.144.129.25,8000000903002cd02d936e12,2,80281763,9,002cd02d936e12
83.98.232.127,800000090300b0c53ce4ad80,34,31929445,9,00b0c53ce4ad80
5.101.96.5,80001f888031b9f60ae6b2db6300000000,21,67226272,8072,No Mac indication (0x03)
62.165.82.89,80000009030000fec8049800,29,114103327,9,0000fec8049800
84.14.61.142,80000009030060735c527952,3,197240120,9,0060735c527952
77.73.224.51,80000009030028ac9e0e9100,143,84563422,9,0028ac9e0e9100
84.106.83.84,80000b2f05802994d87ff433,1,3949223,2863,No Mac indication (0x03)
45.86.178.37,8000000903000896adb623a4,7,18515118,9,000896adb623a4
46.44.136.32,8000000903006c8d77dd5200,22,8807319,9,006c8d77dd5200
80.255.245.200,80000009030040b5c180a100,6,95993880,9,0040b5c180a100
85.146.207.144,800000090300341b2d595400,11,6517184,9,00341b2d595400
31.160.167.7,80000009030000fcbaf5dbdc,2,2583791,9,0000fcbaf5dbdc
5.39.186.156,80001f88807e0e2d1559a78e5b00000000,23,8202936,8072,No Mac indication (0x03)
31.160.244.48,80000009030040017aa003c0,2,91426306,9,0040017aa003c0
80.112.32.148,8000124c05c038969ebc7b33,45,3335130,4684,No Mac indication (0x03)
62.207.190.95,800000090300a03d6fd26980,22,6666603,9,00a03d6fd26980
83.167.218.94,8000000903005c64f1af0c00,16,10283648,9,005c64f1af0c00
80.113.99.225,80000009030034ed1b623b00,10,80214098,9,0034ed1b623b00
84.106.137.1,800000090300285261fa5000,8,28991192,9,00285261fa5000
46.144.59.48,800000090300003a7d78de80,2,50292754,9,00003a7d78de80
46.144.108.25,80000009030070db98834ea4,2,76651031,9,0070db98834ea4
37.153.254.83,800000090300e4c7229a2e5e,1,36274279,9,00e4c7229a2e5e
77.60.248.201,8000000903006c310ec2d580,12,33118081,9,006c310ec2d580
81.93.57.97,80000009032c3311a412f0,0,0,9,2c3311a412f0
77.61.24.70,800000090300843dc6d06efc,2,27058315,9,00843dc6d06efc
77.243.231.36,80001f8880aa1e2e274899cc6600000000,3,108086,8072,No Mac indication (0x03)
85.146.229.89,8000000903007411b2a99780,30,31017539,9,007411b2a99780
77.60.61.140,80000009030070df2f3d49be,1,2597604,9,0070df2f3d49be
85.146.249.209,800033870370fc8c58f0f0,0,0,13191,70fc8c58f0f0
31.149.124.231,800000090300c4f7d5295100,27,5876208,9,00c4f7d5295100
31.160.83.0,8000000903007079b30625e0,4,15990002,9,007079b30625e0
62.12.7.208,8000000903005cb12e4fc380,5,27360139,9,005cb12e4fc380
83.172.162.255,800000090300001c58b1f618,9,191947854,9,00001c58b1f618
31.160.105.200,8000000903006cab05d8fffc,2,18494464,9,006cab05d8fffc
83.174.132.172,800000090300000000000000,3,16428626,9,00000000000000
78.108.138.13,800000090300ec447630f483,12,342330549,9,00ec447630f483
64.227.68.51,80001f8880c0ff6a0d30dc116800000000,182,1174,8072,No Mac indication (0x03)
83.174.141.2,800000090300f80f6fa68b80,2,177054125,9,00f80f6fa68b80
81.171.12.58,80001f888006cde822498ecf6300000000,13,5169513,8072,No Mac indication (0x03)
80.246.203.62,80001f8880208a916465af4df2,1,42305746,8072,No Mac indication (0x03)
46.44.151.110,80000a4c01433f3c02,5,37984149,2636,No Mac indication (0x03)
31.160.71.48,8000000903003890a5e8af18,2,43217505,9,003890a5e8af18
82.72.211.0,800000090300f8a73af0f400,11,18609723,9,00f8a73af0f400
81.173.127.197,800007db0340eeddb2fbaf,19,91771563,2011,40eeddb2fbaf
31.149.52.64,80000009030058ac78bbf370,2,14338572,9,0058ac78bbf370
46.243.188.117,80000009030000fcba52b07c,1,2870331,9,0000fcba52b07c
81.173.61.130,80000009030070ea1ac758ba,1,45282370,9,0070ea1ac758ba
85.147.39.255,800000090300f4bd9ee39c00,11,29074685,9,00f4bd9ee39c00
83.86.108.1,800000090300d4ad710df000,12,29509630,9,00d4ad710df000
83.98.252.159,8000000903007c210e058f00,27,23683133,9,007c210e058f00
84.31.209.0,800000090300002790ff8000,11,29682444,9,00002790ff8000
46.144.220.25,80000009030070db9883dfa4,3,39996700,9,0070db9883dfa4
85.146.252.220,800000090300341b2d595480,14,6430272,9,00341b2d595480
46.226.56.58,80000009030058ac78267d00,10,99065303,9,0058ac78267d00
31.171.207.94,8000000903f80f6fe4c650,0,0,9,f80f6fe4c650
84.26.50.0,8000000903000029c2018000,8,32703328,9,000029c2018000
37.203.59.151,800000090300001ef6253a01,2,272762697,9,00001ef6253a01
83.172.165.253,800000090300001c58b1f618,9,191947866,9,00001c58b1f618
46.144.215.0,800000090300002a103c15ac,2,3628107,9,00002a103c15ac
81.4.77.72,800000090300000ab8ced60c,3,324131202,9,00000ab8ced60c
84.29.200.137,8000124c057077817dfd7833,55,2703860,4684,No Mac indication (0x03)
77.60.78.244,800000090300a418750020ce,2,1142550,9,00a418750020ce
45.81.168.122,80003a8c04,0,0,invalid,invalid
62.133.198.1,80000a4c013e85ff11,1,116106063,2636,No Mac indication (0x03)
83.83.254.84,80000b2f05fc528d1ba67b33,1,2269079,2863,No Mac indication (0x03)
83.174.135.121,800000090300cc167e098d80,2,7262318,9,00cc167e098d80
84.26.132.0,800000090300002790ff2800,35,30111284,9,00002790ff2800
5.188.86.1,80000a4c03ec3873d5382c,2,145494701,2636,ec3873d5382c
83.167.221.35,8000304404464736304556544b3232303031333839,1743068446,5280472,12356,No Mac indication (0x03)
84.106.208.101,8000124c05485ab63a628933,749,158931,4684,No Mac indication (0x03)
83.83.239.0,800000090300002790fe1000,10,30198821,9,00002790fe1000
83.98.239.199,80000009030000c88b4fed00,15,46448737,9,0000c88b4fed00
80.112.198.193,800000090300ecce13ea4700,42,31717754,9,00ecce13ea4700
83.167.205.5,80000009030024d79c3a4480,16,7851873,9,0024d79c3a4480
62.72.122.211,8000000903000027e314d180,2,191180813,9,000027e314d180
45.81.222.127,000000090300cced4dbbb7d0,3,6552666,9,not_set
46.144.76.127,8000000903003890a59f2fe0,2,10035697,9,003890a59f2fe0
37.46.112.160,80001f8880b987e710d70c776500000000,41,3679968,8072,No Mac indication (0x03)
84.107.181.0,8000000903000029c2008c00,7,14457633,9,000029c2008c00
37.235.116.129,800000090300f80f6fa5c180,17,24521360,9,00f80f6fa5c180
84.30.61.214,8000124c051c3e843f1e7d33,107,700162,4684,No Mac indication (0x03)
83.247.3.23,80000009ee0028940ffeac40,2,45641480,9,No Mac indication (0x03)
85.17.54.150,80001f8880b2828e1cbbc4896400000000,39,54783,8072,No Mac indication (0x03)
85.147.144.1,800000090300285261fac000,20,9321588,9,00285261fac000
83.96.208.16,800000090300001873b8540c,6,340514895,9,00001873b8540c
45.88.7.122,80001f8880a982317961d6e46700000000,4,4144492,8072,No Mac indication (0x03)
62.59.195.91,80000009030070b31735c700,6,11120507,9,0070b31735c700
85.17.18.18,80001f8880dea45d4a52cd006300000000,17,10139913,8072,No Mac indication (0x03)
85.146.186.129,8000000903a411bb04c460,0,0,9,a411bb04c460
83.167.211.23,800000090300889caddba000,4,28335097,9,00889caddba000
5.172.219.152,800000090300649ef36295c0,23,42305603,9,00649ef36295c0
84.31.58.0,800000090300a0f8496a1800,9,4924725,9,00a0f8496a1800
83.167.200.210,8000000903007cad4f9c8480,32,3539538,9,007cad4f9c8480
85.12.62.17,800007c703748ef8aa7fa0,0,525785163,1991,748ef8aa7fa0
83.86.77.255,800000090300285261fb6400,15,30274951,9,00285261fb6400
5.180.226.25,800000090300780cf0728580,8,74856434,9,00780cf0728580
31.160.233.41,800022250318c2411be0f0,30,115247,8741,18c2411be0f0
45.131.145.60,8000000903e4c722c11e60,0,0,9,e4c722c11e60
85.146.209.1,8000000903005c64f1f38280,4,3978719,9,005c64f1f38280
84.35.89.19,8000000903008843e18da63f,4,366817834,9,008843e18da63f
31.160.145.228,8000000903000062ec6e5f68,1,3528987,9,000062ec6e5f68
46.44.180.105,800000090300f0f7559221a0,46,38792893,9,00f0f7559221a0
46.144.199.80,8000000903002c5a0faa1e7e,2,60492134,9,002c5a0faa1e7e
37.114.90.247,800000090300fc994764c61c,1,11933149,9,00fc994764c61c
85.146.213.200,80000009030040f078223900,8,6436508,9,0040f078223900
81.173.59.63,0000000903008478ac4278d7,32,39358683,9,not_set
37.203.56.201,800000090300d8b190ed0a20,1,9164917,9,00d8b190ed0a20
31.149.26.159,80000009030000fcba71486e,2,9157005,9,0000fcba71486e
83.83.5.97,80000b2f05802994c2e47933,1,2704309,2863,No Mac indication (0x03)
84.27.19.52,8000124c055435301acec333,101,1495532,4684,No Mac indication (0x03)
31.149.229.185,800000090300e4387ed6e780,21,3483566,9,00e4387ed6e780
81.30.41.109,80000009030024169de14080,26,9844455,9,0024169de14080
31.160.8.0,80000009030028ac9e90f060,2,100927665,9,0028ac9e90f060
77.61.9.18,8000000903007cad7485ad7e,3,26556812,9,007cad7485ad7e
46.144.24.208,800000090300d4eb68e65980,5,73263648,9,00d4eb68e65980
31.160.217.127,800000090300a89d217e16ba,2,14504623,9,00a89d217e16ba
62.207.253.160,80000009030000c88b090e84,4,29293075,9,0000c88b090e84
57.133.49.249,800000090300ecf40c5f6330,1,26352176,9,00ecf40c5f6330
82.197.128.174,80000009030004eb400cbb00,11,27519464,9,0004eb400cbb00
37.114.89.192,8000000903001005ca792e20,1,23689456,9,001005ca792e20
85.146.217.9,80000009030044b6be6d8280,14,63904882,9,0044b6be6d8280
82.74.200.159,80000b2f05d0b2c42579b133,1,2499796,2863,No Mac indication (0x03)
84.107.178.156,8000124c050c84dc0ebac933,727,674527,4684,No Mac indication (0x03)
85.146.242.237,8000000903005c3192fb4e00,20,6421025,9,005c3192fb4e00
85.147.179.0,800000090300002790fe2000,20,30114489,9,00002790fe2000
31.149.79.175,800000090300700f6a1c5980,18,12103312,9,00700f6a1c5980
83.167.195.117,800033870370fc8c66d530,0,0,13191,70fc8c66d530
45.157.135.105,80001f88808202792ad5000000,1,8003,8072,No Mac indication (0x03)
83.98.240.96,800000090300a84fb1b2df80,14,33319599,9,00a84fb1b2df80
80.249.208.61,800000090300002a10b3e840,14,149168314,9,00002a10b3e840
83.81.92.249,80000b2f05b0c2877e7e0733,1,1246366,2863,No Mac indication (0x03)
85.146.197.235,8000000903005c710d08ec80,14,19789611,9,005c710d08ec80
23.249.238.154,0000000903005c3e06c2ab20,3,33879401,9,not_set
83.167.215.121,800033870370fc8c544bf0,0,0,13191,70fc8c544bf0
77.62.144.117,80001f8803001add5a0820,1,6993891,8072,001add5a0820
45.149.13.254,800000090370db9832ddf8,0,0,9,70db9832ddf8
85.222.245.176,80000009030084b802df9cd0,39,2942092,9,0084b802df9cd0
37.203.59.251,800000090300001ef6253a01,2,272762716,9,00001ef6253a01
77.61.155.134,80001f88800902d35e493edd67,3,5369585,8072,No Mac indication (0x03)
83.83.28.52,8000124c0538b1db9d386533,52,177282,4684,No Mac indication (0x03)
80.114.213.1,800000090300002790fe2000,20,30114489,9,00002790fe2000
31.149.181.137,800000090300e4387ed61980,5,16186414,9,00e4387ed61980
83.84.155.136,8000124c05c038966a0a1533,214,426654,4684,No Mac indication (0x03)
84.104.90.198,8000124c0570778160695d33,31,2609604,4684,No Mac indication (0x03)
84.244.176.253,80000009034c0082d32f00,0,0,9,4c0082d32f00
83.96.194.223,800000090300001873b8540c,6,340514917,9,00001873b8540c
37.17.221.31,8000000903009cd57d2dbc80,14,31953473,9,009cd57d2dbc80
45.66.79.255,8000000903000021d8bde810,8,161410852,9,000021d8bde810
80.113.99.223,800000090300e462c4790200,7,3634871,9,00e462c4790200
37.46.112.119,80001f8880b987e710d70c776500000000,41,3679992,8072,No Mac indication (0x03)
77.243.229.111,8000000903000005740fb2bc,8,191948390,9,000005740fb2bc
85.146.248.209,800033870370fc8c1612f4,0,0,13191,70fc8c1612f4
84.105.150.8,80000b2f05705a9e37663d33,1,1576456,2863,No Mac indication (0x03)
82.174.238.1,502660000000010030000026,8,49550979,1344692224,not_set
84.104.160.57,8000124c05485ab619ed9f33,245,1554305,4684,No Mac indication (0x03)
84.25.125.207,80000b2f058029941a7c4933,1,2152704,2863,No Mac indication (0x03)
37.235.114.87,800000090300ecce13a59880,28,46994440,9,00ecce13a59880
85.146.208.65,8000000903002cf89bdffb80,8,63559269,9,002cf89bdffb80
77.61.223.223,80000009030080e01d453818,2,7349132,9,0080e01d453818
81.173.54.193,80000009030070db986d2600,43,55442801,9,0070db986d2600
23.249.233.203,800000090300405539e82940,2,31288241,9,00405539e82940
46.145.186.89,800000090300e4387ed6bb00,11,5515770,9,00e4387ed6bb00
31.160.10.71,80000009030000f28b9e89cc,2,51480172,9,0000f28b9e89cc
80.114.88.247,8000124c05707781d1aa9933,146,1744994,4684,No Mac indication (0x03)
83.174.137.100,80000009030084b8025dc000,22,71345168,9,0084b8025dc000
81.29.212.16,80000009030040ce24e9d000,11,38780265,9,0040ce24e9d000
77.60.234.153,800000090300d4789bd7bdc0,8,39987134,9,00d4789bd7bdc0
45.81.222.112,000000090300cced4dbbb7d0,3,6552690,9,not_set
84.28.101.70,8000124c05acd1b85476fb33,134,3563514,4684,No Mac indication (0x03)
45.81.220.142,800000090300ec01d5860601,7,13543045,9,00ec01d5860601
46.226.60.241,800000090300d4e880f60e00,33,59219621,9,00d4e880f60e00
62.194.6.255,80000009030000ebd5ed6800,13,28296494,9,0000ebd5ed6800
80.115.60.1,800000090300285261293c00,9,30114632,9,00285261293c00
46.144.14.176,80000009030000f28bb55be0,2,5855359,9,0000f28bb55be0
46.144.142.47,8000000903007079b3062464,2,30776259,9,007079b3062464
5.133.85.31,80000009030028affdf0a800,4,109302967,9,0028affdf0a800
77.94.246.150,80000009030070695a470180,154,501980,9,0070695a470180
31.200.215.162,80000634b20400001014d3d196,0,43707096,1588,No Mac indication (0x03)
80.113.7.63,800000090300b0c53c294e00,25,7336543,9,00b0c53c294e00
84.24.177.0,800000090300d4ad710cbc00,39,32701342,9,00d4ad710cbc00
81.173.127.140,8000304404464736304556544b3231303032343733,1740951810,7397062,12356,No Mac indication (0x03)
83.98.243.40,800000090300482e72fe6980,16,11818620,9,00482e72fe6980
82.151.173.194,80000b2f05cc03fa45041533,1,3336416,2863,No Mac indication (0x03)
84.24.212.160,8000124c05689423e792b433,143,984013,4684,No Mac indication (0x03)
62.179.23.22,8000000903005475d0ec80ff,13,26089812,9,005475d0ec80ff
83.174.132.176,800000090300004268df4728,2,2343944,9,00004268df4728
46.44.172.225,80000009030000229041d4ec,3,1047211,9,0000229041d4ec
77.242.115.189,80000009030000077dce84a0,7,15233554,9,0000077dce84a0
37.148.194.219,80003a8c04,0,0,invalid,invalid
46.144.221.8,80000009030000351a254cf8,2,52629805,9,0000351a254cf8
84.105.46.194,80000b2f0508952a80885b33,1,2145220,2863,No Mac indication (0x03)
82.74.225.255,800000090300f8a73af0f400,11,18609756,9,00f8a73af0f400
83.174.130.218,0000000903005c3e06c2abe6,9,24582337,9,not_set
83.167.215.153,800033870370fc8c124676,0,0,13191,70fc8c124676
84.31.103.255,800000090300002790ffc800,8,27176327,9,00002790ffc800
84.27.22.1,800000090300285261fac000,20,9321616,9,00285261fac000
62.21.137.96,80000009030000351a582708,2,2071029,9,0000351a582708
85.146.193.233,800007db03d8109fc2ec88,9,63436608,2011,d8109fc2ec88
46.249.41.18,80003a8c04,0,0,invalid,invalid
46.226.57.108,80000009030058ac78269080,11,99151703,9,0058ac78269080
31.149.250.33,800000090300e4387ed6ba00,7,15841454,9,00e4387ed6ba00
85.223.98.0,502660000000010030000012,7,49635500,1344692224,not_set
37.114.88.101,000000090300748fc2dfb44c,15,25536980,9,not_set
85.90.64.161,8000000903e4c72210af00,0,0,9,e4c72210af00
85.146.238.255,80000009030034b88376a080,8,9139299,9,0034b88376a080
84.29.97.249,8000124c051c3e8437d55533,112,3096989,4684,No Mac indication (0x03)
83.87.44.79,8000124c05906ebbbebcf433,277,75097,4684,No Mac indication (0x03)
85.146.204.49,8000000903004c710d9a5f80,18,14617119,9,004c710d9a5f80
85.146.254.201,800007db03dcef803e27c5,7,1315807,2011,dcef803e27c5
46.38.214.2,800000090300f86bd92bc080,24,2943810,9,00f86bd92bc080
5.172.45.35,80000634b20400001014cbd196,3,69612848,1588,No Mac indication (0x03)
31.149.149.99,8000000903000081c40fc35e,3,34572585,9,000081c40fc35e
37.235.119.137,800000090300bc5a565fbf00,39,7430464,9,00bc5a565fbf00
46.182.217.92,80001f880328dee5bdb55d419b,10,140136239,8072,28dee5bdb55d419b
84.28.163.94,8000124c05906ebbbf12e033,34,3732946,4684,No Mac indication (0x03)
84.107.240.255,80000009030000a289271800,8,30805672,9,0000a289271800
31.160.33.215,800000090300004268d3ec3e,4,3978146,9,00004268d3ec3e
37.139.137.121,80000009030000876463fa40,6,189291224,9,0000876463fa40
80.84.254.247,8000000903007cad7498ea20,11,332084179,9,007cad7498ea20
84.241.169.163,80000009035c3e06e10a64,0,0,9,5c3e06e10a64
84.25.251.255,8000000903000029c2018000,8,32703370,9,000029c2018000
77.60.120.216,80000009030084b2618cfbe4,2,51413538,9,0084b2618cfbe4
23.249.233.82,0000000903005c3e06c2abe6,9,24582349,9,not_set
37.114.92.228,8000000903007c210e6c6b00,16,160728036,9,007c210e6c6b00
77.61.71.148,80001f88031056ca1b3850,1,598847,8072,1056ca1b3850
46.144.58.0,800000090300707db9302d40,2,38628680,9,00707db9302d40
83.84.7.164,80000b2f0508952a7e377b33,1,3202474,2863,No Mac indication (0x03)
82.101.229.70,8000124c05906ebbc4147433,457,2229352,4684,No Mac indication (0x03)
46.166.158.69,80003a8c04,0,0,invalid,invalid
31.160.236.240,800000090300cc46d606f5de,1,6583443,9,00cc46d606f5de
37.152.8.87,800007e5801000264841937e51,28,1748348945,2021,No Mac indication (0x03)
46.144.20.191,80000009030000a2eeb0fc44,2,11824620,9,0000a2eeb0fc44
77.242.115.215,8000000903001005ca696c98,7,24005552,9,001005ca696c98
46.144.240.126,0000000b0000548028c3efd0,22,9345974,11,not_set
81.171.42.3,f5717f444ca88d993f00,14,80976618,1970372420,No Mac indication (0x03)
83.98.225.212,80000009030024169dbaf400,18,69776333,9,0024169dbaf400
