IP,Enterprise Code,MAC,Vendor
93.117.215.129,9,00a03d6e045e00,ciscoSystems
94.213.10.255,9,00d4ad710d4400,ciscoSystems
109.109.124.104,9,00a84fb1b2df80,ciscoSystems
149.143.22.18,9,00d072dccd2280,ciscoSystems
94.212.202.136,2863,No Mac indication (0x03),Thomson Inc.
136.144.183.61,8072,No Mac indication (0x03),net-snmp
91.198.103.8,8072,No Mac indication (0x03),net-snmp
93.117.237.63,2011,cc208cbc1020,"HUAWEI Technology Co.,Ltd"
109.109.107.113,9,00a84fb1b2df80,ciscoSystems
94.228.213.130,8072,No Mac indication (0x03),net-snmp
91.238.154.136,9,00649ef30afc40,ciscoSystems
139.28.200.190,9,0028affdf1a700,ciscoSystems
92.65.66.213,8072,No Mac indication (0x03),net-snmp
136.144.30.1,2636,No Mac indication (0x03),"Juniper Networks, Inc."
92.65.98.45,9,00b08bcf0545bc,ciscoSystems
93.117.207.207,2011,dcef8032b33c,"HUAWEI Technology Co.,Ltd"
87.236.3.148,9,006c8d7716a080,ciscoSystems
144.178.250.79,9,006cb2aed21e27,ciscoSystems
94.209.210.1,9,00285261fabc00,ciscoSystems
145.131.241.94,9,00002545e634a0,ciscoSystems
87.210.222.1,1344692224,not_set,
94.142.211.15,9,00d4e880f64700,ciscoSystems
89.146.51.12,9,No Mac indication (0x03),ciscoSystems
87.212.241.255,1344692224,not_set,
95.99.8.0,1344692224,not_set,
109.206.176.54,8072,No Mac indication (0x03),net-snmp
92.65.216.0,9,003c510e67f740,ciscoSystems
89.98.72.255,9,0000a289267000,ciscoSystems
