IP,Enterprise Code,MAC,Vendor
84.106.134.0,9,006c410e8fd000,ciscoSystems
31.149.186.215,9,002c4f5245ee0c,ciscoSystems
83.174.129.46,9,00f80f6fa68b80,ciscoSystems
64.26.32.233,9,00588b1c9ab200,ciscoSystems
84.24.75.56,4684,No Mac indication (0x03),Ambit Microsystems Corporation
37.74.207.248,9,0000351a074cb0,ciscoSystems
84.104.36.163,2863,No Mac indication (0x03),Thomson Inc.
77.61.145.255,9,005c710ded8150,ciscoSystems
67.22.43.214,1970372352,No Mac indication (0x03),
62.200.134.241,9,not_set,ciscoSystems
46.145.136.1,9,00cc167ed37538,ciscoSystems
84.241.170.155,9,0000c88b2c9b00,ciscoSystems
80.115.71.0,9,00f8b7e204e000,ciscoSystems
84.106.178.169,4684,No Mac indication (0x03),Ambit Microsystems Corporation
83.219.76.184,9,00008e73df0e00,ciscoSystems
83.167.213.149,9,00e41f7b353800,ciscoSystems
82.72.242.24,2863,No Mac indication (0x03),Thomson Inc.
31.149.26.161,9,00e4a41c065880,ciscoSystems
80.115.58.125,2863,No Mac indication (0x03),Thomson Inc.
83.98.232.83,9,00b0c53ce4ad80,ciscoSystems
83.174.134.25,9,00000000000000,ciscoSystems
45.138.129.30,9,bc1665bee120,ciscoSystems
31.160.43.89,9,0070695af75340,ciscoSystems
83.86.85.0,9,0000a28926a000,ciscoSystems
85.146.207.50,8072,1056ca171d0c,net-snmp
80.113.98.169,9,00b0c53c1f6180,ciscoSystems
85.222.243.88,3097,No Mac indication (0x03),WatchGuard Technologies Inc.
