"Running as user ""root"" and group ""root"". This could be dangerous."
Capturing on 'wlp0s20f3'
ip.src_host;snmp.msgAuthoritativeEngineID;snmp.msgAuthoritativeEngineBoots;snmp.msgAuthoritativeEngineTime
92.64.52.32;800000090300549fc66305c7;2;3521352
95.211.70.253;800000090300000911e71d08;5;55020413
89.149.202.221;80001f8880a74a170ada552a6600000000;9;3890832
89.20.78.73;8000000903007079b3d25412;2;3648767
143.179.114.1;502660000000010030001004;4;16809656
92.110.19.255;8000000903000029c2017000;8;31322789
88.221.209.252;8000000903009077ee9a8500;14;84320866
145.131.153.191;800000090300f40f1bc68f18;5;3902962
92.68.212.16;8000000903002c1a05ff1f80;54;7416686
92.64.12.79;80000009030070708bf54480;1;1822687
87.101.7.255;800009308300003088043341;25;92321638
134.19.179.153;80000a4c030c599c5c6200;1;149951914
149.143.21.211;800000090300bc16656ff4f8;2;51058972
92.65.182.178;8000000903005ca62d158380;32;4677650
94.142.210.96;80000009030000260b7a5c62;10;172762104
87.210.172.1;502660000000010030000090;6;50156771
91.205.212.169;80001f888063e2bc174764a06500000000;1;43857443
94.209.205.255;8000000903000029c2007800;15;31319801
92.68.245.142;<MISSING>;0;0
93.92.29.13;0000000903005c3e06c2abe6;9;25100987
89.146.36.241;800000090300a0ecf94c0070;11;73665620
151.248.49.110;80000009030000b8b3fc8881;21;19885503
145.131.169.163;8000000903002c5741b5ac00;10;6444689
109.109.121.0;800000090300a0e0af94e500;19;65940476
94.231.242.1;8000000903000021d8bde810;8;161929506
94.142.213.233;80000009030000260b7a5c62;10;172762106
93.117.236.60;800000090300341b2d58e100;4;30085886
91.103.21.156;80000009030028940fbe229c;8;3507054
92.65.164.160;800000090300a89d2122e166;2;13001
151.248.49.220;80000009030078da6ec3f574;7;215008449
93.117.237.7;800007db03cc208cbc0e78;11;16602741
89.20.86.187;80001f888000f57859b44ee561;13;5879893
94.103.146.151;8000000903000005740fb2bc;8;192467045
137.174.173.25;0000197f0000e0cb196b4b70;3;22996985
149.143.12.232;8000304404464754343046544b323330394252434d;1744393885;4473807
89.20.89.167;800000090300a46c2ac49bd2;8;49589695
94.211.89.197;80000b2f05e0885d8b86fb33;1;3176070
92.66.28.96;8000000903005c710da41bea;1;12431752
91.206.162.25;8000000903005c710d6bc020;4;161722602
145.131.145.113;800000090300c46413c69b44;4;41003760
109.109.105.179;800000090300b0c53ce4d080;18;32456402
94.213.53.55;8000124c05889ffad2127c33;187;1332765
93.180.71.12;f5717f001c7323004a00;7;160318124
144.178.230.111;80000009030000351ad061c0;8;21098284
88.208.10.238;8000000903f872ea9a8940;0;0
89.20.92.16;800000090300d4c93cc488c2;2;64048470
145.128.241.240;80000009ee000008e3fffc2c;1;39741339
137.174.164.29;0000197f0000108a7b250e08;3;21067393
94.214.68.246;8000124c05906ebbd5f1f033;620;461294
87.210.146.1;502660000000010030001001;3;64413204
92.70.127.64;800000090300e02f6d105ef4;12;39223113
94.103.157.96;8000000903000005740fb2bc;8;192467050
92.67.150.76;800000090300f04a0291bb00;34;65058890
94.213.25.103;80000b2f0508952a803b0b33;1;1662157
151.248.48.91;8000000903006c29d254c881;3;40519211
87.213.102.217;800000090300001b0c846060;2;131004986
92.70.179.55;800000090300a0b4391ac500;33;12370450
93.117.239.73;80000009030078f1c68e9480;14;22301661
95.215.185.8;80001f88803f23d773d53e4b6000000000;41;1631743
89.107.23.151;80001f8880c75a0000b2b7475e;1;167102920
93.117.229.235;8000000903008c1e80486180;8;11495731
144.178.228.173;8000000903006cb2aed2130d;3;22997261
144.178.224.23;8000000903002c331125c9d9;2;3455004
87.236.7.90;800000090300c4641312bfa0;5;39816833
91.231.184.36;80000009030034ed1bb42f00;65;12352594
103.104.63.1;80000a4c01b9ab3008;3;15735808
92.64.21.185;00000009020000024b7d8d6f;7;22919847
92.64.7.153;8000000903002c5a0f11cc84;11;50469252
89.99.61.255;80000009030094d469541400;9;28213906
136.144.142.146;80001f8880fa8595764542c85800000000;95;874821
92.109.98.0;80000009030000a289265400;32;30793629
89.98.147.1;800000090300285261fa5c00;36;25362399
95.155.191.15;80000009030000d78f06c600;18;6317508
92.48.195.158;80001f8880816a8354f2b31f5800000000;23;12595146
87.212.80.255;502660000000010030000087;11;50155898
94.211.5.255;8000000903000029c2001000;36;27684608
151.248.51.231;800000090300706d15538401;5;42247529
89.39.107.55;80001f8880afdbc0144d73116600000000;2;5062679
91.238.155.3;80000009030027e3b19220;0;0
92.66.112.88;800000090300549fc68c6480;34;14578261
89.20.65.48;8000000903005c838fdfba64;3;5099867
141.98.2.32;800000090300f04a0259ac80;6;122182129
94.142.209.192;80000009030058ac78269080;11;99670374
134.19.179.69;80000a4c030c599c5c6200;1;149951930
93.92.29.117;0000000903005c3e06c2abe6;9;25101002
89.38.160.249;80003a8c04;0;0
145.128.243.144;80000009ee005c5ac76e63cf;7;42079979
94.209.11.255;800000090300285261293c00;9;30633297
144.178.228.163;800000090300bc26c7f963b1;5;33880798
118.91.184.253;8000000903bc26c79dca40;0;0
87.239.96.8;8000000903000896adbbdc80;8;56580205
92.64.150.86;80001f88031056ca646980;1;19499325
88.208.4.30;800000090370ea1a817fd8;0;0
89.255.6.230;800000090300780cf06cd8e0;1;4322106
145.131.71.119;800000090300cc167ea97a46;2;63854493
89.20.78.26;80001f8880adbb362f923bbc67;2;8119327
93.117.217.49;8000000903007411b2a55200;26;6479986
93.117.218.177;80000009030044b6be875b00;56;20671993
95.99.103.255;502660000000010030000065;9;49378108
93.117.243.25;8000000903007cad4f854e00;16;44267075
151.236.151.24;800000090300ecf40caa6678;3;11499664
92.108.26.1;80000009030000a289267000;8;28386381
144.178.249.192;800000090300f80f6fc6eb79;1;42243894
93.117.248.121;80000009030074ad98c7c280;24;22226019
144.178.228.123;80000009030000b7715f82f5;3;14497968
94.214.205.255;800000090300f8b7e204e000;36;31843049
94.211.123.163;80000b2f05b0c28778a88f33;1;242340
95.129.121.151;8000000903000021d7a73c81;3;290264431
94.215.80.101;8000124c05906ebbc3b30833;266;853220
94.215.42.1;800000090300002790fe8000;6;2192238
92.118.206.17;f5717f7483efd7b10500;1;24326320
87.237.185.114;8000000903004006d5167f80;2;87074075
145.102.240.107;8000000903005006ab638100;33;1827172
93.117.207.197;80000009030024d79c3c0280;6;28089416
92.68.46.175;8000000903002436daf08680;8;19939805
109.235.32.127;0000000903008478ac67eafe;41;136210753
87.236.6.103;800000090300c014fe1cc200;40;2561070
145.131.242.209;800000090300e41f7be6ce80;16;9632748
93.184.104.223;800000090300b08bcf3aae80;7;5494025
92.67.141.222;80003a8c04;0;0
145.220.141.199;80001f8880261889700e3bf35f00000000;17;4522632
93.92.26.225;0000000903005c3e06c2abe6;9;25101009
143.179.66.1;502660000000010030000065;9;49378113
94.142.215.127;800000090300d4e880f60e00;33;59738293
89.146.28.97;80000009030054a274b2869a;1;31294145
145.145.17.46;800000090300b8a3770c0780;14;7701619
89.188.0.250;800000090300707db9b70c80;14;23983867
92.65.110.140;80001f8803a8c0ea09adb0;1;5750073
151.248.50.159;80000009030070708bd73d7f;2;3183809
149.143.3.241;800000090300588b1c9a9f00;4;30058390
143.178.187.255;502660000000010030000029;10;988823
87.213.46.240;800000090300802dbfeb9100;4;43498043
92.68.46.167;800000090300a00f37fe9300;12;13242141
92.120.1.1;800000090300706e6d93b700;7;214799232
87.208.252.1;502660000000010030000020;8;49895873
109.109.124.200;800000090300482e72fe6980;16;12337295
95.142.54.65;800000090300848a8d4403f0;8;12078136
94.103.146.64;8000000903000005740fb2bc;8;192467068
94.211.51.140;8000124c0538b1db3dc8b133;67;1087600
144.178.221.210;800007db03fc73fb79df50;2;66872570
91.102.208.132;800000090300d4789b4743c0;2;164166678
93.117.219.157;800033870370fc8c161a6a;0;0
87.209.9.255;502660000000010030000077;6;49463786
89.146.29.211;8000000903002c4f526def80;30;9410963
144.178.230.3;80000009030034ed1bb67059;4;61438065
93.117.239.29;800000090300802dbf188d00;48;2169993
91.238.154.138;80000009030027e3b19220;0;0
93.117.242.209;800033870370fc8c16130a;0;0
145.128.236.227;8000000903008c941fe58f80;89;18067298
143.179.65.255;502660000000010030000138;3;50499370
95.100.220.1;8000000903e4c7221df142;0;0
87.195.110.29;800000090300001d45de2aa0;13;142511454
93.184.102.63;800000090300f80f6f458100;10;921233
92.71.217.225;8000000903007c69f6dde0c8;4;55485688
94.213.4.135;8000124c0570778172f6c533;115;946186
88.211.135.161;8000000903005ca62dfb5400;6;75507470
92.70.55.254;80001f88031056ca1b3010;1;1117496
145.131.213.179;8000000903002c5741b5ac00;10;6444717
145.131.73.104;80000009030080e01d3b325c;3;16337384
93.117.250.217;80000009030034732d0e0e00;22;6487628
90.145.157.129;800000090300c067afa80080;2;81107785
147.12.11.0;00000009030010b3d6dc3c70;12;92326673
92.64.121.31;80000009030070695a804100;1;56542767
93.117.227.55;800007db03fc73fb344eac;15;66972653
94.209.143.1;8000000903000029c200b800;107;30626403
93.184.102.225;800000090300b4de31ce8f00;16;10706527
93.92.29.49;0000000903005c3e06c2abe6;9;25101020
93.117.244.61;800033870370fc8c160eac;0;0
93.117.246.89;800033870370fc8c161452;0;0
89.20.92.209;8000000903006cb2ae943ff0;3;16238158
92.67.217.249;800000090300a8b4565bf97c;19;35597934
93.117.198.41;800033870370fc8c1618ac;0;0
146.19.103.235;800000090300e8b748d0f228;7;1545064
145.131.112.115;00000009020000024b7d8d6f;15;17383307
94.228.128.21;80000009030024e9b3e23d18;5;68652232
93.90.64.153;8000000903001c6a7ab87e84;3;19326936
151.248.52.150;800000090300d4789b7d6d47;3;1227499
92.68.151.211;80000009030028affd8b6e00;28;20765594
145.102.242.169;8000000903005006ab638100;33;1827187
145.102.243.104;8000000903005006ab638100;33;1827188
92.64.88.173;800000090300bc16652fb5a8;3;13597500
145.131.181.241;800000090300e86549090e8a;5;7153200
89.20.94.41;80000009030088f031682a50;8;4576087
87.213.235.180;80001f88801465836b27e69067;5;484029
92.66.37.49;80000009030030f70dbb069c;1;16088269
94.209.93.131;80000b2f0508952ae1db5f33;1;1160628
89.255.49.46;80000009030000426855eab0;2;65062134
92.65.197.144;800000090300286f7f1543b8;9;14772556
93.184.102.10;8000000903006887c66b2380;17;3383533
145.145.30.86;80000a4c038890099c4900;9;26933475
145.220.141.49;80001f8880261889700e3bf35f00000000;17;4522647
94.168.20.250;800000090300ecf40c5f5664;1;4145823
147.75.86.33;387163da405e28ed2cc084e758d4452b674c128067d8fbf557956acfa16c7e06;16;19821732
145.128.242.94;80000009ee000008e3fffc2c;1;39741370
92.67.247.167;00000009020000024b7d8d6f;6;38963507
89.20.86.32;800000090300ecbd1d981566;3;142738721
93.117.217.37;800033870370fc8c144c59;0;0
92.64.100.65;80001f8880b99ea055acd00767;5;7969916
91.200.16.1;80000a4c015bc81001;15;3494617
93.117.200.6;8000000903007411b2a97d00;20;11836833
89.146.58.81;800000090300ac3a67d4c880;40;9595028
91.227.144.98;80001f88801f75183682dba66400000000;4;57796616
109.109.101.105;800000090300b0c53ce4b580;22;15040638
88.208.63.70;800000090370ea1a817fd8;0;0
92.65.228.103;800000090300a49bcd443c77;2;14405290
94.103.148.64;8000000903000005740fb2bc;8;192467086
93.117.243.129;800033870370fc8c676d70;0;0
139.28.201.187;800000090300442b03030130;5;39140742
92.66.31.140;800000090300ecce13e3fe00;42;4613731
88.208.42.254;800000090370ea1a817fd8;0;0
92.65.205.145;8000000903000062eca1b150;3;5373909
139.28.203.65;8000000903002436daf3c780;4;42808719
87.237.30.81;8000000903006c8d7708af97;22;15012306
94.210.236.141;8000124c05c0389690999d33;109;3312165
94.211.161.6;8000124c052c337a6b749933;92;906734
93.90.64.215;80000009030000f28b750739;3;133582836
94.210.172.154;8000124c05707781d1940033;74;2475218
92.65.172.187;8000000903009077eefbcdc0;1;131056637
109.109.98.144;00000009030040ce243ce0a0;2;131412536
95.155.190.43;800000090300a411bb249880;6;27781086
89.39.107.139;80001f8880f748cd73e6ea906700000000;2;11316824
95.129.121.231;8000000903000021d7a73c81;3;290264459
92.48.252.25;80001f8880769ce054f6c9745e00000000;22;14220817
91.201.165.47;8000000903002c542d401e01;5;106460454
89.146.49.83;800000090300f866f2e27f9a;10;71892409
151.248.50.144;80000009030070708bd73d7f;2;3183835
93.117.214.19;8000000903000476b0cfc480;6;6685506
93.117.192.28;800000090300ccd8c10fd583;5;326748754
109.109.103.4;800000090300482e72fe6980;16;12337320
92.48.210.115;8000000903c08c60a6ed20;0;0
86.109.13.45;104e17bee315da1a41c41458e7d2980d174aa923aab4b1cc3a4e779ea907f2e2;24;19823334
139.28.202.55;800000090300e41f7b0e3a80;20;27760773
145.102.241.66;80001f88806aa50679797fb865;1;42277671
88.211.134.159;800007db0380b57553f757;21;5970220
92.64.72.234;800000090300f8c288d3f9d4;75;7091449
149.143.26.112;800000090300588b1c9c1280;28;6309509
92.68.105.191;8000000903000845d1d07800;16;60071240
92.109.189.255;80000009030000a289274c00;18;29507863
145.87.228.0;00000009030010b3d6dc3c70;12;92326694
87.213.74.153;80000009030030e4db230420;3;105498190
145.222.230.81;8000000903003a9c11d1a0;0;0
93.117.216.185;80000009030078f1c68efe80;4;46239801
109.72.93.94;800007c7030012f29c3300;618;129436087
89.255.222.249;800000090300ecbd1dbc6980;33;19851360
94.103.146.21;8000000903000005740fb2bc;8;192467097
94.168.102.50;80001f888043396b60c56e1e4d;6;4147043
93.117.213.53;800033870370fc8c161be0;0;0
91.212.176.133;80001f8880acc0be2424869a5f00000000;5;144904928
139.28.203.77;800000090300d47798d33000;14;11960100
92.48.192.1;8000000903bc1665bfcd40;0;0
92.110.179.105;80000b2f05b0c2877902bf33;1;2811146
95.142.53.143;8000000903002c542d81bf08;9;6494434
139.28.201.125;8000000903000081c46b0600;12;15913506
145.220.141.178;80001f8880261889700e3bf35f00000000;17;4522667
109.35.160.110;80001f888049560d4c64310a68;1;3369279
89.20.74.0;800000090300b4de3188200a;3;43190681
87.236.6.49;80000009030000fd225cb000;98;42814450
94.103.146.149;8000000903000005740fb2bc;8;192467103
93.117.208.9;800007db03cc208cbc1070;12;16592359
92.67.25.103;80000009030028affdf1b700;18;12272520
87.210.168.255;502660000000010030000125;6;50501988
93.92.25.67;80000009030028940f461a32;2;5958363
89.20.89.208;80000009030084b802df6430;12;37243338
91.192.39.85;80001f8880cae459197e38475b00000000;29;25287638
93.117.245.190;80001f880300505687972b;1;51002123
94.209.7.147;80000b2f05b0c287e1cd8c33;1;3403566
89.20.92.222;80001f888063411f05eea7eb67;3;4760103
94.124.93.36;80001f8880f0fc724b2678415d00000000;20;31386399
87.237.29.143;800000090300bc5a56f2d0e2;4;12208581
154.14.127.176;800000090300b08bd038cd80;26;21072963
93.117.250.241;8000000903007411b2a72980;8;28839011
92.64.87.180;800000090300005d73e165be;1;48551599
109.109.100.59;80000009030028affd10b000;16;11639231
95.211.71.207;800000090300000911e71d08;5;55020480
93.117.246.217;80000009030024d79c376a00;12;26284161
147.75.86.44;6fd9e5b4ee6817c226b51eb3632f7d6ae0bf101c90bd8e24aa44735c7032d7fa;64;19821356
145.128.241.182;80000009ee000008e3fffc2c;1;39741393
93.92.29.100;800000090300fc994793ffe0;2;35683305
145.222.230.97;8000000903003a9c11d1a0;0;0
89.106.165.240;800000090300ecce13c59e57;1;32523069
94.209.4.227;8000124c05bc85562213de33;377;4090911
144.178.111.48;800000090300707db98906a5;4;48469481
145.131.87.186;80000009030000a6ca7fd9f4;3;18557215
94.209.15.1;800000090300285261293c00;9;30633345
87.215.23.197;80001f8803d413f8074540;1;2351327
94.101.104.3;8000000903005c64f1339480;16;5195648
91.213.78.44;80000a4c015bd54e2c;1;2762852
93.117.223.123;800007db03dcef808a1ea4;7;85879682
93.117.252.49;80000009030080276c9a4800;8;6955178
93.117.214.165;800033870370fc8c16116c;0;0
145.102.245.69;8000000903005006ab638100;33;1827216
92.64.1.56;80000009030084b802a4b4fe;13;6016427
109.109.108.207;800000090300b0c53ce4ac80;10;31247469
93.117.250.37;8000000903007411b2a95900;16;22357735
94.228.213.130;80001f8880dd1b2b0a92a5de52;51;574179
142.93.238.2;80001f8880c7b94e58bdc5375f00000000;4;54714700
93.117.245.123;8000000903009077eef26b00;32;27489126
92.66.185.96;8000000903002cf89b4c3702;2;2686579
87.236.3.17;8000000903002c542d2b5dd0;9;44646509
93.117.239.17;80000009030034b88374ad00;10;43644014
94.215.71.1;800000090300285261291c00;25;23282935
92.71.225.35;800000090300d47798c8e500;34;52270777
134.19.179.137;80000a4c030c599c5c6200;1;149951985
94.214.99.255;8000000903006c410e152c00;9;32618556
145.220.141.98;80001f8880261889700e3bf35f00000000;17;4522678
145.131.227.133;80000009030000c164bb1a46;3;16743167
145.128.228.103;800000090300a0ecf94c0070;11;73665689
95.97.244.18;800000090300007888fcf370;2;12899100
87.236.0.218;800000090300c014fe1d0300;9;144544742
87.215.60.14;800000090300a46c2ac3adc0;5;179974366
92.64.48.137;800000090300f04a029d3100;16;73192978
92.65.226.57;800000090300f86bd9ed1c80;18;21178741
92.64.100.68;80001f8880b99ea055acd00767;5;7969947
93.184.99.0;8000000903007c310eff2480;10;14482746
92.64.6.177;80000009030010b3d6ae53a8;5;54763237
93.92.30.1;800000090300fc994793ffe0;2;35683314
89.20.86.223;80000009030070695aa74230;3;945542
94.142.211.161;000000090300d46d502069de;9;41054317
103.158.223.161;80001f88809d93c81e02c8f45f00000000;26;8876368
93.117.254.82;80000009030044b6be870e00;8;64682773
109.235.37.0;00000009030028c7cebd07b8;19;132760239
94.142.208.17;800000090300500f8054cd80;15;6470436
109.109.107.15;800000090300a84fb1b2df80;14;33838333
92.108.25.255;80000009030000a289267000;8;28386437
87.215.126.162;800000090300689e0b483680;23;4135751
137.174.145.225;0000197f0000147bacb03abf;4;66849128
88.208.27.254;800000090370ea1a817fd8;0;0
87.215.111.10;80001f8880043ea719c814d76600000000;2;23496172
151.248.55.128;800000090300a093516d1435;2;3305287
94.124.92.216;80001f8880e1e52400b1cff55e00000000;26;31386149
92.108.141.1;80000009030000a289271400;8;29593440
94.210.185.138;80000b2f05b0c28778cc5733;1;1316744
87.213.73.89;800000090300649ef3eb0180;10;135747633
93.117.193.122;800000090300000000000000;2;208477594
147.123.200.17;0000197f0000e48184e99f34;3;69397213
151.236.150.46;8000000903006cab0514e623;4;4187379
109.237.16.177;0000197f000018c300499000;12;50549696
92.68.38.11;8000000903002c542d236fc8;7;6573221
92.68.254.56;80000009030034b8831acf00;2;76477557
94.211.28.155;8000124c0538b1db9d393d33;85;971799
92.68.151.205;80000009030044ae25982880;21;360974
92.65.90.143;80000009030000451d06faf0;1;1562761
87.195.161.232;80000009030084b261555330;1;20478837
92.64.157.32;80000009030070ca9b23b0a0;7;9595380
143.177.124.0;502660000000010030000024;9;57764640
145.128.186.44;80000009030030f70dbb4708;5;24524780
94.142.212.229;80000009030058ac78269080;11;99670437
109.109.101.103;800000090300b0c53ce4b580;22;15040673
93.117.198.134;800000090300889cadf78680;17;4669549
95.142.49.56;800000090300a0e0af79e830;1;251608115
145.128.245.206;80000009ee005c5ac76e63cf;7;42080043
94.231.251.36;80001f88808d60c21dc36e1e4d;799;2913891
147.28.206.27;3d5dd71d504eddda0fbf7d12fb6b3a24966215ce256d41c0f9bf461249e11371;38;31928321
109.109.107.144;800000090300a84fb1b2df80;14;33838339
109.235.36.177;800000090300f0f75572da00;3;3462985
109.202.97.1;80000a4c030c599c5c7100;4;55975616
89.149.201.34;80001f88801272d449f4d69f6400000000;8;573530
93.117.208.233;800007db03fc73fbd4f4cb;6;64109900
91.244.224.65;80003a8c04;0;0
109.109.111.121;80000009030028affd0e6300;11;11203674
92.65.183.160;8000000903005c64f1353f00;8;28433843
145.128.244.152;80000009ee000008e3fffc2c;1;39741412
87.215.36.205;8000000903007411b2ff8416;1;8147911
91.148.238.2;f5717f444ca88d95d300;23;81498120
149.143.5.33;800000090300588b1c9d8000;14;15371101
87.210.232.1;502660000000010030001002;3;64067822
93.117.248.66;8000000903003891b7b2c580;8;28114319
143.177.237.255;502660000000010030000090;6;50156854
87.215.92.118;800000090300649ef39b9780;4;125039278
149.143.20.79;80000009030000426835a000;2;7165881
89.146.44.133;800000090300001f9e332932;3;99085519
93.90.67.120;800000090300d46d5091d27c;3;11331915
89.149.201.20;80001f888031e7d210849d916400000000;13;573539
87.213.74.176;800000090300d4e8806ce020;1;6541903
92.67.164.113;80000009030074ad98673380;8;103071836
92.108.66.1;80000009030094d469541400;9;28213978
95.99.84.1;502660000000010030000078;6;57764936
92.65.110.55;80001f8803a8c0ea09abd0;1;8305503
145.131.149.195;80003a8c04436f6e6e6563744e4c;0;0
91.230.51.242;800000090370ea1aa09140;0;0
87.213.107.32;8000000903000024c4b55080;2;60111437
145.131.243.78;8000000903000027e32ac150;3;43744461
95.211.192.96;80001f8880574ee70f7a34956400000000;48;573540
87.236.3.83;8000000903005c710d07d380;13;30503301
94.211.60.255;800000090300285261fb6000;8;32620379
94.209.202.0;800000090300285261fb6400;15;30793706
145.131.142.137;8000000903006cd6e31f5500;34;919779
145.220.141.46;80001f8880261889700e3bf35f00000000;17;4522697
94.103.144.195;8000000903000023ebb812b0;5;124598519
145.102.242.16;8000000903005006ab639200;31;25165682
92.68.186.72;80001cc7031449bc119260;0;0
139.28.202.208;800000090300f0f7551904e0;8;1757745
151.248.19.236;800000090300f07f0617d000;11;16836222
94.208.64.0;8000000903006c410e716000;30;28296605
109.109.124.136;8000000903007c210e058f00;27;24201902
109.109.103.17;80000009030024169dbaf400;18;70295061
94.210.39.1;8000000903006c410e153000;10;33652996
145.220.141.38;80001f8880261889700e3bf35f00000000;17;4522700
87.208.20.0;502660000000010030000033;6;49550514
87.195.79.65;8000000903000014f2f99e04;18;51294639
145.131.66.233;800000090300f4cfe20ae2fc;1;96480926
93.92.31.146;0000000903005c3e06c2abe6;9;25101079
92.70.38.167;8000000903003891b7b80700;26;14578345
92.68.46.165;800000090300a00f37fe9300;12;13242209
93.184.103.111;800000090300b08bcf3ac300;8;6872631
93.92.24.63;0000000903005c3e06c2ab20;3;34398156
93.117.231.153;800033870370fc8c58ab40;0;0
92.65.160.197;80001f88031056ca1b3448;1;1117494
93.117.200.144;800000090300c014fec11200;19;8887629
145.131.15.39;80001f8880e1a11161ce66345c00000000;13;73626663
145.128.202.151;8000000903002c3311cab346;2;15529613
93.92.29.199;0000000903005c3e06c2abe6;9;25101081
89.20.86.207;80000009030070708b4c7694;2;70712739
93.117.248.193;8000000903005ca62ded5380;16;984766
93.92.30.113;8000000903004c4e35b4d980;71;42702931
93.184.104.0;8000000903005c710daa8280;14;94261537
93.117.216.25;8000000903007411b2a7ad00;10;64596723
95.128.95.4;800000090300188b454e2280;29;6826175
89.207.26.224;800000090300a44c1105de60;5;9948904
89.20.86.200;80000009030070708b4c7694;2;70712742
149.143.18.177;800000090300588b1c9dcc80;15;27834389
89.106.167.212;8000000903009cd57d012877;1;3990151
145.224.116.86;80001f88031056ca1b7f78;1;38102
92.109.222.255;80000009030000ebd5ed3c00;8;28818815
87.236.0.155;800000090300d4789b4f1580;17;84770850
88.208.11.44;80001f8880f3dee52323fc4d6600000000;12;30658498
92.67.26.120;800007e5809a1afd3beb040000;26;19282582
89.200.74.246;800000090300e4a41c6cb300;60;2442047
87.237.2.241;800000090300a0239ff7f690;14;109096400
92.70.184.28;800000090300f0f755753ad8;2;12270843
87.213.31.65;800000090300e8ba70127e81;1;83187871
91.195.200.29;800007c70300243898af00;66;21249009
95.99.177.255;502660000000010030000144;7;50156496
151.248.49.118;800000090300005d73cd28fd;3;5262536
91.221.151.18;80003a8c04;0;0
92.64.194.164;800000090300a4530e3059ae;2;104439306
109.109.108.245;800000090300b0c53ce4ac80;10;31247506
131.228.196.81;8000000903009c3818d19c80;4;20792440
93.117.249.243;800033870370fc8c161918;0;0
145.102.241.78;80001f88806aa50679797fb865;1;42277723
91.103.17.228;8000000903000024c4668fd0;5;2942467
95.129.121.33;8000000903000023acdb2881;4;290262944
92.120.0.249;8000000903006c29d25cd100;2;12517636
92.65.66.205;80000009030000451d07f910;1;59163498
144.178.233.238;80000009030070df2ffb18a1;6;28448248
91.235.83.254;800000090300000000000000;5;17393364
93.117.207.105;800033870370fc8c161068;0;0
144.178.250.79;8000000903006cb2aed21e27;4;794152
94.209.210.255;800000090300285261fabc00;12;30028397
91.214.47.209;80001f88800519161bef5a5f6600000000;28;30260
145.220.141.42;80001f8880261889700e3bf35f00000000;17;4522714
93.184.104.175;800000090300b08bcf3aae80;7;5494108
149.143.20.17;800000090300acf2c5ada2e0;3;35015943
93.117.205.135;800007db031c3d2fca97b3;26;40932131
91.189.209.129;800000090300500f807e2d00;11;99663569
93.92.30.168;8000000903003c13ccee2880;10;134311380
144.178.81.45;800000090300dc8c37d81b00;12;90560541
92.65.120.217;8000000903000062eceaeed4;1;65232142
92.68.68.249;80000009030084b802e49b50;3;37883565
94.142.214.199;800000090300500f8054d200;19;6470471
93.117.216.217;80000009030044b6bee9f500;36;31300289
87.212.154.1;502660000000031201007169;2;50678203
137.174.153.130;0000197f0000e0cb19694770;4;33776819
89.146.11.225;8000000903002c5741b5ac00;10;6444795
109.109.101.119;800000090300b0c53ce4b580;22;15040704
109.109.98.249;000000090300cced4dd8501a;11;1689130
147.28.206.26;3d8e0f0a38b847885334fea75663947accf387b9d2b3c86f5d3381b1d18dcc89;32;31843153
87.236.2.169;8000000903007cad4f940780;40;122597193
90.145.33.25;800000090300c067afa80080;2;81107862
94.124.88.199;80001f8880c38f7e3559f58e5f00000000;20;14334977
131.224.7.201;8000000903e4c7220611c3;0;0
93.117.217.41;800033870370fc8c16166e;0;0
145.74.221.1;80000009030024169db44580;4;146887865
144.178.69.210;800000090300d0ec35f23b80;2;197156763
95.142.54.249;800000090300002cc8a140a0;1;41049800
94.211.115.0;8000000903000029c2018000;8;33222119
149.143.17.20;80001f88031056caed2c20;1;1055002
141.255.178.100;80000009030010e376a2ab80;7;3465765
94.124.88.115;80001f888053e0f63b8a75055f00000000;30;540831
93.117.221.116;800000090300683b78683580;14;38499728
145.131.142.139;800022250318c241146c60;17;2308579
145.94.39.0;80000009030020cfae83f100;21;37456856
94.209.174.1;8000000903006c410e152c00;9;32618600
92.66.218.248;800000090300c067af241deb;3;129655786
93.117.211.45;8000000903002cf89bd70380;49;11373655
87.237.29.30;8000304404464754363046544b3230303536353039;1739927531;8940189
87.208.127.255;502660000000010030000069;7;49464957
151.248.48.223;80000009030040017a87922c;2;55909090
137.174.173.77;0000197f0000e48184ab9334;4;69317511
91.103.23.9;000000090300cced4dbbf610;3;7070989
94.142.211.9;800000090300d4e880f64700;18;6470342
93.117.244.137;800033870370fc8c676500;0;0
145.131.71.15;800000090300b07d47ebb836;2;9331680
91.189.211.184;800000090300500f807e2d00;11;99663579
145.128.194.1;800000090300a0ecf94c0070;11;73665735
93.117.240.106;800000090300889cadf4f780;12;2767382
89.20.92.8;800000090300a89d21d1524a;7;6754736
94.211.190.1;800000090300285261fa5000;8;29510001
93.117.226.105;8000000903003891b7a62580;6;42007573
89.20.95.121;80000009030084b802173f88;6;22900541
94.208.150.1;8000000903006c13d5219000;18;30806338
109.235.38.137;8000000903006c416a8d2adc;7;20369543
109.109.117.199;80000009030028affd10b000;16;11639288
109.109.124.48;80000009030024169dbaf400;18;70295090
92.66.235.33;8000000903004c710dfae1a0;22;463438
92.67.200.129;80001f88031056ca6b1210;1;487716
94.103.144.154;800000090300f40f1b245200;3;46981592
109.109.117.197;80000009030028affd10b000;16;11639291
109.109.124.153;800000090300482e72fe6980;16;12337392
151.248.51.207;800000090300502fa8923289;2;672536
89.248.128.156;80000009030000be75224720;2;111252135
109.109.105.155;800000090300b0c53ce4d080;18;32456521
